Latitude,Longitude,Name,Area,Type,Farenheit,Celsius
35.483,-119.917,Mize Spring,Bakersfield,Hotspring,73.0,23.0
36.698,-117.848,Little Hunter Canyon Springs,Death Valley,Hotspring,81.0,27.0
38.995,-122.642,Davis Soda Spring,Santa Rosa,Hotspring,73.0,23.0
37.432,-121.308,Salt Grass Springs,San Jose,Hotspring,73.0,23.0
37.573,-121.445,Lone Tree Mineral Spring,San Jose,Hotspring,73.0,23.0
37.638,-118.887,Chance Spring,Mariposa,Hotspring,73.0,23.0
36.295,-120.985,Sulphur Springs,Santa Cruz,Hotspring,73.0,23.0
41.16,-120.403,Warm Spring,Alturas,Hotspring,70.0,21.0
35.4,-120.25,Cameta Warm Spring,San Luis Obisp,Hotspring,73.0,23.0
37.719,-118.735,Springs,Mariposa,Hotspring,75.0,24.0
35.588,-116.359,Sheep Creek Spring,Trona,Hotspring,73.0,23.0
40.568,-120.325,Sellicks Springs,Susanville,Hotspring,72.0,22.0
38.833,-122.357,One Shot Mining Co,Santa Rosa,Hotspring,72.0,22.0
38.95,-122.572,Soda Spring In Cache Formation,Santa Rosa,Hotspring,72.0,22.0
37.635,-118.72,Springs,Mariposa,Hotspring,72.0,22.0
36.13,-118.816,Soda Spring,Fresno,Hotspring,72.0,22.0
36.773,-120.898,Iridat Spring,Santa Cruz,Hotspring,73.0,23.0
33.545,-115.654,Canyon Spring,Salton Sea,Hotspring,97.0,36.0
36.675,-116.923,Keane Wonder Spring,Death Valley,Hotspring,93.0,34.0
36.331,-121.367,Paraiso Springs (Sulphur Spring),Santa Cruz,Hotspring,98.0,37.0
35.122,-120.542,Newsom Springs,San Luis Obisp,Hotspring,99.0,37.0
34.503,-120.219,Las Cruces Hot Springs,Santa Maria,Hotspring,99.0,37.0
38.49,-122.498,St Helena White Sulphur Spring,Santa Rosa,Hotspring,97.0,36.0
35.946,-116.189,Chappo Spring,Trona,Hotspring,80.0,27.0
40.019,-121.036,Spring,Susanville,Hotspring,99.0,37.0
40.44,-121.42,Hot Springs Valley,Susanville,Hotspring,83.0,28.0
32.947,-116.305,Agua Caliente Springs,San Diego,Hotspring,101.0,38.0
39.196,-122.714,Newman Springs,Ukiah,Hotspring,94.0,35.0
37.63,-118.808,Whitmore Hot Springs,Mariposa,Hotspring,95.0,35.0
35.269,-120.851,Pecho Warm Springs,San Luis Obisp,Hotspring,95.0,35.0
33.514,-117.604,Spring,Santa Ana,Hotspring,95.0,35.0
38.958,-122.701,Riviera Beach Spring,Santa Rosa,Hotspring,93.0,34.0
36.33,-117.948,Dirty Socks Hot Spring,Death Valley,Hotspring,93.0,34.0
37.847,-121.635,Byron Hot Springs,San Jose,Hotspring,96.0,36.0
35.433,-118.478,Yates Hot Springs,Bakersfield,Hotspring,100.0,38.0
35.663,-120.692,Paso Robles Artesian Spring,San Luis Obisp,Hotspring,102.0,39.0
34.507,-119.291,Wheeler Springs,Los Angeles,Hotspring,102.0,39.0
33.8,-116.927,Soboda Hot Springs,Santa Ana,Hotspring,102.0,39.0
40.223,-122.747,Stinking Springs,Redding,Hotspring,101.0,38.0
38.8,-123.17,Hoods Hot Springs,Santa Rosa,Hotspring,100.0,38.0
37.029,-117.383,Grapevine Springs,Goldfield,Hotspring,100.0,38.0
36.084,-121.584,Dolans Hot Spring,Santa Cruz,Hotspring,98.0,37.0
36.21,-118.176,Soda Springs,Fresno,Hotspring,100.0,38.0
33.664,-117.913,Fairview Hot Spring,Santa Ana,Hotspring,96.0,36.0
35.143,-116.813,Paradise Spring,Trona,Hotspring,100.0,38.0
33.837,-117.145,Lakeview Hot Springs,Santa Ana,Hotspring,100.0,38.0
33.201,-115.577,Mud Pots,Salton Sea,Hotspring,100.0,38.0
33.212,-115.591,Mud Pots,Salton Sea,Hotspring,100.0,38.0
33.217,-115.58,Wister Mud Pot,Salton Sea,Hotspring,100.0,38.0
32.617,-116.189,Jacumba Hot Springs,San Diego,Hotspring,101.0,38.0
36.618,-121.845,Sulphur Hot Spring,Santa Cruz,Hotspring,100.0,38.0
36.495,-117.893,Springs,Death Valley,Hotspring,86.0,30.0
38.033,-118.902,Mono Basin Warm Springs,Walker Lake,Hotspring,88.0,31.0
35.908,-120.367,Table Mountain (Spring),San Luis Obisp,Hotspring,88.0,31.0
34.271,-116.838,Pan Hot Springs,San Bernardino,Hotspring,88.0,31.0
40.238,-122.11,Tuscan Springs,Redding,Hotspring,86.0,30.0
40.245,-120.007,High Rock Spring,Susanville,Hotspring,86.0,30.0
38.55,-122.72,Mark West Springs,Santa Rosa,Hotspring,88.0,31.0
43.513,-119.903,Springs at Tecolote Tunnel,Los Angeles,Hotspring,93.0,34.0
39.728,-120.547,Mclear Warm Springs,Chico,Hotspring,86.0,30.0
38.835,-122.731,Gordon Warm Springs,Santa Rosa,Hotspring,97.0,36.0
39.166,-123.159,Vichy Springs,Ukiah,Hotspring,85.0,29.0
38.936,-122.907,Highland Springs,Santa Rosa,Hotspring,84.0,29.0
37.398,-121.794,Mineral Springs,San Jose,Hotspring,84.0,29.0
33.436,-117.324,De Luz Warm Springs,Santa Ana,Hotspring,85.0,29.0
33.512,-115.827,Dos Palmas Spring,Salton Sea,Hotspring,84.0,29.0
39.022,-122.444,Abbott Mine,Ukiah,Hotspring,86.0,30.0
34.605,-118.561,Warm Spring,Los Angeles,Hotspring,92.0,33.0
41.659,-123.319,Sulphur Springs,Weed,Hotspring,84.0,29.0
38.394,-122.552,Los Guilicos Warm Springs,Santa Rosa,Hotspring,88.0,31.0
41.492,-120.7,Essex Springs,Alturas,Hotspring,91.0,33.0
38.654,-122.484,Aetna Springs,Santa Rosa,Hotspring,91.0,33.0
35.842,-117.38,Bainter Spring,Trona,Hotspring,92.0,33.0
34.228,-117.483,Tylers Bath Spring,San Bernardino,Hotspring,92.0,33.0
33.363,-117.017,Agua Tibia Spring,Santa Ana,Hotspring,92.0,33.0
41.167,-120.032,Bare Ranch Spring,Alturas,Hotspring,90.0,32.0
35.978,-116.273,Shoshone Spring,Trona,Hotspring,90.0,32.0
33.407,-116.035,Fish Springs,Santa Ana,Hotspring,90.0,32.0
35.582,-120.666,Santa Ysabel Springs (Sulphur Spr),San Luis Obisp,Hotspring,92.0,33.0
34.537,-119.613,Little Caliente Spring,Los Angeles,Hotspring,90.0,32.0
39.006,-122.787,Big Soda Spring,Ukiah,Hotspring,90.0,32.0
35.439,-119.846,Carneros Spring,Bakersfield,Hotspring,90.0,32.0
36.441,-116.829,Travertine Springs,Death Valley,Hotspring,90.0,32.0
37.88,-122.627,Rocky Point Springs,San Francisco,Hotspring,90.0,32.0
39.227,-107.224,Penny Hot Springs,Leadville,Hotspring,133.0,56.0
38.732,-106.178,Hortense Hot Spring,Montrose,Hotspring,181.0,83.0
37.4,-107.849,Tripp Hot Springs,Durango,Hotspring,111.0,44.0
40.073,-106.113,Hot Sulphur Springs,Craig,Hotspring,111.0,44.0
39.739,-105.512,Idaho Springs,Denver,Hotspring,115.0,46.0
39.552,-107.412,South Canyon Hot Springs,Leadville,Hotspring,118.0,48.0
39.548,-107.322,Glenwood Springs,Leadville,Hotspring,124.0,51.0
38.133,-107.736,Orvis Hot Spring,Montrose,Hotspring,126.0,52.0
39.017,-105.793,Hartsel Hot Springs,Denver,Hotspring,126.0,52.0
38.733,-106.162,Mount Princeton Hot Springs,Montrose,Hotspring,133.0,56.0
37.752,-108.131,Paradise Warm Spring,Cortez,Hotspring,115.0,46.0
37.747,-106.831,Wagon Wheel Gap Hot Springs,Durango,Hotspring,135.0,57.0
37.263,-107.011,Pagosa Springs,Durango,Hotspring,136.0,58.0
38.812,-106.226,Cottonwood Hot Springs,Montrose,Hotspring,136.0,58.0
38.168,-105.924,Mineral Hot Springs,Pueblo,Hotspring,140.0,60.0
40.559,-106.849,Routt Hot Springs,Craig,Hotspring,147.0,64.0
38.021,-107.672,Ouray Hot Springs,Montrose,Hotspring,156.0,69.0
38.498,-106.076,Poncha Hot Springs,Montrose,Hotspring,160.0,71.0
38.514,-106.508,Upper Waunita Hot Springs,Montrose,Hotspring,176.0,80.0
38.272,-107.1,Cebolla Hot Springs,Montrose,Hotspring,106.0,41.0
37.313,-107.344,Piedra River Hot Springs,Durango,Hotspring,108.0,42.0
38.517,-106.515,Lower Waunita Hot Springs,Montrose,Hotspring,167.0,75.0
38.816,-106.873,Ranger Hot Spring,Montrose,Hotspring,81.0,27.0
37.294,-105.784,Dexter Spring,Trinidad,Hotspring,68.0,20.0
38.634,-106.072,Browns Grotto Warm Spring,Montrose,Hotspring,73.0,23.0
39.164,-106.062,Rhodes Warm Spring,Leadville,Hotspring,75.0,24.0
38.836,-106.825,Cement Creek Hot Spring,Montrose,Hotspring,77.0,25.0
38.653,-106.056,Browns Canyon Warm Spring,Montrose,Hotspring,77.0,25.0
37.033,-106.805,Stinking Springs,Durango,Hotspring,81.0,27.0
37.747,-108.117,Geyser Warm Spring,Cortez,Hotspring,82.0,28.0
38.479,-105.891,Swissvale Warm Springs,Pueblo,Hotspring,82.0,28.0
37.751,-106.317,Shaw Springs,Durango,Hotspring,86.0,30.0
37.728,-107.054,Birdsie Warm Spring,Durango,Hotspring,86.0,30.0
37.741,-107.034,Antelope Spring,Durango,Hotspring,90.0,32.0
39.628,-107.106,Dotsero Warm Springs,Leadville,Hotspring,90.0,32.0
38.485,-105.91,Wellsville Warm Spring,Pueblo,Hotspring,91.0,33.0
38.014,-108.054,Lemon Hot Spring,Moab,Hotspring,91.0,33.0
37.391,-107.846,"Trimble Hot Spr, Stratten Warm Spr",Durango,Hotspring,97.0,36.0
38.192,-105.816,Valley View Hot Springs,Pueblo,Hotspring,99.0,37.0
38.433,-105.261,Canon City Hot Springs,Pueblo,Hotspring,104.0,40.0
39.012,-106.891,Conundrum Hot Springs,Leadville,Hotspring,100.0,38.0
37.511,-106.945,Rainbow Hot Springs,Durango,Hotspring,104.0,40.0
40.467,-107.952,Juniper Hot Springs,Craig,Hotspring,100.0,38.0
40.483,-106.827,Steamboat Springs,Craig,Hotspring,102.0,39.0
37.771,-108.091,Dunton Hot Spring,Cortez,Hotspring,108.0,42.0
37.453,-107.803,Pinkerton Hot Springs,Durango,Hotspring,90.0,32.0
39.932,-105.277,Eldorado Springs,Denver,Hotspring,79.0,26.0
27.074,-82.233,Little Salt Spring,Tampa,Hotspring,81.0,27.0
27.06,-82.261,Warm Mineral Springs (Big Salt Spr,Tampa,Hotspring,86.0,30.0
32.92,-84.438,Barker Spring,Phenix City,Hotspring,73.0,23.0
32.964,-84.499,Thundering Spring,Phenix City,Hotspring,75.0,24.0
33.018,-84.327,Taylor Spring,Atlanta,Hotspring,75.0,24.0
32.862,-84.65,Parkman Spring,Phenix City,Hotspring,77.0,25.0
33.037,-84.374,Lifsey Spring,Atlanta,Hotspring,79.0,26.0
32.893,-84.69,Warm Springs,Phenix City,Hotspring,88.0,31.0
32.873,-84.547,Tom Brown Spring,Phenix City,Hotspring,68.0,20.0
19.407,-155.277,Steam Vents,Hawaii,Hotspring,,
19.46,-154.847,Isaac Hale Park Spring,Hawaii,Hotspring,97.0,36.0
19.496,-154.876,Warm Vapor,Hawaii,Hotspring,,
19.373,-155.188,Steam Vents,Hawaii,Hotspring,,
19.39,-155.311,Steam Vents,Hawaii,Hotspring,,
19.434,-155.272,Steam Vents,Hawaii,Hotspring,,
19.486,-155.598,Steam Vents,Hawaii,Hotspring,,
19.466,-154.943,Steam Vents,Hawaii,Hotspring,,
19.421,-155.62,Steam Vents,Hawaii,Hotspring,,
19.201,-155.384,Waiwelawela Point Spring,Hawaii,Hotspring,90.0,32.0
19.593,-154.928,Akins Spring,Hawaii,Hotspring,84.0,29.0
44.721,-115.01,Thomas Creek Ranch Hot Spring,Challis,Hotspring,138.0,59.0
45.431,-116.015,Cow Flats Hot Spring,Grangeville,Hotspring,138.0,59.0
44.062,-115.685,Pine Flat Hot Springs,Challis,Hotspring,138.0,59.0
44.382,-115.841,Dash Creek Hot Springs,Challis,Hotspring,138.0,59.0
44.077,-115.553,Haven Lodge Hot Spring,Challis,Hotspring,147.0,64.0
43.647,-114.816,Skillern Hot Springs,Hailey,Hotspring,140.0,60.0
43.789,-115.434,Dutch Frank Hot Spring,Hailey,Hotspring,149.0,65.0
43.54,-115.288,Bridge Hot Springs,Hailey,Hotspring,138.0,59.0
43.72,-115.617,Smith Cabin Hot Spring,Hailey,Hotspring,138.0,59.0
42.688,-114.826,Banbury Hot Spring,Twin Falls,Hotspring,138.0,59.0
45.035,-115.561,Sheep Creek Hot Spring,Elk City,Hotspring,136.0,58.0
44.245,-114.885,Elkhorn Hot Spring,Challis,Hotspring,136.0,58.0
44.642,-115.693,Mollys Hot Spring,Challis,Hotspring,138.0,59.0
43.811,-115.116,Atlanta Hot Springs,Hailey,Hotspring,140.0,60.0
44.679,-116.231,White Licks Hot Spring,Baker,Hotspring,140.0,60.0
45.512,-115.046,Barth Hot Springs,Elk City,Hotspring,140.0,60.0
43.696,-115.658,Sheep Creek Bridge Hot Spring,Hailey,Hotspring,142.0,61.0
44.914,-115.722,Teapot Hot Spring,Challis,Hotspring,142.0,61.0
43.788,-115.444,Straight Creek Hot Spring,Hailey,Hotspring,144.0,62.0
43.116,-115.305,Latty Hot Spring,Hailey,Hotspring,144.0,62.0
45.039,-116.291,Zims Resort Hot Springs,Grangeville,Hotspring,144.0,62.0
43.049,-114.952,White Arrow Hot Spring,Hailey,Hotspring,145.0,63.0
44.645,-114.739,Upper Loon Creek Hot Springs,Challis,Hotspring,145.0,63.0
43.383,-114.931,Wardrop Hot Spring,Hailey,Hotspring,147.0,64.0
44.531,-116.754,Fairchild Hot Spring,Baker,Hotspring,126.0,52.0
44.661,-114.652,Foster Ranch Hot Springs,Challis,Hotspring,135.0,57.0
44.051,-115.829,Dan Hodges Hot Spring,Challis,Hotspring,140.0,60.0
43.506,-114.354,Hailey Hot Springs,Hailey,Hotspring,131.0,55.0
43.982,-114.486,West Pass Hot Spring,Hailey,Hotspring,124.0,51.0
43.641,-114.487,Warfield Hot Spring,Hailey,Hotspring,124.0,51.0
44.145,-112.554,Lidy Hot Springs,Dubois,Hotspring,124.0,51.0
44.054,-115.907,Hot Spring Campground,Challis,Hotspring,124.0,51.0
42.032,-115.363,Murphy Hot Springs,Twin Falls,Hotspring,126.0,52.0
43.561,-114.415,Clarendon Hot Springs,Hailey,Hotspring,126.0,52.0
43.423,-114.627,Elk Creek Hot Spring,Hailey,Hotspring,126.0,52.0
43.553,-115.267,Paradise Hot Springs,Hailey,Hotspring,126.0,52.0
42.308,-111.707,Maple Grove Hot Springs,Preston,Hotspring,172.0,78.0
45.013,-113.605,Sharkey Hot Spring,Dillon,Hotspring,126.0,52.0
44.73,-114.993,Sunflower Hot Springs,Challis,Hotspring,149.0,65.0
43.974,-114.499,Lower Bowery Hot Spring,Hailey,Hotspring,129.0,54.0
43.724,-115.604,Loftus Hot Spring,Hailey,Hotspring,129.0,54.0
44.676,-115.943,Gold Fork Hot Spring,Challis,Hotspring,127.0,53.0
44.044,-115.851,Donlay Ranch Hot Spring,Challis,Hotspring,131.0,55.0
44.264,-114.818,Basin Creek Hot Spring,Challis,Hotspring,133.0,56.0
44.652,-114.734,Owen Cabin Hot Spring,Challis,Hotspring,133.0,56.0
43.605,-115.664,Rattlesnake Hot Spring,Hailey,Hotspring,133.0,56.0
43.605,-114.948,Lightfoot Hot Springs,Hailey,Hotspring,133.0,56.0
45.788,-115.198,Red River Hot Springs,Elk City,Hotspring,131.0,55.0
44.632,-115.697,South Fork Plunge,Challis,Hotspring,129.0,54.0
44.853,-116.442,Starkey Hot Springs,Baker,Hotspring,131.0,55.0
42.692,-114.859,Hot Sulphur (Miracle Hot) Springs,Twin Falls,Hotspring,131.0,55.0
44.045,-115.842,Corder Hot Spring,Challis,Hotspring,131.0,55.0
44.247,-114.676,Robinson Bar Hot Springs,Challis,Hotspring,131.0,55.0
44.785,-114.855,Cox Hot Springs,Challis,Hotspring,131.0,55.0
43.637,-115.13,Willow Creek Hot Spring,Hailey,Hotspring,131.0,55.0
43.803,-115.401,Granite Creek Hot Spring,Hailey,Hotspring,131.0,55.0
43.129,-115.34,Coyote Hot Spring,Hailey,Hotspring,135.0,57.0
44.211,-116.71,Cove Creek Hot Spring,Baker,Hotspring,131.0,55.0
44.16,-115.167,Grandjean Hot Spring,Challis,Hotspring,,
43.755,-115.571,Ninemeyer Hot Springs,Hailey,Hotspring,169.0,76.0
43.701,-114.738,Big Smokey Hot Spring,Hailey,Hotspring,,
43.831,-115.192,Queens River Hot Spring,Hailey,Hotspring,,
43.817,-115.046,Leggit Creek Hot Spring,Hailey,Hotspring,,
43.718,-115.563,Basset Hot Spring,Hailey,Hotspring,,
43.588,-115.988,Mores Creek Hot Spring,Hailey,Hotspring,,
44.951,-114.704,Mormon Ranch Warm Spring,Challis,Hotspring,,
44.896,-114.563,Forge Creek Hot Springs,Challis,Hotspring,,
44.77,-115.663,Billy Hot Spring,Challis,Hotspring,,
44.628,-115.197,Sheepeater Hot Springs,Challis,Hotspring,,
44.585,-115.072,Sulphur Creek Hot Spring,Challis,Hotspring,,
44.554,-115.301,Sulphur Creek Hot Spring,Challis,Hotspring,,
42.107,-113.39,Blm Well (Frazier Hot Spring),Pocatello,Hotspring,203.0,95.0
44.4,-115.82,Goat Hot Springs,Challis,Hotspring,,
45.307,-114.338,Big Creek Hot Springs,Elk City,Hotspring,199.0,93.0
44.583,-116.112,Cascade Reservoir Hot Spring,Baker,Hotspring,,
45.17,-115.807,Secesh Hot Spring,Elk City,Hotspring,,
46.235,-114.707,Prospector Hot Springs,Hamilton,Hotspring,,
46.138,-115.09,Stuart Hot Springs,Hamilton,Hotspring,,
46.006,-115.021,Marten Hot Springs,Hamilton,Hotspring,,
42.374,-111.726,Mound Valley Warm Spring,Preston,Hotspring,,
43.255,-114.829,Mormon Reservoir Warm Spring,Hailey,Hotspring,,
44.639,-115.671,Warm Lake Springs,Challis,Hotspring,,
44.445,-115.239,Bear Valley Hot Spring,Challis,Hotspring,,
44.354,-117.071,Old Homestead Warm Spring,Baker,Hotspring,,
43.327,-113.918,Condie Hot Springs,Idaho Falls,Hotspring,124.0,51.0
43.038,-112.004,Alkali Flats Warm Spring,Idaho Falls,Hotspring,93.0,34.0
44.43,-115.762,Bull Creek Hot Springs,Challis,Hotspring,,
42.119,-111.928,Squaw Hot Springs,Preston,Hotspring,163.0,73.0
42.333,-111.716,Cleveland Hot Springs,Preston,Hotspring,151.0,66.0
43.671,-115.696,Twin Springs,Hailey,Hotspring,151.0,66.0
43.951,-116.353,Roystone Hot Springs,Boise,Hotspring,151.0,66.0
42.704,-114.856,Salmon Falls Hot Spring,Twin Falls,Hotspring,153.0,67.0
44.16,-115.177,Sacajawea Hot Springs,Challis,Hotspring,153.0,67.0
43.738,-115.583,Vaughn Hot Spring,Hailey,Hotspring,154.0,68.0
44.669,-116.305,Council Mtn Hot Springs,Baker,Hotspring,154.0,68.0
44.831,-115.215,Kwiskwis Hot Spring,Challis,Hotspring,156.0,69.0
43.684,-114.41,Guyer Hot Springs,Hailey,Hotspring,158.0,70.0
43.155,-115.518,Hot Springs,Hailey,Hotspring,158.0,70.0
44.586,-116.63,Lakey Hot Spring,Baker,Hotspring,158.0,70.0
42.333,-115.65,Indian Hot Springs,Twin Falls,Hotspring,160.0,71.0
42.637,-114.892,Poison Springs,Twin Falls,Hotspring,,
44.813,-115.123,Middle Fork Indian Creek Hot Sprin,Challis,Hotspring,162.0,72.0
44.072,-115.543,Kirkham Hot Springs,Challis,Hotspring,149.0,65.0
43.328,-114.399,Magic Hot Springs,Hailey,Hotspring,163.0,73.0
43.293,-114.908,Barrons Hot Spring,Hailey,Hotspring,167.0,75.0
44.154,-115.993,Warm Springs Creek Hot Springs,Challis,Hotspring,167.0,75.0
44.268,-114.748,Sunbeam Hot Springs,Challis,Hotspring,169.0,76.0
44.092,-116.052,Deer Hot Springs,Baker,Hotspring,176.0,80.0
43.563,-114.798,Worswick Hot Springs,Hailey,Hotspring,180.0,82.0
42.133,-111.928,Battle Creek Hot Springs,Preston,Hotspring,183.0,84.0
44.364,-115.856,Boiling Springs,Challis,Hotspring,185.0,85.0
44.157,-115.314,Bonneville Hot Springs,Challis,Hotspring,185.0,85.0
44.799,-115.129,Indian Creek Hot Spring,Challis,Hotspring,190.0,88.0
44.568,-115.695,Vulcan Hot Springs,Challis,Hotspring,190.0,88.0
44.306,-116.745,Crane Creek Hot Springs,Baker,Hotspring,198.0,92.0
44.416,-116.031,Cabarton Hot Spring,Baker,Hotspring,160.0,71.0
42.781,-111.983,Portneuf River Warm Spring,Preston,Hotspring,93.0,34.0
44.621,-115.985,Badley Warm Spring,Challis,Hotspring,100.0,38.0
45.201,-116.312,Boulder Creek Spring,Grangeville,Hotspring,82.0,28.0
42.24,-113.588,Sears Spring,Pocatello,Hotspring,84.0,29.0
44.257,-112.639,Warm Springs,Dubois,Hotspring,84.0,29.0
42.911,-111.556,Henry Warm Spring,Preston,Hotspring,86.0,30.0
43.021,-111.695,Wilson Lake Warm Spring,Driggs,Hotspring,86.0,30.0
44.495,-116.732,Keithly Warm Spring,Baker,Hotspring,86.0,30.0
42.655,-111.643,Steamboat Hot Spring,Preston,Hotspring,88.0,31.0
45.152,-116.296,Stinky Warm Spring,Grangeville,Hotspring,88.0,31.0
42.725,-112.872,Indian Springs,Pocatello,Hotspring,90.0,32.0
43.114,-112.167,Yandell Springs,Idaho Falls,Hotspring,90.0,32.0
44.64,-116.045,Arling Hot Spring,Baker,Hotspring,90.0,32.0
42.657,-111.604,Soda Springs,Preston,Hotspring,82.0,28.0
45.07,-115.826,Lick Creek Warm Spring,Elk City,Hotspring,91.0,33.0
42.337,-111.726,Treasureton Hot Springs,Preston,Hotspring,95.0,35.0
44.382,-114.088,Little Antelope Flat Warm Spring,Challis,Hotspring,93.0,34.0
43.21,-111.495,Brockman Creek Hot Spring,Driggs,Hotspring,95.0,35.0
44.398,-115.149,Cape Horn Warm Springs,Challis,Hotspring,95.0,35.0
42.337,-114.509,Nat-Soo-Pah Warm Spring,Twin Falls,Hotspring,97.0,36.0
44.9,-115.505,Hot Creek Warm Spring,Challis,Hotspring,97.0,36.0
42.405,-114.142,Artesian City Hot Springs,Twin Falls,Hotspring,99.0,37.0
42.762,-115.739,Indian Bathtub Hot Springs,Twin Falls,Hotspring,99.0,37.0
43.227,-111.109,Alpine Warm Spring,Driggs,Hotspring,99.0,37.0
42.545,-112.906,Rockland Warm Springs,Pocatello,Hotspring,100.0,38.0
43.805,-114.585,Russian John Hot Spring,Hailey,Hotspring,100.0,38.0
43.779,-114.539,Easley Hot Springs,Hailey,Hotspring,100.0,38.0
44.26,-114.838,Mormon Bend Hot Spring,Challis,Hotspring,100.0,38.0
44.64,-113.504,Big Eightmile Creek Warm Spring,Dubois,Hotspring,91.0,33.0
42.339,-112.436,Kent Warm Spring,Pocatello,Hotspring,75.0,24.0
42.957,-112.458,Tadpole Warm Spring,Pocatello,Hotspring,68.0,20.0
43.607,-111.189,Taylor Springs,Driggs,Hotspring,68.0,20.0
43.972,-116.325,Sweet Warm Spring,Boise,Hotspring,68.0,20.0
44.717,-115.703,Dollar Creek Warm Spring,Challis,Hotspring,68.0,20.0
42.625,-113.107,Lake Walcott Hot Spring,Pocatello,Hotspring,70.0,21.0
42.015,-114.237,Thoroughbred Warm Springs,Twin Falls,Hotspring,69.0,21.0
42.928,-111.592,Blackfoot Reservoir Warm Spring,Preston,Hotspring,72.0,22.0
42.286,-113.446,"Rice Spring, Ward Spring",Pocatello,Hotspring,72.0,22.0
42.085,-113.564,Grape Creek Warm Spring,Pocatello,Hotspring,72.0,22.0
43.66,-111.715,Elkhorn Warm Spring,Driggs,Hotspring,72.0,22.0
43.367,-113.884,Rush Warm Spring,Idaho Falls,Hotspring,72.0,22.0
44.306,-117.042,Weiser Warm Springs,Baker,Hotspring,72.0,22.0
45.344,-114.463,Owl Creek Hot Springs,Elk City,Hotspring,122.0,50.0
44.454,-112.696,Big Spring,Dubois,Hotspring,73.0,23.0
44.269,-113.449,Barney Hot Springs,Dubois,Hotspring,82.0,28.0
43.5,-115.308,Towne Creek Warm Spring,Hailey,Hotspring,75.0,24.0
43.161,-116.332,Thomas Flats Warm Spring,Boise,Hotspring,75.0,24.0
44.612,-113.363,Whittaker Warm Springs,Dubois,Hotspring,75.0,24.0
42.173,-112.239,Malad Warm Spring,Pocatello,Hotspring,77.0,25.0
42.156,-112.348,Pleasantview Warm Springs,Pocatello,Hotspring,77.0,25.0
42.025,-112.226,Prices Warm Spring,Pocatello,Hotspring,77.0,25.0
42.865,-116.368,Lower Birch Spring,Jordan Valley,Hotspring,77.0,25.0
43.423,-111.414,Fall Creek Mineral Springs,Driggs,Hotspring,77.0,25.0
42.986,-111.743,Blackfoot River Warm Spring,Preston,Hotspring,79.0,26.0
42.426,-111.378,Pescadero Warm Spring,Preston,Hotspring,79.0,26.0
44.091,-111.458,Ashton Warm Spring,Ashton,Hotspring,79.0,26.0
42.056,-112.246,Woodruff Hot Spring,Pocatello,Hotspring,81.0,27.0
43.831,-116.396,Highland Land Co Warm Spring,Boise,Hotspring,73.0,23.0
44.847,-115.696,Holdover Hot Spring,Challis,Hotspring,117.0,47.0
43.047,-114.929,Hot Sulphur Lake,Hailey,Hotspring,81.0,27.0
43.603,-115.07,Baumgartner Hot Spring,Hailey,Hotspring,111.0,44.0
44.465,-116.037,Belvidere Hot Spring,Baker,Hotspring,111.0,44.0
42.621,-112.008,Lava Hot Springs,Pocatello,Hotspring,113.0,45.0
43.823,-115.327,Weatherby Hot Spring,Hailey,Hotspring,113.0,45.0
43.335,-115.044,Wolf Hot Spring,Hailey,Hotspring,113.0,45.0
44.905,-113.929,Goldbug Hot Spring,Dubois,Hotspring,113.0,45.0
45.095,-113.836,Salmon Hot Spring,Dillon,Hotspring,113.0,45.0
45.277,-115.912,Burgdorf Hot Springs,Elk City,Hotspring,113.0,45.0
44.836,-114.79,Hospital Hot Spring,Challis,Hotspring,115.0,46.0
44.72,-114.016,Cronks Canyon Hot Spring,Challis,Hotspring,115.0,46.0
44.721,-115.207,Pistol Creek Hot Springs,Challis,Hotspring,115.0,46.0
43.791,-111.435,Pincock (Green Canyon) Hot Springs,Driggs,Hotspring,111.0,44.0
43.414,-116.707,Givens Hot Springs,Boise,Hotspring,117.0,47.0
45.503,-114.463,Horse Creek Hot Springs,Elk City,Hotspring,109.0,43.0
46.464,-115.035,Weir Creek Hot Springs,Hamilton,Hotspring,117.0,47.0
42.115,-111.264,Bear Lake Hot Springs,Preston,Hotspring,118.0,48.0
42.173,-113.861,Oakley Hot Spring,Pocatello,Hotspring,118.0,48.0
46.463,-114.872,Jerry Johnson Hot Springs,Hamilton,Hotspring,118.0,48.0
43.644,-111.687,Heise Hot Springs,Driggs,Hotspring,120.0,49.0
44.799,-114.806,Lower Loon Creek Hot Spring,Challis,Hotspring,120.0,49.0
44.253,-115.891,Rocky Canyon Hot Springs,Challis,Hotspring,120.0,49.0
46.316,-115.258,Stanley Hot Springs,Hamilton,Hotspring,120.0,49.0
43.779,-115.486,Brown Creek Hot Spring,Hailey,Hotspring,122.0,50.0
44.628,-114.601,Shower Bath Springs,Challis,Hotspring,122.0,50.0
44.171,-114.624,Slate Creek Hot Spring,Challis,Hotspring,122.0,50.0
44.392,-115.834,Ground Hog Hot Springs,Challis,Hotspring,100.0,38.0
42.797,-115.723,"Bat Hot Spring, Pence Hot Spring",Twin Falls,Hotspring,117.0,47.0
42.767,-115.725,Lower Indian Bathtub Hot Springs,Twin Falls,Hotspring,108.0,42.0
42.102,-113.632,Durfee Spring,Pocatello,Hotspring,102.0,39.0
