COUNTRY,STATE,COUNTY,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH,DATE
U.S.A.,California,,848.1,214.5,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,1203.4,69.3,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1933.8,674.3,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,1981.1,1105.5,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,1298.0,306.9,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,1560.9,13.2,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,1678.6,525.8,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,272.0,1004.0,FURNITURE,BED,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,1481.0,1734.0,FURNITURE,BED,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,63.0,1908.0,FURNITURE,BED,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,1981.0,1032.0,FURNITURE,BED,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,1481.0,520.0,FURNITURE,BED,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,1103.0,1810.0,FURNITURE,BED,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1569.0,1828.0,FURNITURE,BED,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,1349.0,2121.0,FURNITURE,BED,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,1976.0,900.0,FURNITURE,BED,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,475.0,699.0,FURNITURE,BED,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,1759.0,1733.0,FURNITURE,BED,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,672.0,1131.0,FURNITURE,BED,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,719.4,1958.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,201.3,694.1,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1290.3,1541.1,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,1026.3,1052.7,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,2035.0,1905.2,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,1016.4,1787.5,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,1347.5,534.6,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1514.7,591.8,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,1021.9,1848.0,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,261.8,2172.5,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,1320.0,760.1,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,426.8,1967.9,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,802.0,276.0,OFFICE,CHAIR,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,1582.0,754.0,OFFICE,CHAIR,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,898.0,195.0,OFFICE,CHAIR,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,1008.0,1679.0,OFFICE,CHAIR,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,1873.0,1416.0,OFFICE,CHAIR,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,813.0,1389.0,OFFICE,CHAIR,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1454.0,446.0,OFFICE,CHAIR,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,1522.0,698.0,OFFICE,CHAIR,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,242.0,1661.0,OFFICE,CHAIR,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,1312.0,1673.0,OFFICE,CHAIR,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,1206.0,1403.0,OFFICE,CHAIR,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,258.0,108.0,OFFICE,CHAIR,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,1287.0,397.1,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,59.4,1811.7,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1653.3,1406.9,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,1618.1,1884.3,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,135.3,2215.4,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,11.0,2105.4,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,524.7,1358.5,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,887.7,401.5,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,1195.7,2139.5,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,2059.2,152.9,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,1274.9,764.5,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,821.7,2306.7,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,610.0,1788.0,OFFICE,DESK,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,1900.0,1568.0,OFFICE,DESK,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,1634.0,2120.0,OFFICE,DESK,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,328.0,2034.0,OFFICE,DESK,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,1096.0,1659.0,OFFICE,DESK,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,220.0,901.0,OFFICE,DESK,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,941.0,1574.0,OFFICE,DESK,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,566.0,263.0,OFFICE,DESK,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,207.0,2051.0,OFFICE,DESK,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,1582.0,551.0,OFFICE,DESK,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,976.0,1285.0,OFFICE,DESK,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,297.0,784.0,OFFICE,DESK,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,273.9,2335.3,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,248.6,1255.1,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1417.9,1659.9,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,129.8,899.8,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,2190.1,598.4,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,2016.3,2249.5,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,502.7,1986.6,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1648.9,1266.1,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,609.4,1133.0,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,2114.2,656.7,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,2033.9,1042.8,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,1158.3,1333.2,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,1211.0,1000.0,FURNITURE,SOFA,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,1365.0,962.0,FURNITURE,SOFA,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,699.0,904.0,FURNITURE,SOFA,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,1028.0,1881.0,FURNITURE,SOFA,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,870.0,965.0,FURNITURE,SOFA,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,157.0,1111.0,FURNITURE,SOFA,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1256.0,1700.0,FURNITURE,SOFA,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,167.0,2055.0,FURNITURE,SOFA,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,997.0,330.0,FURNITURE,SOFA,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,1725.0,1701.0,FURNITURE,SOFA,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,1482.0,108.0,FURNITURE,SOFA,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,277.0,76.0,FURNITURE,SOFA,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,2274.8,514.8,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,938.3,1838.1,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,845.9,1760.0,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,2196.7,504.9,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,2186.8,1853.5,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,127.6,1029.6,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,168.3,1420.1,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1648.9,2025.1,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,1828.2,1706.1,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,1302.4,1587.3,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,2031.7,1743.5,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,2004.2,1932.7,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,480.0,513.0,FURNITURE,BED,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,660.0,2029.0,FURNITURE,BED,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,397.0,1195.0,FURNITURE,BED,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,67.0,959.0,FURNITURE,BED,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,263.0,1637.0,FURNITURE,BED,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,1128.0,2050.0,FURNITURE,BED,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1012.0,325.0,FURNITURE,BED,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,864.0,3.0,FURNITURE,BED,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,1854.0,878.0,FURNITURE,BED,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,1526.0,1047.0,FURNITURE,BED,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,1861.0,407.0,FURNITURE,BED,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,86.0,1303.0,FURNITURE,BED,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,1359.6,403.7,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,1650.0,807.4,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1673.1,1518.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,282.7,1838.1,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,1790.8,226.6,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,6.6,799.7,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,558.8,788.7,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,828.3,468.6,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,1174.8,1754.5,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,259.6,1294.7,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,1551.0,2194.5,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,322.3,1060.4,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,1201.0,612.0,OFFICE,CHAIR,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,1535.0,1920.0,OFFICE,CHAIR,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,1976.0,1827.0,OFFICE,CHAIR,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,400.0,1982.0,OFFICE,CHAIR,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,888.0,1364.0,OFFICE,CHAIR,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,1142.0,627.0,OFFICE,CHAIR,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1263.0,1117.0,OFFICE,CHAIR,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,642.0,382.0,OFFICE,CHAIR,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,29.0,415.0,OFFICE,CHAIR,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,322.0,1172.0,OFFICE,CHAIR,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,1019.0,1509.0,OFFICE,CHAIR,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,866.0,297.0,OFFICE,CHAIR,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,1251.8,523.6,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,574.2,1304.6,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1238.6,468.6,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,519.2,1899.7,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,88.0,2173.6,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,519.2,689.7,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,431.2,1404.7,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,140.8,918.5,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,951.5,273.9,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,1067.0,1929.4,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,580.8,1640.1,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,2022.9,112.2,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,1807.0,483.0,OFFICE,DESK,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,539.0,304.0,OFFICE,DESK,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,1982.0,1661.0,OFFICE,DESK,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,993.0,1310.0,OFFICE,DESK,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,1832.0,1115.0,OFFICE,DESK,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,502.0,943.0,OFFICE,DESK,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1399.0,1026.0,OFFICE,DESK,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,1455.0,733.0,OFFICE,DESK,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,1166.0,189.0,OFFICE,DESK,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,641.0,226.0,OFFICE,DESK,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,650.0,1735.0,OFFICE,DESK,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,1997.0,483.0,OFFICE,DESK,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,460.9,1219.9,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,2115.3,35.2,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,298.1,966.9,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,889.9,1853.5,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,756.8,275.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,125.4,514.8,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,2209.9,525.8,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1030.7,1865.6,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,622.6,2009.7,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,778.8,1303.5,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,137.5,358.6,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,201.3,1466.3,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,41.0,1850.0,FURNITURE,SOFA,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,1200.0,1549.0,FURNITURE,SOFA,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,554.0,1042.0,FURNITURE,SOFA,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,388.0,205.0,FURNITURE,SOFA,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,226.0,1804.0,FURNITURE,SOFA,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,1905.0,768.0,FURNITURE,SOFA,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1630.0,244.0,FURNITURE,SOFA,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,901.0,1223.0,FURNITURE,SOFA,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,1096.0,2023.0,FURNITURE,SOFA,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,21.0,1742.0,FURNITURE,SOFA,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,158.0,468.0,FURNITURE,SOFA,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,1431.0,183.0,FURNITURE,SOFA,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,413.6,1909.6,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,1637.9,1598.3,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,973.5,949.3,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,313.5,322.3,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,1520.2,1925.0,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,1250.7,1681.9,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,443.3,121.0,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,127.6,2191.2,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,269.5,1910.7,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,1987.7,842.6,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,609.4,660.0,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,1274.9,1213.3,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,1845.0,3.0,FURNITURE,BED,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,278.0,1536.0,FURNITURE,BED,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,290.0,1306.0,FURNITURE,BED,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,729.0,1958.0,FURNITURE,BED,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,170.0,944.0,FURNITURE,BED,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,20.0,844.0,FURNITURE,BED,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,1120.0,992.0,FURNITURE,BED,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,428.0,1295.0,FURNITURE,BED,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,1589.0,760.0,FURNITURE,BED,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,586.0,2114.0,FURNITURE,BED,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,623.0,1271.0,FURNITURE,BED,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,1487.0,1064.0,FURNITURE,BED,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,456.5,869.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,1465.2,1294.7,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1072.5,1188.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,357.5,584.1,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,1333.2,2215.4,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,288.2,67.1,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,1889.8,1412.4,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1801.8,1642.3,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,California,,1665.4,1489.4,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,California,,1580.7,422.4,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,California,,367.4,191.4,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,California,,1489.4,852.5,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,California,,372.0,267.0,OFFICE,CHAIR,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,California,,397.0,636.0,OFFICE,CHAIR,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,California,,41.0,1311.0,OFFICE,CHAIR,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,California,,1580.0,1614.0,OFFICE,CHAIR,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,California,,126.0,169.0,OFFICE,CHAIR,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,California,,383.0,911.0,OFFICE,CHAIR,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,California,,293.0,1683.0,OFFICE,CHAIR,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,California,,939.0,912.0,OFFICE,CHAIR,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,California,,610.0,2011.0,OFFICE,CHAIR,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,California,,597.0,1156.0,OFFICE,CHAIR,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,California,,1004.0,972.0,OFFICE,CHAIR,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,California,,704.0,1319.0,OFFICE,CHAIR,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,California,,811.8,118.8,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,California,,1430.0,1224.3,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,California,,1092.3,1105.5,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,California,,1497.1,522.5,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,California,,312.4,697.4,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,California,,2005.3,772.2,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,California,,1547.7,1034.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,California,,1773.2,1201.2,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
