Term,Role
ilyesféle,Pron
ilyesmi,Pron
iránt,Pref
iránta,Pron
is,Conj
isis,Conj
itt,Conj
ja,Interj
jer,Interj
jertek,Interj
jé,Interj
jól,Conj
jóllehet,Conj
jóvoltából,Pref
karórá,Pron
keresztül,Pref
ketté,Pref
ki,Pref
ki,Pron
kifolyólag,Pref
kisebbfajta,Pron
kmés,Conj
kopp,Interj
korántsem,Conj
kuss,Interj
kívül,Pref
kívülbelül,Pref
köré,Pron
körötte,Pron
körülbelül,Conj
körülötte,Pron
kösz,Interj
köszi,Interj
következtében,Pref
közben,Pref
közepett,Pref
közte,Pron
közé,Pref
között,Pref
közül,Pref
külön,Pref
le,Pref
lásd,Conj
látszólag,Conj
láttán,Pref
maga,Pron
magam,Pron
magában,Pron
magára,Pron
magától,Pron
meddig,Adv
meg,Conj
meg,Pref
mekkora,Pron
melegen,Conj
mellesleg,Conj
mellett,Pref
mellette,Pron
mellé,Pref
mellé,Pron
mellől,Pref
mely,Pron
melyik,Pron
mennyi,Det
mennyi,Pron
mer,Verb
merre,Adv
merről,Adv
merthogy,Conj
mettől,Adv
mi,Pron
miatt,Pref
miatta,Pron
midőn,Conj
miegymás,Pron
mieink,Pron
mielőtt,Conj
mienk,Pron
miféle,Pron
mihamarabb,Conj
mihelyt,Conj
mikor,Adv
milyen,Pron
mind,Conj
mind,Det
mind,Pron
mindahány,Det
mindannyi,Det
mindannyi,Pron
mindannyiunk,Pron
mindaz,Pron
mindazonáltal,Conj
mindazt,Pron
mindazáltal,Conj
mindegy,Interj
mindegyik,Pron
mindeme,Pron
minden,Det
minden,Pron
mindenik,Pron
mindenki,Pron
mindez,Pron
mindezt,Pron
mindezért,Pron
mindnyájan,Pron
minen,Pron
mint,Conj
mintha,Conj
minthogy,Conj
mintsem,Conj
minélfogva,Conj
minő,Pron
miszerint,Conj
miután,Conj
miénk,Pron
mióta,Adv
mondja,Interj
muszáj,Conj
már,Conj
már-már,Conj
mármint,Conj
mármost,Conj
márpedig,Conj
más,Pron
másfelől,Conj
másik,Pron
máskülönben,Conj
másmilyen,Pron
másvalaki,Pron
még,Conj
mégis,Conj
mégpedig,Conj
mégse,Conj
míg,Conj
mígnem,Conj
mögé,Pref
mögé,Pron
mögött,Pref
mögül,Pref
múlta,Pref
múlva,Pref
na,Interj
nahát,Conj
nana,Interj
naná,Interj
ne,Interj
nehogy,Conj
neki,Pref
nemcsak,Conj
nemhogy,Conj
nesze,Interj
netalán,Conj
netalántán,Conj
ni,Interj
nini,Interj
no,Interj
nocsak,Interj
noha,Conj
nohát,Interj
nono,Interj
nos,Conj
nála,Pron
né,Interj
néha,Conj
néhány,Det
néhány,Pron
nélkül,Pref
némely,Pron
némelyik,Pron
nézvést,Pref
oda,Pref
ohó,Interj
oly,Pron
olyan,Pron
olyasfajta,Pron
olyasféle,Pron
olyasmi,Pron
olyasvalaki,Pron
olyasvalami,Pron
ott,Conj
pajtikám,Interj
pedig,Conj
pláne,Interj
pszt,Interj
pá,Interj
például,Conj
rajta,Pref
rajta,Pron
reccs,Interj
reá,Pron
rosszul,Conj
rá,Pref
rá,Pron
részére,Pref
róla,Pron
rögtön,Conj
röviden,Conj
s,Conj
sajna,Interj
sajnos,Interj
se,Conj
sebaj,Interj
sem,Conj
semelyik,Pron
semhogy,Conj
semmi,Pron
semmiféle,Pron
semmilyen,Pron
semmint,Conj
senki,Pron
soha,Conj
sok,Pron
sokat,Verb
sokfajta,Pron
sokféle,Pron
soványan,Conj
stb,Interj
szegényen,Conj
szelíden,Conj
szerint,Pref
szerte,Pref
szervusz,Interj
szervusztok,Interj
szia,Interj
sziasztok,Interj
szintén,Conj
számolni,Interj
szét,Pref
sőt,Conj
te,Pron
tehát,Conj
tele,Pref
teringettét,Interj
ti,Pron
tied,Pron
tieid,Pron
tieitek,Pron
tietek,Pron
tizedannyi,Det
tiéd,Pron
tiétek,Pron
tova,Pref
tovább,Pref
tudniillik,Conj
tvelőtt,Pref
tájt,Pref
többféle,Pron
tönkre,Pref
túl,Pref
tőle,Pron
ugyan,Conj
ugyanannyi,Det
ugyanaz,Pron
ugyancsak,Conj
ugyanennyi,Det
ugyanez,Pron
ugyanilyen,Pron
ugyanis,Conj
ugyanolyan,Pron
ugyanott,Conj
ugye,Interj
ugyebár,Conj
urambocsá,Interj
uramfia,Interj
után,Pref
utána,Pref
utána,Pron
vadul,Conj
vagy,Conj
vagyis,Conj
valaha,Conj
valahány,Det
valaki,Pron
valamely,Pron
valamelyest,Conj
valamelyik,Pron
valamennyi,Det
valamennyi,Pron
valami,Pron
valamilyen,Pron
van,Verb
vele,Pron
vissza,Pref
viszlát,Interj
viszont,Conj
viszont,Pref
vki,Pron
vmi,Pron
volt,Verb
vonatkozólag,Pref
végett,Pref
végezetül,Conj
végeztével,Pref
véle,Pron
ácsi,Interj
áh,Interj
által,Pref
általa,Pron
ám,Conj
ámbár,Conj
ámde,Conj
át,Pref
átellenben,Pref
én,Pron
éppen,Conj
éppenséggel,Conj
éppilyen,Pron
éppolyan,Pron
érette,Pron
érte,Pron
és,Conj
éspedig,Conj
íme,Interj
óta,Pref
önmagam,Pron
össze,Pref
övé,Pron
övéi,Pron
övéik,Pron
övék,Pron
úgyhogy,Conj
úgyis,Conj
úgymint,Conj
úgymond,Conj
úgynevezett,Conj
úgyse,Conj
úgysem,Conj
úgyszintén,Conj
úgyszólván,Conj
újfent,Conj
újjá,Pref
útján,Pref
útán,Pref
ühüm,Interj
ő,Pron
