T,S391,S409,S418,S427,S436,S445,S454,S463,S472,S481,S490,S499,S508,S526,S544,S562,S571,S580,S589,S598,S607,S616,S625,S634,S643,S652,S661,S670,S688,S697,S706,S715,S733,S742,S751,S760,S769,S787,S796,S841,S850,S859,S868,S877,S904,S913,S931,S940,S958,S985,S994
20.0,123872.0,317.0,291.0,20263.0,2421.0,47000.0,1400.189453125,6124.12890625,1360.009765625,71.0,224.199951171875,1183.0,21077.0,1615.9892578125,137.268920898437,5.19999694824218,18498.6875,12353.8984375,4400.0,144.0,66.0,1667.1494140625,1253.0693359375,6243.0,4714.0,2.26999855041503,2.30999946594238,1.08999919891357,336.0,1015.0,13.8299942016601,13.2999954223632,105.899963378906,4485.0,15865.0,13424.0,766.7197265625,62.0,0.7999997138977,3.97999954223632,126.0,2.81999969482421,149.0,74.0,91.0,1.53999996185302,41307.0,70.2799682617187,4208.0,222.0,70240.0
21.0,135217.0,540.0,347.0,16718.0,2414.0,94000.0,5493.70703125,13875.0,2431.80859375,59.0,312.89990234375,1143.0,22796.0,2146.529296875,138.028930664062,4.79999923706054,25134.0,12269.3984375,4100.0,141.0,94.0,1500.4794921875,2753.23828125,4092.0,5363.0,2.85999870300293,2.89999961853027,1.17999935150146,483.0,1151.0,15.4099960327148,17.0,121.099975585937,4742.0,18178.0,18838.0,589.52978515625,79.0,0.73999977111816,3.15999984741211,119.0,3.15999984741211,118.0,85.0,116.0,1.52999973297119,32354.0,41.3099975585937,4165.0,184.0,29535.0
22.0,166298.0,923.0,443.0,16795.0,2380.0,114000.0,7827.7265625,13875.0,2541.849609375,114.0,258.099853515625,1152.0,24971.0,2173.37890625,140.621948242187,5.59999847412109,25490.09375,12311.6953125,4100.0,149.0,100.0,1506.9091796875,3084.009765625,6578.0,4094.0,2.33999824523925,2.09999847412109,1.14999961853027,642.0,1108.0,15.0599975585937,16.7999877929687,114.699951171875,4331.0,15403.0,10390.0,745.81982421875,78.0,0.77999973297119,3.65999984741211,143.0,3.0099983215332,147.0,84.0,118.0,1.6899995803833,32766.0,31.6099853515625,3763.0,232.0,38977.0
23.0,139032.0,1079.0,357.0,16865.0,2342.0,111000.0,7154.4296875,12822.3984375,2447.609375,98.0,252.0,1108.0,21731.0,2023.4091796875,135.850952148437,4.79999923706054,26839.890625,12414.0,4100.0,144.0,118.0,1429.759765625,2580.068359375,7212.0,5993.0,2.7599983215332,2.79999923706054,1.11999988555908,700.0,1128.0,15.479995727539,16.6999969482421,127.399963378906,4127.0,16268.0,12780.0,793.849609375,80.0,0.69999980926513,2.95999908447265,153.0,3.06999969482421,158.0,87.0,123.0,1.57999992370605,20141.0,34.6399841308593,4056.0,181.0,32529.0
24.0,113558.0,1747.0,403.0,17163.0,2399.0,96000.0,5998.3671875,13492.1953125,2631.51953125,100.0,264.099853515625,1233.0,22704.0,1953.189453125,136.611938476562,5.09999847412109,30957.59375,12313.8984375,4061.0,149.0,111.0,1455.8095703125,3119.23828125,6331.0,5331.0,2.47999954223632,2.70999908447265,1.09999942779541,610.0,1097.0,14.9199981689453,16.0,126.199951171875,3963.0,15942.0,17524.0,908.7099609375,78.0,1.61999988555908,6.0099983215332,142.0,2.45999908447265,146.0,92.0,121.0,1.80999946594238,29181.0,65.5799560546875,4058.0,97.0,32773.0
25.0,153676.0,653.0,320.0,15600.0,2351.0,103000.0,4425.328125,14257.6953125,2524.30859375,89.0,257.099853515625,1367.0,23717.0,2170.439453125,144.804931640625,4.59999847412109,28920.5,12380.59375,4027.0,152.0,99.0,1184.2998046875,2641.138671875,6225.0,6257.0,1.33999919891357,2.83999824523925,0.55999994277954,647.0,1096.0,15.0899963378906,15.599998474121,75.699951171875,3814.0,14710.0,13328.0,606.56982421875,78.0,0.44999980926513,3.85999870300293,203.0,2.79999923706054,132.0,74.0,119.0,1.71999931335449,16420.0,26.4499969482421,5008.0,195.0,24298.0
26.0,178397.0,491.0,354.0,16248.09375,2328.0,101000.0,5315.51953125,17319.796875,2802.439453125,129.0,215.199951171875,1263.0,22772.0,2050.119140625,144.631958007812,5.39999771118164,28920.5,12436.1953125,4000.0,138.0,112.0,1192.869140625,2978.009765625,8245.0,6300.0,2.29999923706054,3.30999946594238,1.09999942779541,668.0,1114.0,16.5699920654296,14.3999938964843,39.1999816894531,4143.0,15286.0,13049.0,721.58984375,81.0,0.50999975204467,3.92999839782714,132.0,3.29999923706054,139.0,80.0,125.0,1.77999973297119,18316.0,22.8799896240234,5140.0,187.0,32028.0
27.0,233687.0,368.0,513.0,19280.0,2358.0,120000.0,7198.46875,15597.3984375,2955.138671875,96.0,311.699951171875,1220.0,24859.0,2405.109375,139.27392578125,4.89999771118164,29755.59375,12456.296875,4317.0,153.0,105.0,1474.109375,3146.548828125,7873.0,4859.0,2.58999824523925,2.67999839782714,0.87999963760375,637.0,1054.0,15.859992980957,9.79999542236328,93.2999877929687,4102.0,14887.0,17036.0,878.7998046875,83.0,0.60999965667724,3.33999824523925,115.0,3.10999870300293,139.0,80.0,131.0,0.71999979019165,18372.0,25.4599914550781,4755.0,42.0,31253.0
28.0,215396.0,127.0,414.0,22373.0,2387.0,81000.0,8107.359375,16267.1953125,2752.099609375,118.0,252.799926757812,1475.0,27920.0,2163.328125,135.401977539062,4.69999694824218,28262.6875,12514.09375,4792.0,150.0,103.0,1650.3291015625,2960.98828125,6784.0,6009.0,2.68999862670898,2.76999855041503,0.89999961853027,572.0,1121.0,16.8999938964843,16.0999908447265,128.699951171875,4761.0,14537.0,14738.0,822.56982421875,84.0,0.86999988555908,3.36999893188476,133.0,3.05999946594238,137.0,85.0,132.0,0.95999956130981,42736.0,24.5999908447265,4301.0,141.0,41465.0
29.0,197457.0,747.0,320.0,18471.0,2368.0,108000.0,8047.5390625,15597.3984375,2593.76953125,61.0,257.599853515625,1412.0,25298.0,2223.19921875,137.337890625,5.89999771118164,28662.390625,12543.0,4825.0,146.0,106.0,1651.3193359375,2778.369140625,7356.0,5865.0,2.33999824523925,2.91999816894531,0.85999965667724,476.0,1089.0,17.479995727539,17.0999908447265,115.799987792968,4952.0,14993.0,15529.0,777.18994140625,85.0,0.6899995803833,4.07999801635742,133.0,3.07999992370605,144.0,91.0,135.0,2.11999893188476,18272.0,28.4199981689453,4144.0,215.0,48218.0
30.0,182984.0,689.0,371.0,22555.0,2427.0,105000.0,6553.41796875,16937.09375,2909.609375,91.0,310.599853515625,1397.0,25148.0,2178.658203125,135.574951171875,6.59999847412109,28979.59375,12654.296875,4625.0,152.0,110.0,1607.3095703125,3145.189453125,8031.0,3658.0,1.92999935150146,1.8799991607666,0.72999954223632,249.0,1067.0,19.489990234375,17.5999908447265,66.8999633789062,5012.0,15606.0,19901.0,752.51953125,86.0,0.9099998474121,3.63999938964843,147.0,3.07999992370605,146.0,92.0,138.0,2.14999961853027,35751.0,36.2099914550781,5380.0,172.0,43173.0
31.0,155172.0,438.0,330.0,26737.0,2482.0,95000.0,2794.51953125,14066.3984375,2268.548828125,111.0,207.89990234375,1423.0,26720.0,1947.2890625,143.594970703125,5.59999847412109,22790.59375,12914.59375,4625.0,131.0,,1895.6298828125,2709.9296875,5513.0,3161.0,2.19999885559082,1.04999923706054,0.82999992370605,250.0,1398.0,18.469985961914,18.0999908447265,118.199951171875,5039.0,17758.0,15086.0,832.72998046875,84.0,0.94999980926513,3.91999816894531,136.0,2.51999855041503,149.0,80.0,132.0,1.78999996185302,50659.0,68.3799438476562,5260.0,155.0,52268.0
32.0,107915.0,442.0,256.0,23442.0,2478.0,49000.0,1669.759765625,5932.75,1440.8896484375,89.0,231.299926757812,1288.0,23821.0,1649.169921875,148.986938476562,2.39999961853027,22790.59375,12845.59375,4625.0,149.0,,1926.1298828125,1666.44921875,8283.0,4698.0,1.96999931335449,2.5,0.71999979019165,413.0,1081.0,17.5399932861328,16.6999969482421,107.099975585937,4570.0,18560.0,17221.0,743.61962890625,66.0,1.03999996185302,4.20999908447265,136.0,,142.0,78.0,106.0,1.06999969482421,34292.0,82.1599731445312,4885.0,197.0,64412.0
33.0,128639.0,504.0,351.0,20542.0,2497.0,90000.0,6825.0390625,17319.796875,2521.978515625,72.0,309.2998046875,1486.0,26501.0,2105.869140625,150.64599609375,5.5,30455.296875,12612.0,4492.0,148.0,,1742.1591796875,3429.728515625,4528.0,4530.0,2.45999908447265,3.0099983215332,0.91999959945678,616.0,1176.0,19.1499938964843,12.8999938964843,112.0,4709.0,19497.0,23195.0,573.759765625,87.0,0.78999996185302,3.43999862670898,125.0,,101.0,87.0,134.0,1.35999965667724,33558.0,39.2799987792968,5202.0,192.0,29268.0
34.0,147643.0,1123.0,430.0,19363.0,2547.0,115000.0,8891.015625,17224.09375,2734.888671875,154.0,264.599853515625,1589.0,28870.0,2332.888671875,150.680908203125,6.69999694824218,32175.1875,12640.8984375,4381.0,160.0,,1626.4296875,3132.7890625,5923.0,3306.0,1.8799991607666,2.23999977111816,0.80999994277954,676.0,1164.0,19.7799987792968,17.0999908447265,109.599975585937,4435.0,15940.0,12999.0,766.64990234375,89.0,0.87999963760375,3.89999961853027,156.0,,141.0,88.0,132.0,1.36999988555908,31910.0,31.4499969482421,5044.0,243.0,38813.0
35.0,114334.0,1481.0,317.0,19976.0,2558.0,115000.0,7439.5390625,16075.796875,2721.369140625,123.0,268.39990234375,1586.0,28634.0,2167.21875,152.65087890625,6.79999923706054,32800.28125,12678.6953125,4165.0,149.0,,1423.9892578125,3085.51953125,8113.0,6291.0,2.21999931335449,3.04999923706054,0.9399995803833,684.0,1134.0,21.4299926757812,17.0,116.199951171875,4418.0,16466.0,15828.0,732.10986328125,93.0,0.89999961853027,,166.0,,122.0,90.0,136.0,0.71999979019165,18013.0,37.75,5685.0,143.0,31641.0
36.0,64709.0,1097.0,444.0,18639.0,2664.0,89000.0,6977.38671875,15980.1953125,2711.73828125,138.0,278.89990234375,1672.0,27504.0,1955.369140625,158.216918945312,5.89999771118164,30963.796875,12571.8984375,4025.0,159.0,,1446.0791015625,3645.439453125,7618.0,5930.0,1.75999927520751,2.43999862670898,0.80999994277954,580.0,1110.0,21.2599945068359,15.7999954223632,99.5999755859375,4217.0,19717.0,22800.0,800.31982421875,91.0,2.17999839782714,,154.0,,145.0,99.0,132.0,0.83999967575073,28009.0,57.1099853515625,6106.0,97.0,33444.0
37.0,98618.0,453.0,284.0,15004.0,2618.0,105000.0,5018.828125,15310.296875,2772.23828125,196.0,275.7998046875,1690.0,30647.0,2271.189453125,159.737915039062,5.5,35691.09375,12594.1953125,4025.0,158.0,,1400.75,,5444.0,6613.0,0.83999967575073,2.59999847412109,0.38999986648559,679.0,1091.0,21.469985961914,3.59999847412109,64.5999755859375,4018.0,18769.0,15402.0,616.1298828125,90.0,0.5,,236.0,,148.0,79.0,133.0,0.80999994277954,16620.0,22.5799865722656,8180.0,202.0,25286.0
38.0,115199.0,1065.0,316.0,15734.59375,2624.0,89000.0,6085.296875,18372.390625,2845.658203125,171.0,277.39990234375,1691.0,29700.0,2228.228515625,158.216918945312,5.79999923706054,35691.09375,12645.3984375,4156.0,146.0,,1339.08984375,,7604.0,5239.0,1.29999923706054,2.85999870300293,0.84999990463256,636.0,1118.0,22.9299926757812,3.09999847412109,60.0,4307.0,20043.0,18266.0,538.8896484375,92.0,0.52999973297119,,146.0,,137.0,81.0,140.0,1.19999980926513,17263.0,21.7999877929687,8309.0,167.0,29872.0
39.0,166369.0,597.0,293.0,18679.0,2669.0,94000.0,10817.8984375,17224.09375,3038.658203125,112.0,351.2998046875,1771.0,32853.0,2327.259765625,159.77197265625,5.79999923706054,38785.59375,12571.8984375,4587.0,156.0,,1590.8193359375,,7122.0,5952.0,1.79999923706054,2.68999862670898,0.89999961853027,619.0,1112.0,21.0399932861328,2.89999961853027,87.8999633789062,4476.0,18055.0,22372.0,670.77978515625,92.0,0.72999954223632,,121.0,,137.0,92.0,142.0,1.09999942779541,19621.0,23.9199981689453,8359.0,25.0,33694.0
40.0,175057.0,354.0,370.0,22517.0,2686.0,100000.0,7364.30859375,16458.59375,2867.7890625,183.0,263.89990234375,1936.0,32608.0,2205.548828125,162.882934570312,4.09999847412109,37333.1875,12605.296875,4675.0,156.0,,1707.2099609375,,6708.0,7046.0,1.98999977111816,2.21999931335449,0.9099998474121,567.0,1176.0,22.6699981689453,0.5,112.099975585937,5032.0,17103.0,19721.0,786.07958984375,94.0,0.81999969482421,,,,155.0,96.0,146.0,1.02999973297119,42770.0,25.7699890136718,7820.0,201.0,41527.0
41.0,173856.0,591.0,343.0,20713.0,2695.0,97000.0,9461.0859375,14544.796875,3064.73828125,108.0,273.89990234375,1645.0,32396.0,2460.6484375,162.053955078125,5.59999847412109,40925.375,12578.59375,4454.0,151.0,,1690.3896484375,,8588.0,5928.0,2.6599998474121,2.13999938964843,0.75999975204467,438.0,1156.0,22.3099975585937,3.69999885559082,108.099975585937,5270.0,15858.0,18434.0,821.48974609375,96.0,0.85999965667724,,,,152.0,96.0,148.0,2.32999992370605,16915.0,30.1899871826171,7623.0,170.0,50683.0
42.0,133181.0,891.0,343.0,20775.0,2781.0,85000.0,8623.7265625,16458.59375,2835.51953125,157.0,348.599853515625,2027.0,32182.0,2216.259765625,157.801879882812,7.0,38880.5,12458.5,4132.0,152.0,,1778.08984375,,9146.0,4875.0,1.77999973297119,1.25999927520751,0.75999975204467,277.0,1152.0,23.6999969482421,15.099998474121,70.0999755859375,5406.0,17592.0,23590.0,805.5595703125,92.0,1.11999988555908,,,,153.0,99.0,149.0,3.60999870300293,32604.0,33.2699890136718,8569.0,167.0,39554.0
43.0,,902.0,328.0,24909.0,2844.0,86000.0,3879.55859375,13683.59375,2635.349609375,136.0,219.39990234375,1534.0,29871.0,2217.619140625,165.302978515625,7.09999847412109,27164.890625,12449.59375,4100.0,130.0,,2104.169921875,,8335.0,4630.0,2.29999923706054,0.36999988555908,0.84999990463256,232.0,1241.0,22.6799926757812,17.6999969482421,64.699951171875,5578.0,20076.0,19490.0,753.3095703125,92.0,1.01999950408935,,,,152.0,90.0,147.0,4.60999679565429,,,8209.0,,
44.0,,963.0,288.0,24267.0,2812.0,35000.0,2253.96875,6411.19921875,1412.9599609375,61.0,234.5,2047.0,32618.0,1689.779296875,170.038940429687,5.09999847412109,27166.390625,12373.8984375,4100.0,146.0,,1947.8896484375,,8329.0,6514.0,2.6299991607666,1.82999992370605,0.82999992370605,292.0,1141.0,20.5899963378906,15.5,77.199951171875,5082.0,19574.0,18744.0,725.72998046875,72.0,1.1899995803833,,,,,85.0,115.0,3.52999877929687,,,7696.0,,
45.0,,874.0,296.0,21625.0,2829.0,83000.0,7894.546875,15884.5,2632.169921875,147.0,323.89990234375,1851.0,34554.0,2170.21875,169.519897460937,4.5,38751.375,12322.796875,4100.0,145.0,,1774.6298828125,,2501.0,5470.0,2.29999923706054,1.78999996185302,0.70999956130981,491.0,1244.0,22.7099914550781,15.2999954223632,96.5999755859375,5171.0,22944.0,24860.0,550.14990234375,92.0,0.95999956130981,,,,,94.0,150.0,3.54999923706054,,,7522.0,,
46.0,,1072.0,330.0,20213.0,2866.0,94000.0,10906.1953125,17224.09375,3561.259765625,140.0,286.199951171875,1814.0,35975.0,2853.87890625,164.403930664062,8.0,41057.5,12269.3984375,4100.0,151.0,,1802.3291015625,,7056.0,5984.0,2.96999931335449,1.94999980926513,0.78999996185302,579.0,1224.0,21.989990234375,16.0,102.199951171875,4753.0,18059.0,12778.0,710.06982421875,94.0,1.14999961853027,,,,,100.0,152.0,3.38999938964843,,,7244.0,,
47.0,,2100.0,344.0,17515.0,2847.0,74000.0,8970.1796875,15597.3984375,3457.919921875,78.0,279.099853515625,1819.0,34803.0,2458.26953125,164.818969726562,7.69999694824218,42222.28125,12093.59375,4100.0,148.0,,1522.2392578125,,7715.0,6568.0,2.32999992370605,2.35999870300293,0.73999977111816,590.0,1230.0,23.0499877929687,15.0,96.2999877929687,4540.0,18871.0,16452.0,641.3095703125,99.0,1.1299991607666,,,,,102.0,158.0,3.71999931335449,,,7231.0,,
