Dose,Rat,Sample,Length
0.0,2.0,4.0,17.842323651
0.0,2.0,4.0,21.576763485
0.0,2.0,4.0,17.427385892
0.0,2.0,4.0,22.821576763
0.0,2.0,4.0,21.991701245
0.0,2.0,4.0,21.991701245
0.0,2.0,4.0,26.556016598
0.0,2.0,4.0,18.67219917
0.0,2.0,4.0,16.182572614
0.0,2.0,4.0,23.236514523
0.0,2.0,4.0,21.161825726
0.0,2.0,4.0,46.058091286
0.0,2.0,4.0,19.087136929
0.0,2.0,4.0,46.058091286
0.0,2.0,5.0,17.012448133
0.0,2.0,5.0,21.991701245
0.0,2.0,5.0,15.767634855
0.0,2.0,5.0,14.937759336
0.0,2.0,5.0,14.522821577
0.0,2.0,5.0,17.012448133
0.0,2.0,5.0,43.56846473
0.0,2.0,5.0,17.012448133
0.0,2.0,5.0,14.107883817
0.0,2.0,5.0,13.278008299
0.0,2.0,5.0,15.767634855
0.0,2.0,5.0,19.502074689
0.0,2.0,5.0,17.842323651
0.0,2.0,5.0,23.651452282
0.0,2.0,5.0,19.502074689
0.0,2.0,5.0,14.937759336
0.0,2.0,5.0,19.502074689
0.0,2.0,5.0,16.182572614
0.0,2.0,5.0,16.182572614
0.0,2.0,5.0,21.991701245
0.0,2.0,5.0,18.67219917
0.0,2.0,5.0,13.278008299
0.0,2.0,5.0,22.406639004
0.0,2.0,5.0,14.107883817
0.0,2.0,5.0,15.767634855
0.0,2.0,5.0,18.67219917
0.0,2.0,5.0,17.842323651
0.0,2.0,5.0,19.087136929
0.0,2.0,5.0,15.767634855
0.0,2.0,5.0,12.863070539
0.0,2.0,5.0,13.692946058
0.0,2.0,5.0,16.182572614
0.0,2.0,5.0,15.352697095
0.0,2.0,5.0,14.937759336
0.0,2.0,5.0,13.278008299
0.0,2.0,5.0,11.203319502
0.0,2.0,5.0,14.107883817
0.0,2.0,5.0,21.991701245
0.0,2.0,5.0,17.012448133
0.0,2.0,5.0,35.684647303
0.0,2.0,5.0,17.012448133
0.0,2.0,5.0,13.278008299
0.0,2.0,5.0,13.692946058
0.0,2.0,5.0,13.692946058
0.0,2.0,5.0,16.182572614
0.0,2.0,5.0,25.31120332
0.0,2.0,5.0,31.53526971
0.0,2.0,5.0,21.161825726
0.0,2.0,5.0,14.522821577
0.0,2.0,5.0,24.066390041
0.0,2.0,6.0,19.917012448
0.0,2.0,6.0,13.692946058
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,18.257261411
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,18.257261411
0.0,2.0,6.0,19.917012448
0.0,2.0,6.0,15.767634855
0.0,2.0,6.0,16.597510373
0.0,2.0,6.0,20.746887967
0.0,2.0,6.0,15.767634855
0.0,2.0,6.0,14.107883817
0.0,2.0,6.0,18.257261411
0.0,2.0,6.0,16.182572614
0.0,2.0,6.0,21.991701245
0.0,2.0,6.0,19.087136929
0.0,2.0,6.0,19.917012448
0.0,2.0,6.0,21.161825726
0.0,2.0,6.0,13.692946058
0.0,2.0,6.0,14.522821577
0.0,2.0,6.0,19.502074689
0.0,2.0,6.0,22.821576763
0.0,2.0,6.0,21.161825726
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,24.481327801
0.0,2.0,6.0,15.767634855
0.0,2.0,6.0,19.502074689
0.0,2.0,6.0,15.767634855
0.0,2.0,6.0,13.278008299
0.0,2.0,6.0,13.278008299
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,17.012448133
0.0,2.0,6.0,16.182572614
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,19.917012448
0.0,2.0,6.0,18.257261411
0.0,2.0,6.0,13.692946058
0.0,2.0,6.0,17.012448133
0.0,2.0,6.0,15.767634855
0.0,2.0,6.0,16.182572614
0.0,2.0,6.0,17.842323651
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,17.012448133
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,15.352697095
0.0,2.0,6.0,13.692946058
0.0,2.0,6.0,19.917012448
0.0,2.0,6.0,17.842323651
0.0,2.0,6.0,28.630705394
0.0,2.0,6.0,24.066390041
0.0,3.0,7.0,16.597510373
0.0,3.0,7.0,29.045643154
0.0,3.0,7.0,18.257261411
0.0,3.0,7.0,17.427385892
0.0,3.0,7.0,29.460580913
0.0,3.0,7.0,27.800829876
0.0,3.0,7.0,28.215767635
0.0,3.0,7.0,31.12033195
0.0,3.0,7.0,31.12033195
0.0,3.0,7.0,31.12033195
0.0,3.0,7.0,24.481327801
0.0,3.0,7.0,73.029045643
0.0,3.0,7.0,27.800829876
0.0,3.0,7.0,24.481327801
0.0,3.0,7.0,25.31120332
0.0,3.0,7.0,30.705394191
0.0,3.0,7.0,19.917012448
0.0,3.0,7.0,18.257261411
0.0,3.0,7.0,25.31120332
0.0,3.0,7.0,19.087136929
0.0,3.0,7.0,21.161825726
0.0,3.0,7.0,25.31120332
0.0,3.0,7.0,21.576763485
0.0,3.0,7.0,30.290456432
0.0,3.0,7.0,31.53526971
0.0,3.0,7.0,15.352697095
0.0,3.0,7.0,15.767634855
0.0,3.0,7.0,13.278008299
0.0,3.0,7.0,17.012448133
0.0,3.0,7.0,15.352697095
0.0,3.0,7.0,17.012448133
0.0,3.0,7.0,15.767634855
0.0,3.0,7.0,14.522821577
0.0,3.0,7.0,19.502074689
0.0,3.0,7.0,13.692946058
0.0,3.0,7.0,17.012448133
0.0,3.0,7.0,18.257261411
0.0,3.0,7.0,16.597510373
0.0,3.0,7.0,14.107883817
0.0,3.0,7.0,17.427385892
0.0,3.0,7.0,15.767634855
0.0,3.0,7.0,20.746887967
0.0,3.0,7.0,18.257261411
0.0,3.0,7.0,14.107883817
0.0,3.0,7.0,19.087136929
0.0,3.0,7.0,26.556016598
0.0,3.0,7.0,20.331950207
0.0,3.0,7.0,19.087136929
0.0,3.0,7.0,20.746887967
0.0,3.0,7.0,45.643153527
0.0,3.0,8.0,24.066390041
0.0,3.0,8.0,21.161825726
0.0,3.0,8.0,23.236514523
0.0,3.0,8.0,19.087136929
0.0,3.0,8.0,20.331950207
0.0,3.0,8.0,18.67219917
0.0,3.0,8.0,17.012448133
0.0,3.0,8.0,20.746887967
0.0,3.0,8.0,19.502074689
0.0,3.0,8.0,20.746887967
0.0,3.0,8.0,19.087136929
0.0,3.0,8.0,25.31120332
0.0,3.0,8.0,20.331950207
0.0,3.0,8.0,18.67219917
0.0,3.0,8.0,23.236514523
0.0,3.0,8.0,17.842323651
0.0,3.0,8.0,17.842323651
0.0,3.0,8.0,24.481327801
0.0,3.0,8.0,17.427385892
0.0,3.0,8.0,14.107883817
0.0,3.0,8.0,18.257261411
0.0,3.0,8.0,21.161825726
0.0,3.0,8.0,14.107883817
0.0,3.0,8.0,17.842323651
0.0,3.0,8.0,17.012448133
0.0,3.0,8.0,17.012448133
0.0,3.0,8.0,20.331950207
0.0,3.0,8.0,16.182572614
0.0,3.0,8.0,16.597510373
0.0,3.0,8.0,15.767634855
0.0,3.0,8.0,17.427385892
0.0,3.0,8.0,14.522821577
0.0,3.0,8.0,13.692946058
0.0,3.0,8.0,17.012448133
0.0,3.0,8.0,18.257261411
0.0,3.0,8.0,12.863070539
0.0,3.0,8.0,12.033195021
0.0,3.0,8.0,16.597510373
0.0,3.0,8.0,16.182572614
0.0,3.0,8.0,17.012448133
0.0,3.0,8.0,17.012448133
0.0,3.0,8.0,20.746887967
0.0,3.0,8.0,18.257261411
0.0,3.0,8.0,15.767634855
0.0,3.0,8.0,19.502074689
0.0,3.0,8.0,17.842323651
0.0,3.0,8.0,19.087136929
0.0,3.0,8.0,19.087136929
0.0,3.0,8.0,18.257261411
0.0,3.0,8.0,19.502074689
0.0,3.0,9.0,16.182572614
0.0,3.0,9.0,14.937759336
0.0,3.0,9.0,16.182572614
0.0,3.0,9.0,14.522821577
0.0,3.0,9.0,12.863070539
0.0,3.0,9.0,14.522821577
0.0,3.0,9.0,20.331950207
0.0,3.0,9.0,15.352697095
0.0,3.0,9.0,16.597510373
0.0,3.0,9.0,14.937759336
0.0,3.0,9.0,13.692946058
0.0,3.0,9.0,13.278008299
0.0,3.0,9.0,15.767634855
0.0,3.0,9.0,15.767634855
0.0,3.0,9.0,14.107883817
0.0,3.0,9.0,15.767634855
0.0,3.0,9.0,16.182572614
0.0,3.0,9.0,14.937759336
0.0,3.0,9.0,14.107883817
0.0,3.0,9.0,16.182572614
0.0,3.0,9.0,16.182572614
0.0,3.0,9.0,14.937759336
0.0,3.0,9.0,15.352697095
0.0,3.0,9.0,15.767634855
0.0,3.0,9.0,19.087136929
0.0,3.0,9.0,39.004149378
0.0,3.0,9.0,18.67219917
0.0,3.0,9.0,17.012448133
0.0,3.0,9.0,14.937759336
0.0,3.0,9.0,21.161825726
0.0,3.0,9.0,16.182572614
0.0,3.0,9.0,16.597510373
0.0,3.0,9.0,16.597510373
0.0,3.0,9.0,21.576763485
0.0,3.0,9.0,19.087136929
0.0,3.0,9.0,19.087136929
0.0,3.0,9.0,17.842323651
0.0,3.0,9.0,14.522821577
0.0,3.0,9.0,14.522821577
0.0,3.0,9.0,16.597510373
0.0,3.0,9.0,14.107883817
0.0,3.0,9.0,17.427385892
0.0,3.0,9.0,17.427385892
0.0,3.0,9.0,13.692946058
0.0,3.0,9.0,16.597510373
0.0,3.0,9.0,17.427385892
0.0,3.0,9.0,17.012448133
0.0,3.0,9.0,19.087136929
0.0,3.0,9.0,19.087136929
0.0,3.0,9.0,15.352697095
0.0,4.0,10.0,15.767634855
0.0,4.0,10.0,18.257261411
0.0,4.0,10.0,12.863070539
0.0,4.0,10.0,16.182572614
0.0,4.0,10.0,17.842323651
0.0,4.0,10.0,14.107883817
0.0,4.0,10.0,14.522821577
0.0,4.0,10.0,15.767634855
0.0,4.0,10.0,14.522821577
0.0,4.0,10.0,17.427385892
0.0,4.0,10.0,14.522821577
0.0,4.0,10.0,19.502074689
0.0,4.0,10.0,16.182572614
0.0,4.0,10.0,17.012448133
0.0,4.0,10.0,16.597510373
0.0,4.0,10.0,14.937759336
0.0,4.0,10.0,15.767634855
0.0,4.0,10.0,22.406639004
0.0,4.0,10.0,13.692946058
0.0,4.0,10.0,13.278008299
0.0,4.0,10.0,15.352697095
0.0,4.0,10.0,14.937759336
0.0,4.0,10.0,18.67219917
0.0,4.0,10.0,20.331950207
0.0,4.0,10.0,25.31120332
0.0,4.0,10.0,21.991701245
0.0,4.0,10.0,22.406639004
0.0,4.0,10.0,21.576763485
0.0,4.0,10.0,17.012448133
0.0,4.0,10.0,14.522821577
0.0,4.0,10.0,17.012448133
0.0,4.0,10.0,14.937759336
0.0,4.0,10.0,20.331950207
0.0,4.0,10.0,15.767634855
0.0,4.0,10.0,15.352697095
0.0,4.0,10.0,16.597510373
0.0,4.0,10.0,17.842323651
0.0,4.0,10.0,21.576763485
0.0,4.0,10.0,16.182572614
0.0,4.0,10.0,18.67219917
0.0,4.0,10.0,23.236514523
0.0,4.0,10.0,17.842323651
0.0,4.0,10.0,21.991701245
0.0,4.0,10.0,19.917012448
0.0,4.0,10.0,19.087136929
0.0,4.0,10.0,17.012448133
0.0,4.0,10.0,18.257261411
0.0,4.0,10.0,14.522821577
0.0,4.0,10.0,17.842323651
0.0,4.0,10.0,31.950207469
0.0,4.0,11.0,25.726141079
0.0,4.0,11.0,20.746887967
0.0,4.0,11.0,14.522821577
0.0,4.0,11.0,20.331950207
0.0,4.0,11.0,19.087136929
0.0,4.0,11.0,19.502074689
0.0,4.0,11.0,21.161825726
0.0,4.0,11.0,19.917012448
0.0,4.0,11.0,18.257261411
0.0,4.0,11.0,18.67219917
0.0,4.0,11.0,24.89626556
0.0,4.0,11.0,16.597510373
0.0,4.0,11.0,21.991701245
0.0,4.0,11.0,15.352697095
0.0,4.0,11.0,22.406639004
0.0,4.0,11.0,28.215767635
0.0,4.0,11.0,22.821576763
0.0,4.0,11.0,25.726141079
0.0,4.0,11.0,24.89626556
0.0,4.0,11.0,21.991701245
0.0,4.0,11.0,15.352697095
0.0,4.0,11.0,18.257261411
0.0,4.0,11.0,21.576763485
0.0,4.0,11.0,21.161825726
0.0,4.0,11.0,19.502074689
0.0,4.0,11.0,15.352697095
0.0,4.0,11.0,17.842323651
0.0,4.0,11.0,17.427385892
0.0,4.0,11.0,18.67219917
0.0,4.0,11.0,16.182572614
0.0,4.0,11.0,18.257261411
0.0,4.0,11.0,19.087136929
0.0,4.0,11.0,21.991701245
0.0,4.0,11.0,21.576763485
0.0,4.0,11.0,23.236514523
0.0,4.0,11.0,22.821576763
0.0,4.0,11.0,17.427385892
0.0,4.0,11.0,19.917012448
0.0,4.0,11.0,17.427385892
0.0,4.0,11.0,21.991701245
0.0,4.0,11.0,14.107883817
0.0,4.0,11.0,25.31120332
0.0,4.0,11.0,17.427385892
0.0,4.0,11.0,17.842323651
0.0,4.0,11.0,15.767634855
0.0,4.0,11.0,20.331950207
0.0,4.0,11.0,20.331950207
0.0,4.0,11.0,16.597510373
0.0,4.0,11.0,23.651452282
0.0,4.0,11.0,23.651452282
0.0,4.0,12.0,18.257261411
0.0,4.0,12.0,14.522821577
0.0,4.0,12.0,21.576763485
0.0,4.0,12.0,17.012448133
0.0,4.0,12.0,16.597510373
0.0,4.0,12.0,20.746887967
0.0,4.0,12.0,22.821576763
0.0,4.0,12.0,24.066390041
0.0,4.0,12.0,21.991701245
0.0,4.0,12.0,18.257261411
0.0,4.0,12.0,16.182572614
0.0,4.0,12.0,16.182572614
0.0,4.0,12.0,16.182572614
0.0,4.0,12.0,17.427385892
0.0,4.0,12.0,18.67219917
0.0,4.0,12.0,19.917012448
0.0,4.0,12.0,18.257261411
0.0,4.0,12.0,17.012448133
0.0,4.0,12.0,28.215767635
0.0,4.0,12.0,19.502074689
0.0,4.0,12.0,20.331950207
0.0,4.0,12.0,18.257261411
0.0,4.0,12.0,24.89626556
0.0,4.0,12.0,27.385892116
0.0,4.0,12.0,21.161825726
0.0,4.0,12.0,21.991701245
0.0,4.0,12.0,21.991701245
0.0,4.0,12.0,19.502074689
0.0,4.0,12.0,15.352697095
0.0,4.0,12.0,27.385892116
0.0,4.0,12.0,16.597510373
0.0,4.0,12.0,23.651452282
0.0,4.0,12.0,17.842323651
0.0,4.0,12.0,19.502074689
0.0,4.0,12.0,18.67219917
0.0,4.0,12.0,17.427385892
0.0,4.0,12.0,19.917012448
0.0,4.0,12.0,17.427385892
0.0,4.0,12.0,23.651452282
0.0,4.0,12.0,22.406639004
0.0,4.0,12.0,21.161825726
0.0,4.0,12.0,20.331950207
0.0,4.0,12.0,25.31120332
0.0,4.0,12.0,18.67219917
0.0,4.0,12.0,17.427385892
0.0,4.0,12.0,20.331950207
0.0,4.0,12.0,17.012448133
0.0,4.0,12.0,16.597510373
0.0,4.0,12.0,17.012448133
0.0,4.0,12.0,25.726141079
0.0,5.0,13.0,19.917012448
0.0,5.0,13.0,11.618257261
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,18.257261411
0.0,5.0,13.0,18.67219917
0.0,5.0,13.0,21.991701245
0.0,5.0,13.0,14.937759336
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,15.352697095
0.0,5.0,13.0,13.692946058
0.0,5.0,13.0,15.352697095
0.0,5.0,13.0,13.278008299
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,20.746887967
0.0,5.0,13.0,11.203319502
0.0,5.0,13.0,14.522821577
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,15.352697095
0.0,5.0,13.0,16.597510373
0.0,5.0,13.0,12.863070539
0.0,5.0,13.0,14.937759336
0.0,5.0,13.0,12.033195021
0.0,5.0,13.0,14.522821577
0.0,5.0,13.0,12.033195021
0.0,5.0,13.0,12.863070539
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,13.278008299
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,49.79253112
0.0,5.0,13.0,11.203319502
0.0,5.0,13.0,34.024896266
0.0,5.0,13.0,27.800829876
0.0,5.0,13.0,23.651452282
0.0,5.0,13.0,10.788381743
0.0,5.0,13.0,13.278008299
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,16.597510373
0.0,5.0,13.0,12.863070539
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,14.937759336
0.0,5.0,13.0,13.692946058
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,11.618257261
0.0,5.0,13.0,18.257261411
0.0,5.0,13.0,15.767634855
0.0,5.0,13.0,14.107883817
0.0,5.0,13.0,26.970954357
0.0,5.0,13.0,14.937759336
0.0,5.0,13.0,13.692946058
0.0,5.0,14.0,26.556016598
0.0,5.0,14.0,33.609958506
0.0,5.0,14.0,15.352697095
0.0,5.0,14.0,15.352697095
0.0,5.0,14.0,13.278008299
0.0,5.0,14.0,17.012448133
0.0,5.0,14.0,18.67219917
0.0,5.0,14.0,14.937759336
0.0,5.0,14.0,15.767634855
0.0,5.0,14.0,14.522821577
0.0,5.0,14.0,18.257261411
0.0,5.0,14.0,19.502074689
0.0,5.0,14.0,16.597510373
0.0,5.0,14.0,19.087136929
0.0,5.0,14.0,19.087136929
0.0,5.0,14.0,18.67219917
0.0,5.0,14.0,17.842323651
0.0,5.0,14.0,18.257261411
0.0,5.0,14.0,20.331950207
0.0,5.0,14.0,14.937759336
0.0,5.0,14.0,19.087136929
0.0,5.0,14.0,16.597510373
0.0,5.0,14.0,15.352697095
0.0,5.0,14.0,17.012448133
0.0,5.0,14.0,19.917012448
0.0,5.0,14.0,17.012448133
0.0,5.0,14.0,19.502074689
0.0,5.0,14.0,17.842323651
0.0,5.0,14.0,15.352697095
0.0,5.0,14.0,17.012448133
0.0,5.0,14.0,17.842323651
0.0,5.0,14.0,19.087136929
0.0,5.0,14.0,17.427385892
0.0,5.0,14.0,18.257261411
0.0,5.0,14.0,16.182572614
0.0,5.0,14.0,18.67219917
0.0,5.0,14.0,12.44813278
0.0,5.0,14.0,19.502074689
0.0,5.0,14.0,17.012448133
0.0,5.0,14.0,23.651452282
0.0,5.0,14.0,16.182572614
0.0,5.0,14.0,19.502074689
0.0,5.0,14.0,22.406639004
0.0,5.0,14.0,19.087136929
0.0,5.0,14.0,14.937759336
0.0,5.0,14.0,19.087136929
0.0,5.0,14.0,17.012448133
0.0,5.0,14.0,22.821576763
0.0,5.0,14.0,15.352697095
0.0,5.0,14.0,19.502074689
0.0,5.0,15.0,17.427385892
0.0,5.0,15.0,15.767634855
0.0,5.0,15.0,21.576763485
0.0,5.0,15.0,17.427385892
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,18.257261411
0.0,5.0,15.0,29.875518672
0.0,5.0,15.0,17.842323651
0.0,5.0,15.0,21.161825726
0.0,5.0,15.0,16.597510373
0.0,5.0,15.0,21.161825726
0.0,5.0,15.0,19.087136929
0.0,5.0,15.0,14.937759336
0.0,5.0,15.0,15.767634855
0.0,5.0,15.0,18.67219917
0.0,5.0,15.0,21.161825726
0.0,5.0,15.0,18.67219917
0.0,5.0,15.0,17.842323651
0.0,5.0,15.0,19.087136929
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,14.522821577
0.0,5.0,15.0,17.427385892
0.0,5.0,15.0,19.087136929
0.0,5.0,15.0,13.278008299
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,22.406639004
0.0,5.0,15.0,20.331950207
0.0,5.0,15.0,16.597510373
0.0,5.0,15.0,19.502074689
0.0,5.0,15.0,11.618257261
0.0,5.0,15.0,32.780082988
0.0,5.0,15.0,19.502074689
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,14.107883817
0.0,5.0,15.0,15.767634855
0.0,5.0,15.0,15.352697095
0.0,5.0,15.0,21.991701245
0.0,5.0,15.0,23.236514523
0.0,5.0,15.0,15.352697095
0.0,5.0,15.0,16.597510373
0.0,5.0,15.0,16.182572614
0.0,5.0,15.0,16.597510373
0.0,5.0,15.0,16.597510373
0.0,5.0,15.0,15.767634855
0.0,5.0,15.0,20.746887967
0.0,5.0,15.0,20.746887967
0.0,6.0,16.0,21.161825726
0.0,6.0,16.0,19.917012448
0.0,6.0,16.0,17.427385892
0.0,6.0,16.0,13.278008299
0.0,6.0,16.0,17.012448133
0.0,6.0,16.0,17.427385892
0.0,6.0,16.0,19.917012448
0.0,6.0,16.0,13.692946058
0.0,6.0,16.0,15.352697095
0.0,6.0,16.0,35.269709544
0.0,6.0,16.0,22.821576763
0.0,6.0,16.0,21.576763485
0.0,6.0,16.0,30.290456432
0.0,6.0,16.0,17.842323651
0.0,6.0,16.0,19.917012448
0.0,6.0,16.0,18.67219917
0.0,6.0,16.0,19.917012448
0.0,6.0,16.0,17.012448133
0.0,6.0,16.0,26.141078838
0.0,6.0,16.0,37.7593361
0.0,6.0,16.0,22.821576763
0.0,6.0,16.0,39.004149378
0.0,6.0,16.0,17.427385892
0.0,6.0,16.0,50.622406639
0.0,6.0,16.0,18.257261411
0.0,6.0,16.0,31.12033195
