ID,X,Y,Z,Status,Watershed,BurrowCount,Elevation,Aspect,Slope,Dew,PercentRock,PercentShrub,Burrow
811.0,128329.875,1031389.625,528.82,1.0,5.0,,,,,,,,1.0
812.0,128330.3516,1031390.625,528.94,-1.0,5.0,,,,,,,,1.0
813.0,128330.0156,1031390.625,528.91,1.0,5.0,,,,,,,,1.0
814.0,128329.375,1031391.125,528.91,1.0,5.0,,,,,,,,1.0
815.0,128328.75,1031392.0,528.98,1.0,5.0,,,,,,,,1.0
816.0,128328.9609,1031392.688,529.06,-1.0,5.0,,,,,,,,1.0
817.0,128330.6406,1031396.625,529.54,1.0,5.0,,,,,,,,1.0
818.0,128332.9141,1031398.375,529.88,0.0,5.0,,,,,,,,1.0
819.0,128329.7656,1031402.813,530.12,0.0,5.0,,,,,,,,1.0
820.0,128330.8047,1031403.563,530.26,1.0,5.0,,,,,,,,1.0
821.0,128328.4609,1031404.25,530.25,-1.0,5.0,,,,,,,,1.0
822.0,128328.7891,1031406.75,530.51,1.0,5.0,,,,,,,,1.0
823.0,128332.3984,1031411.5,531.14,1.0,5.0,,,,,,,,1.0
824.0,128332.625,1031409.25,530.9,-1.0,5.0,,,,,,,,1.0
825.0,128333.2656,1031408.625,530.87,0.0,5.0,,,,,,,,1.0
826.0,128331.9844,1031410.625,531.0,0.0,5.0,,,,,,,,1.0
827.0,128338.1641,1031406.625,531.01,0.0,5.0,,,,,,,,1.0
828.0,128336.375,1031398.563,530.22,0.0,5.0,,,,,,,,1.0
917.0,128321.0625,1031429.688,532.26,0.0,5.0,,,,,,,,1.0
918.0,128326.5313,1031423.25,531.91,1.0,5.0,,,,,,,,1.0
924.0,128312.7188,1031431.75,532.67,0.0,5.0,,,,,,,,1.0
925.0,128305.3359,1031434.25,533.0,0.0,5.0,,,,,,,,1.0
926.0,128302.0391,1031431.063,533.14,0.0,5.0,,,,,,,,1.0
927.0,128301.5391,1031430.938,533.18,0.0,5.0,,,,,,,,1.0
928.0,128298.3594,1031429.5,533.26,0.0,5.0,,,,,,,,1.0
929.0,128297.2891,1031427.938,533.27,1.0,5.0,,,,,,,,1.0
930.0,128296.4531,1031428.938,533.29,0.0,5.0,,,,,,,,1.0
931.0,128293.1406,1031428.5,533.3,1.0,5.0,,,,,,,,1.0
932.0,128287.7188,1031428.75,533.27,1.0,5.0,,,,,,,,1.0
933.0,128287.2734,1031431.438,533.2,-1.0,5.0,,,,,,,,1.0
934.0,128289.2109,1031429.125,533.32,0.0,5.0,,,,,,,,1.0
935.0,128285.8984,1031430.063,533.21,0.0,5.0,,,,,,,,1.0
936.0,128285.4141,1031430.5,533.17,1.0,5.0,,,,,,,,1.0
937.0,128284.1719,1031427.125,533.23,1.0,5.0,,,,,,,,1.0
938.0,128280.3906,1031420.0,533.14,0.0,5.0,,,,,,,,1.0
939.0,128280.9141,1031420.25,533.16,1.0,5.0,,,,,,,,1.0
940.0,128286.2344,1031421.125,533.26,1.0,5.0,,,,,,,,1.0
941.0,128288.2422,1031419.563,533.2,0.0,5.0,,,,,,,,1.0
942.0,128288.3203,1031419.25,533.2,1.0,5.0,,,,,,,,1.0
943.0,128301.2109,1031426.313,533.1,1.0,5.0,,,,,,,,1.0
944.0,128303.2813,1031421.875,532.82,1.0,5.0,,,,,,,,1.0
945.0,128306.6406,1031419.875,532.46,-1.0,5.0,,,,,,,,1.0
946.0,128309.4688,1031419.563,532.34,1.0,5.0,,,,,,,,1.0
947.0,128315.8438,1031414.813,531.57,1.0,5.0,,,,,,,,1.0
948.0,128312.6641,1031413.438,531.67,1.0,5.0,,,,,,,,1.0
949.0,128312.9609,1031411.125,531.5,0.0,5.0,,,,,,,,1.0
950.0,128302.5938,1031408.438,531.88,0.0,5.0,,,,,,,,1.0
951.0,128300.2734,1031408.813,532.0,0.0,5.0,,,,,,,,1.0
952.0,128299.1797,1031407.25,531.95,1.0,5.0,,,,,,,,1.0
953.0,128298.3516,1031407.375,531.99,1.0,5.0,,,,,,,,1.0
954.0,128303.4219,1031412.813,532.14,0.0,5.0,,,,,,,,1.0
955.0,128299.4219,1031412.938,532.33,0.0,5.0,,,,,,,,1.0
956.0,128299.7031,1031411.188,532.18,0.0,5.0,,,,,,,,1.0
957.0,128298.7813,1031410.75,532.2,1.0,5.0,,,,,,,,1.0
958.0,128295.1406,1031412.75,532.72,0.0,5.0,,,,,,,,1.0
959.0,128295.0313,1031409.5,532.3,0.0,5.0,,,,,,,,1.0
960.0,128294.1641,1031408.75,532.29,0.0,5.0,,,,,,,,1.0
961.0,128291.6484,1031406.875,532.32,0.0,5.0,,,,,,,,1.0
962.0,128292.1719,1031405.438,532.19,1.0,5.0,,,,,,,,1.0
963.0,128293.0,1031405.0,532.11,1.0,5.0,,,,,,,,1.0
964.0,128294.1328,1031407.188,532.18,1.0,5.0,,,,,,,,1.0
965.0,128292.3438,1031406.438,532.24,0.0,5.0,,,,,,,,1.0
966.0,128287.7109,1031407.813,532.71,0.0,5.0,,,,,,,,1.0
967.0,128286.7344,1031407.188,532.76,1.0,5.0,,,,,,,,1.0
968.0,128285.9531,1031408.0,532.81,1.0,5.0,,,,,,,,1.0
969.0,128285.3594,1031407.938,532.83,1.0,5.0,,,,,,,,1.0
970.0,128283.5938,1031412.875,533.09,1.0,5.0,,,,,,,,1.0
971.0,128283.125,1031412.125,533.09,0.0,5.0,,,,,,,,1.0
972.0,128281.3516,1031409.875,533.03,-1.0,5.0,,,,,,,,1.0
973.0,128283.3359,1031417.0,533.19,0.0,5.0,,,,,,,,1.0
974.0,128280.0938,1031415.063,533.14,1.0,5.0,,,,,,,,1.0
975.0,128278.5,1031415.75,533.1,0.0,5.0,,,,,,,,1.0
976.0,128279.0,1031412.813,533.1,0.0,5.0,,,,,,,,1.0
977.0,128279.7344,1031411.313,533.07,0.0,5.0,,,,,,,,1.0
978.0,128278.0938,1031400.438,532.97,1.0,5.0,,,,,,,,1.0
979.0,128278.0313,1031398.5,532.89,0.0,5.0,,,,,,,,1.0
980.0,128281.2891,1031402.875,532.84,0.0,5.0,,,,,,,,1.0
981.0,128283.2422,1031402.063,532.72,0.0,5.0,,,,,,,,1.0
982.0,128285.8594,1031404.563,532.66,0.0,5.0,,,,,,,,1.0
983.0,128288.4297,1031401.875,532.31,1.0,5.0,,,,,,,,1.0
984.0,128290.7422,1031399.125,531.97,1.0,5.0,,,,,,,,1.0
985.0,128295.1016,1031400.0,531.71,1.0,5.0,,,,,,,,1.0
986.0,128297.625,1031403.5,531.81,1.0,5.0,,,,,,,,1.0
987.0,128301.4531,1031404.625,531.66,0.0,5.0,,,,,,,,1.0
988.0,128316.0625,1031412.563,531.4,0.0,5.0,,,,,,,,1.0
989.0,128317.7344,1031411.563,531.27,0.0,5.0,,,,,,,,1.0
990.0,128317.9141,1031412.063,531.29,1.0,5.0,,,,,,,,1.0
991.0,128318.6094,1031410.5,531.19,0.0,5.0,,,,,,,,1.0
992.0,128319.875,1031402.188,530.21,0.0,5.0,,,,,,,,1.0
993.0,128318.6953,1031401.813,530.24,1.0,5.0,,,,,,,,1.0
994.0,128319.6797,1031401.5,530.17,0.0,5.0,,,,,,,,1.0
995.0,128320.5625,1031399.938,529.88,0.0,5.0,,,,,,,,1.0
996.0,128317.8359,1031400.5,530.19,1.0,5.0,,,,,,,,1.0
997.0,128322.3203,1031390.813,528.9,1.0,5.0,,,,,,,,1.0
998.0,128320.2344,1031390.063,528.85,1.0,5.0,,,,,,,,1.0
1057.0,128310.5,1031391.25,529.72,-1.0,5.0,,,,,,,,1.0
1058.0,128310.1641,1031405.313,531.19,-1.0,5.0,,,,,,,,1.0
1059.0,128311.1016,1031401.75,530.81,1.0,5.0,,,,,,,,1.0
1060.0,128309.8516,1031397.75,530.49,1.0,5.0,,,,,,,,1.0
1061.0,128307.625,1031401.625,531.03,0.0,5.0,,,,,,,,1.0
1062.0,128307.4922,1031401.688,531.04,0.0,5.0,,,,,,,,1.0
1063.0,128305.9688,1031401.625,531.15,-1.0,5.0,,,,,,,,1.0
1064.0,128307.0703,1031396.125,530.44,-1.0,5.0,,,,,,,,1.0
1065.0,128306.8125,1031394.125,530.26,0.0,5.0,,,,,,,,1.0
1066.0,128306.6797,1031393.875,530.23,0.0,5.0,,,,,,,,1.0
1067.0,128306.6406,1031393.0,530.18,1.0,5.0,,,,,,,,1.0
1068.0,128305.875,1031392.25,530.12,1.0,5.0,,,,,,,,1.0
1069.0,128308.3984,1031391.188,529.9,1.0,5.0,,,,,,,,1.0
1070.0,128306.5859,1031396.563,530.55,1.0,5.0,,,,,,,,1.0
1071.0,128306.7344,1031396.188,530.45,-1.0,5.0,,,,,,,,1.0
1072.0,128305.7813,1031394.938,530.36,-1.0,5.0,,,,,,,,1.0
1085.0,128303.8906,1031391.313,530.18,1.0,5.0,,,,,,,,1.0
1086.0,128303.4844,1031392.625,530.35,0.0,5.0,,,,,,,,1.0
1087.0,128303.6797,1031393.063,530.37,1.0,5.0,,,,,,,,1.0
1088.0,128304.0859,1031393.125,530.35,0.0,5.0,,,,,,,,1.0
1089.0,128304.1094,1031393.875,530.42,0.0,5.0,,,,,,,,1.0
1090.0,128305.2109,1031394.75,530.43,0.0,5.0,,,,,,,,1.0
1091.0,128304.2891,1031395.125,530.56,1.0,5.0,,,,,,,,1.0
1092.0,128304.8906,1031395.375,530.55,0.0,5.0,,,,,,,,1.0
1093.0,128305.0938,1031395.75,530.61,1.0,5.0,,,,,,,,1.0
1094.0,128302.4453,1031394.625,530.7,0.0,5.0,,,,,,,,1.0
1095.0,128304.2813,1031397.313,530.9,1.0,5.0,,,,,,,,1.0
1096.0,128301.1797,1031402.125,531.49,0.0,5.0,,,,,,,,1.0
1097.0,128300.3203,1031392.438,530.68,1.0,5.0,,,,,,,,1.0
1137.0,128295.3984,1031395.438,531.38,0.0,5.0,,,,,,,,1.0
1138.0,128295.9844,1031392.938,531.18,0.0,5.0,,,,,,,,1.0
1141.0,128288.4297,1031389.063,531.47,1.0,5.0,,,,,,,,1.0
1186.0,128280.4609,1031389.625,532.34,0.0,5.0,,,,,,,,1.0
1187.0,128282.5703,1031390.313,532.25,0.0,5.0,,,,,,,,1.0
1188.0,128282.7734,1031391.0,532.21,0.0,5.0,,,,,,,,1.0
1189.0,128283.0625,1031390.938,532.14,0.0,5.0,,,,,,,,1.0
1190.0,128282.8203,1031391.688,532.34,0.0,5.0,,,,,,,,1.0
1191.0,128282.7813,1031392.188,532.37,0.0,5.0,,,,,,,,1.0
1192.0,128290.5313,1031394.5,531.77,0.0,5.0,,,,,,,,1.0
1193.0,128292.3203,1031395.313,531.61,1.0,5.0,,,,,,,,1.0
1194.0,128293.0625,1031395.5,531.6,1.0,5.0,,,,,,,,1.0
1195.0,128291.9844,1031398.375,531.86,0.0,5.0,,,,,,,,1.0
1196.0,128286.9844,1031392.813,531.96,1.0,5.0,,,,,,,,1.0
1197.0,128280.3203,1031390.75,532.52,0.0,5.0,,,,,,,,1.0
1198.0,128278.4141,1031394.375,532.76,1.0,5.0,,,,,,,,1.0
1199.0,128279.875,1031392.813,532.62,0.0,5.0,,,,,,,,1.0
1200.0,128269.9141,1031390.375,533.1,-1.0,5.0,,,,,,,,1.0
1201.0,128270.8125,1031391.125,533.08,0.0,5.0,,,,,,,,1.0
1202.0,128269.1094,1031392.063,533.14,0.0,5.0,,,,,,,,1.0
1205.0,128286.6406,1031398.688,532.3,0.0,5.0,,,,,,,,1.0
1206.0,128280.7734,1031415.0,533.14,0.0,5.0,,,,,,,,1.0
77.0,128342.6484,1031538.313,513.8,1.0,4.0,,,,,,,,1.0
160.0,128341.2734,1031535.875,514.02,0.0,4.0,,,,,,,,1.0
161.0,128340.5313,1031535.5,513.96,0.0,4.0,,,,,,,,1.0
162.0,128340.1094,1031538.063,513.47,0.0,4.0,,,,,,,,1.0
163.0,128341.7266,1031524.188,515.43,0.0,4.0,,,,,,,,1.0
164.0,128343.4453,1031523.063,515.99,0.0,4.0,,,,,,,,1.0
165.0,128343.7344,1031522.438,516.22,1.0,4.0,,,,,,,,1.0
166.0,128340.8594,1031519.0,516.03,1.0,4.0,,,,,,,,1.0
167.0,128342.3672,1031519.875,516.21,0.0,4.0,,,,,,,,1.0
168.0,128343.0234,1031520.0,516.37,1.0,4.0,,,,,,,,1.0
169.0,128343.6016,1031519.438,516.51,1.0,4.0,,,,,,,,1.0
176.0,128342.9453,1031516.188,516.78,0.0,4.0,,,,,,,,1.0
177.0,128341.8438,1031516.5,516.56,0.0,4.0,,,,,,,,1.0
178.0,128339.9453,1031516.438,516.4,0.0,4.0,,,,,,,,1.0
179.0,128339.9688,1031516.625,516.37,1.0,4.0,,,,,,,,1.0
180.0,128340.6641,1031514.563,516.84,0.0,4.0,,,,,,,,1.0
181.0,128339.6016,1031513.438,517.16,0.0,4.0,,,,,,,,1.0
182.0,128339.2656,1031512.813,517.34,1.0,4.0,,,,,,,,1.0
183.0,128341.5781,1031512.875,517.22,1.0,4.0,,,,,,,,1.0
184.0,128341.875,1031512.75,517.27,0.0,4.0,,,,,,,,1.0
185.0,128340.7734,1031511.375,517.46,1.0,4.0,,,,,,,,1.0
186.0,128340.4531,1031510.5,517.69,0.0,4.0,,,,,,,,1.0
187.0,128342.5781,1031513.688,517.09,1.0,4.0,,,,,,,,1.0
188.0,128343.2656,1031514.75,517.05,0.0,4.0,,,,,,,,1.0
190.0,128344.1875,1031505.875,518.89,0.0,4.0,,,,,,,,1.0
191.0,128344.375,1031505.563,519.01,1.0,4.0,,,,,,,,1.0
192.0,128344.5156,1031505.438,519.01,1.0,4.0,,,,,,,,1.0
361.0,128339.625,1031516.625,516.4,1.0,4.0,,,,,,,,1.0
536.0,128344.6797,1031435.25,532.16,0.0,4.0,,,,,,,,1.0
537.0,128343.9688,1031436.063,532.15,0.0,4.0,,,,,,,,1.0
539.0,128341.2031,1031433.0,532.23,1.0,4.0,,,,,,,,1.0
540.0,128341.0,1031433.063,532.23,0.0,4.0,,,,,,,,1.0
541.0,128341.1094,1031433.938,532.23,0.0,4.0,,,,,,,,1.0
542.0,128344.9922,1031437.313,532.07,1.0,4.0,,,,,,,,1.0
592.0,128344.3281,1031441.875,531.91,1.0,4.0,,,,,,,,1.0
593.0,128343.5625,1031441.0,531.96,0.0,4.0,,,,,,,,1.0
594.0,128343.875,1031440.125,531.99,1.0,4.0,,,,,,,,1.0
595.0,128342.8359,1031440.625,531.98,0.0,4.0,,,,,,,,1.0
596.0,128342.5703,1031440.938,531.99,0.0,4.0,,,,,,,,1.0
597.0,128341.2734,1031437.813,532.14,1.0,4.0,,,,,,,,1.0
598.0,128339.0234,1031434.938,532.26,0.0,4.0,,,,,,,,1.0
599.0,128339.4766,1031431.625,532.23,1.0,4.0,,,,,,,,1.0
600.0,128339.6094,1031431.625,532.23,0.0,4.0,,,,,,,,1.0
601.0,128344.2422,1031430.688,532.13,0.0,4.0,,,,,,,,1.0
605.0,128340.5625,1031439.625,532.1,0.0,4.0,,,,,,,,1.0
606.0,128338.8984,1031439.5,532.15,0.0,4.0,,,,,,,,1.0
607.0,128338.8438,1031441.313,532.1,0.0,4.0,,,,,,,,1.0
664.0,128344.8516,1031462.0,529.26,0.0,4.0,,,,,,,,1.0
665.0,128340.6953,1031459.625,529.74,1.0,4.0,,,,,,,,1.0
666.0,128341.6797,1031456.313,530.38,1.0,4.0,,,,,,,,1.0
667.0,128340.9688,1031453.625,530.8,1.0,4.0,,,,,,,,1.0
668.0,128341.7813,1031452.75,530.89,1.0,4.0,,,,,,,,1.0
669.0,128339.3594,1031450.438,531.29,0.0,4.0,,,,,,,,1.0
670.0,128339.7578,1031449.5,531.41,1.0,4.0,,,,,,,,1.0
671.0,128340.0938,1031447.25,531.64,0.0,4.0,,,,,,,,1.0
672.0,128337.7188,1031445.375,531.9,0.0,4.0,,,,,,,,1.0
673.0,128334.4219,1031437.125,532.39,1.0,4.0,,,,,,,,1.0
674.0,128333.0781,1031442.875,532.24,1.0,4.0,,,,,,,,1.0
675.0,128337.6953,1031452.313,531.08,0.0,4.0,,,,,,,,1.0
676.0,128339.0781,1031454.375,530.77,1.0,4.0,,,,,,,,1.0
677.0,128339.7109,1031454.813,530.74,1.0,4.0,,,,,,,,1.0
678.0,128337.7422,1031456.625,530.4,1.0,4.0,,,,,,,,1.0
679.0,128337.2422,1031456.5,530.45,0.0,4.0,,,,,,,,1.0
680.0,128337.7422,1031458.063,529.98,1.0,4.0,,,,,,,,1.0
681.0,128337.7344,1031457.938,529.99,0.0,4.0,,,,,,,,1.0
682.0,128336.8906,1031458.188,529.98,1.0,4.0,,,,,,,,1.0
683.0,128336.2031,1031458.438,529.93,0.0,4.0,,,,,,,,1.0
684.0,128339.1328,1031459.813,529.64,1.0,4.0,,,,,,,,1.0
685.0,128339.4688,1031462.375,529.23,0.0,4.0,,,,,,,,1.0
686.0,128342.0156,1031462.813,529.05,0.0,4.0,,,,,,,,1.0
687.0,128343.2813,1031462.813,529.01,0.0,4.0,,,,,,,,1.0
743.0,128341.5781,1031466.813,528.23,1.0,4.0,,,,,,,,1.0
744.0,128339.8594,1031466.563,528.26,1.0,4.0,,,,,,,,1.0
745.0,128339.7578,1031467.0,528.16,0.0,4.0,,,,,,,,1.0
746.0,128339.1016,1031466.375,528.3,0.0,4.0,,,,,,,,1.0
747.0,128338.3984,1031466.5,528.26,0.0,4.0,,,,,,,,1.0
748.0,128337.1563,1031466.375,528.28,0.0,4.0,,,,,,,,1.0
749.0,128337.2578,1031465.313,528.55,0.0,4.0,,,,,,,,1.0
750.0,128338.6406,1031464.625,528.67,0.0,4.0,,,,,,,,1.0
751.0,128338.5,1031464.375,528.74,0.0,4.0,,,,,,,,1.0
752.0,128337.7969,1031463.188,529.0,0.0,4.0,,,,,,,,1.0
753.0,128336.4297,1031464.438,528.75,1.0,4.0,,,,,,,,1.0
754.0,128335.1328,1031464.813,528.79,1.0,4.0,,,,,,,,1.0
755.0,128334.8984,1031458.813,529.89,0.0,4.0,,,,,,,,1.0
756.0,128334.9297,1031456.5,530.48,0.0,4.0,,,,,,,,1.0
757.0,128335.6484,1031456.313,530.48,0.0,4.0,,,,,,,,1.0
758.0,128334.0703,1031455.063,530.86,1.0,4.0,,,,,,,,1.0
759.0,128332.8906,1031454.625,531.04,1.0,4.0,,,,,,,,1.0
760.0,128332.7422,1031454.875,531.01,1.0,4.0,,,,,,,,1.0
761.0,128332.6563,1031454.625,531.03,-1.0,4.0,,,,,,,,1.0
762.0,128333.7344,1031453.188,531.16,0.0,4.0,,,,,,,,1.0
763.0,128334.1641,1031450.25,531.47,1.0,4.0,,,,,,,,1.0
764.0,128333.6484,1031450.625,531.46,0.0,4.0,,,,,,,,1.0
765.0,128331.9531,1031449.313,531.66,0.0,4.0,,,,,,,,1.0
766.0,128333.4688,1031445.813,532.01,1.0,4.0,,,,,,,,1.0
767.0,128332.1094,1031446.563,532.01,1.0,4.0,,,,,,,,1.0
768.0,128330.875,1031447.063,531.99,1.0,4.0,,,,,,,,1.0
769.0,128331.8125,1031444.0,532.21,0.0,4.0,,,,,,,,1.0
770.0,128336.0234,1031469.75,527.42,0.0,4.0,,,,,,,,1.0
771.0,128336.7031,1031469.75,527.38,0.0,4.0,,,,,,,,1.0
772.0,128336.8906,1031469.625,527.41,1.0,4.0,,,,,,,,1.0
773.0,128337.4922,1031469.5,527.35,0.0,4.0,,,,,,,,1.0
774.0,128337.6719,1031468.875,527.6,0.0,4.0,,,,,,,,1.0
775.0,128339.125,1031468.188,527.87,0.0,4.0,,,,,,,,1.0
776.0,128339.1406,1031469.625,527.21,1.0,4.0,,,,,,,,1.0
777.0,128339.5859,1031470.063,527.27,0.0,4.0,,,,,,,,1.0
778.0,128338.3984,1031470.063,527.15,0.0,4.0,,,,,,,,1.0
779.0,128338.0391,1031470.688,526.96,0.0,4.0,,,,,,,,1.0
780.0,128337.5,1031470.563,527.03,0.0,4.0,,,,,,,,1.0
781.0,128337.3047,1031470.688,526.98,1.0,4.0,,,,,,,,1.0
782.0,128335.9219,1031471.313,526.87,0.0,4.0,,,,,,,,1.0
783.0,128334.9844,1031471.25,526.96,-1.0,4.0,,,,,,,,1.0
784.0,128336.7891,1031472.5,526.58,1.0,4.0,,,,,,,,1.0
785.0,128336.9688,1031472.75,526.55,1.0,4.0,,,,,,,,1.0
786.0,128337.5938,1031472.375,526.6,0.0,4.0,,,,,,,,1.0
787.0,128338.0547,1031472.125,526.62,0.0,4.0,,,,,,,,1.0
788.0,128339.3906,1031471.563,526.63,0.0,4.0,,,,,,,,1.0
789.0,128339.2969,1031470.5,526.99,0.0,4.0,,,,,,,,1.0
790.0,128340.8672,1031469.75,527.16,0.0,4.0,,,,,,,,1.0
791.0,128341.3594,1031469.688,527.19,0.0,4.0,,,,,,,,1.0
792.0,128341.6563,1031470.625,526.99,1.0,4.0,,,,,,,,1.0
793.0,128341.4688,1031471.063,526.9,0.0,4.0,,,,,,,,1.0
794.0,128341.7891,1031470.0,527.12,0.0,4.0,,,,,,,,1.0
795.0,128342.0391,1031469.5,527.27,0.0,4.0,,,,,,,,1.0
796.0,128342.4844,1031471.125,526.89,0.0,4.0,,,,,,,,1.0
797.0,128342.1406,1031471.625,526.73,0.0,4.0,,,,,,,,1.0
798.0,128341.6563,1031472.563,526.55,1.0,4.0,,,,,,,,1.0
799.0,128341.1406,1031473.125,526.34,0.0,4.0,,,,,,,,1.0
800.0,128340.3984,1031473.875,526.19,1.0,4.0,,,,,,,,1.0
801.0,128338.7422,1031473.375,526.29,0.0,4.0,,,,,,,,1.0
802.0,128338.8281,1031474.063,526.1,0.0,4.0,,,,,,,,1.0
803.0,128337.9922,1031473.563,526.23,0.0,4.0,,,,,,,,1.0
804.0,128337.8047,1031474.313,526.06,0.0,4.0,,,,,,,,1.0
805.0,128336.7031,1031473.688,526.24,0.0,4.0,,,,,,,,1.0
806.0,128340.3906,1031475.25,525.76,1.0,4.0,,,,,,,,1.0
807.0,128341.1016,1031474.188,526.02,1.0,4.0,,,,,,,,1.0
808.0,128341.1719,1031475.875,525.68,0.0,4.0,,,,,,,,1.0
809.0,128340.5156,1031475.688,525.66,0.0,4.0,,,,,,,,1.0
810.0,128342.1641,1031474.625,526.03,0.0,4.0,,,,,,,,1.0
811.0,128344.5625,1031474.063,526.19,1.0,4.0,,,,,,,,1.0
812.0,128342.6641,1031475.75,525.71,0.0,4.0,,,,,,,,1.0
815.0,128341.0234,1031476.063,525.6,0.0,4.0,,,,,,,,1.0
816.0,128340.9922,1031476.5,525.43,1.0,4.0,,,,,,,,1.0
817.0,128340.5,1031476.313,525.48,0.0,4.0,,,,,,,,1.0
818.0,128340.1797,1031476.25,525.48,0.0,4.0,,,,,,,,1.0
819.0,128340.1328,1031476.0,525.53,0.0,4.0,,,,,,,,1.0
820.0,128340.875,1031477.75,525.16,0.0,4.0,,,,,,,,1.0
821.0,128341.1406,1031477.375,525.21,0.0,4.0,,,,,,,,1.0
822.0,128343.9844,1031478.25,525.18,0.0,4.0,,,,,,,,1.0
823.0,128344.0625,1031479.188,524.93,0.0,4.0,,,,,,,,1.0
824.0,128343.8828,1031480.25,524.58,0.0,4.0,,,,,,,,1.0
825.0,128342.3125,1031481.0,524.3,1.0,4.0,,,,,,,,1.0
826.0,128342.4531,1031480.938,524.32,-1.0,4.0,,,,,,,,1.0
827.0,128342.1563,1031481.125,524.3,1.0,4.0,,,,,,,,1.0
828.0,128340.9844,1031479.563,524.65,0.0,4.0,,,,,,,,1.0
