locale,key,lineno,text
en,ASSMT_BASEUNADJPROFITC_VLABEL,1.0,Unadjusted Baseline Cumulative Profit
en,ASSMT_BASEUNADJPROFITTC_VLABEL,1.0,Unadjusted Baseline Cumulative Total Profit
en,ASSMT_BASEUNADJPROFITT_VLABEL,1.0,Unadjusted Baseline Total Profit
en,ASSMT_BASEUNADJPROFIT_VLABEL,1.0,Unadjusted Baseline Profit
en,ASSMT_BESTCAPC_VLABEL,1.0,Best Cumulative %% Captured Response
en,ASSMT_BESTCAP_VLABEL,1.0,Best %% Captured Response
en,ASSMT_BESTDECILE_VLABEL,1.0,Best Percentile
en,ASSMT_BESTGAIN_VLABEL,1.0,Best Gain
en,ASSMT_BESTLIFTC_VLABEL,1.0,Best Cumulative Lift
en,ASSMT_BESTLIFT_VLABEL,1.0,Best Lift
en,ASSMT_BESTLOSSC_VLABEL,1.0,Best Cumulative Loss
en,ASSMT_BESTLOSSTC_VLABEL,1.0,Best Cumulative Total Loss
en,ASSMT_BESTLOSST_VLABEL,1.0,Best Total Loss
en,ASSMT_BESTLOSS_VLABEL,1.0,Best Loss
en,ASSMT_BESTNUMEVENT_VLABEL,1.0,Best Number of Events
en,ASSMT_BESTPROFITC_VLABEL,1.0,Best Cumulative Profit
en,ASSMT_BESTPROFITTC_VLABEL,1.0,Best Cumulative Total Profit
en,ASSMT_BESTPROFITT_VLABEL,1.0,Best Total Profit
en,ASSMT_BESTPROFIT_VLABEL,1.0,Best Profit
en,ASSMT_BESTRESPC_VLABEL,1.0,Best Cumulative %% Response
en,ASSMT_BESTRESP_VLABEL,1.0,Best %% Response
en,ASSMT_BESTROI_VLABEL,1.0,Best ROI
en,ASSMT_BESTUNADJLOSSC_VLABEL,1.0,Unadjusted Best Cumulative Loss
en,ASSMT_BESTUNADJLOSSTC_VLABEL,1.0,Unadjusted Best Cumulative Total Loss
en,ASSMT_BESTUNADJLOSST_VLABEL,1.0,Unadjusted Best Total Loss
en,ASSMT_BESTUNADJLOSS_VLABEL,1.0,Unadjusted Best Loss
en,ASSMT_BESTUNADJPROFITC_VLABEL,1.0,Unadjusted Best Cumulative Profit
en,ASSMT_BESTUNADJPROFITTC_VLABEL,1.0,Unadjusted Best Cumulative Total Profit
en,ASSMT_BESTUNADJPROFITT_VLABEL,1.0,Unadjusted Best Total Profit
en,ASSMT_BESTUNADJPROFIT_VLABEL,1.0,Unadjusted Best Profit
en,ASSMT_BIN_VLABEL,1.0,Bin
en,ASSMT_BLOSSBASE_VLABEL,1.0,Best Base Loss
en,ASSMT_BPROFITBASE_VLABEL,1.0,Baseline Average Best Profit
en,ASSMT_CAPC_VLABEL,1.0,Cumulative %% Captured Response
en,ASSMT_CAP_VLABEL,1.0,%% Captured Response
en,ASSMT_CEXPPROFIT_VLABEL,1.0,Cumulative Expected Profit
en,ASSMT_CNUMOBS_VLABEL,1.0,Cumulative Number of Observations
en,ASSMT_COSTT_VLABEL,1.0,Total Cost
en,ASSMT_CPROFITT_VLABEL,1.0,Cumulative Total Computed Profit
en,ASSMT_CPROFIT_VLABEL,1.0,Average Cumulative Computed Profit
en,ASSMT_CUMROI_VLABEL,1.0,Cumulative ROI
en,ASSMT_CUMTEXPPROFIT_VLABEL,1.0,Cumulative Total Expected Profit
en,ASSMT_CUMTOTALROI_VLABEL,1.0,Cumulative Total ROI
en,ASSMT_CUMTOTROI_VLABEL,1.0,Cumulative Total ROI
en,ASSMT_CUMULATIVEROI_VLABEL,1.0,Cumulative ROI
en,ASSMT_DECILE_VLABEL,1.0,Percentile
en,ASSMT_DECISIONS_VLABEL,1.0,Decisions
en,ASSMT_DECISION_VLABEL,1.0,Report: Number of Decisions = %s
en,ASSMT_EVENT_VLABEL,1.0,Event
en,ASSMT_EXPLOSSC_VLABEL,1.0,Cumulative Expected Loss
en,ASSMT_EXPLOSSMAX_VLABEL,1.0,Max Expected Loss
en,ASSMT_EXPLOSSMEAN_VLABEL,1.0,Mean Expected Loss
en,ASSMT_EXPLOSSMIN_VLABEL,1.0,Min Expected Loss
en,ASSMT_EXPLOSSTC_VLABEL,1.0,Cumulative Expected Total Loss
en,ASSMT_EXPLOSST_VLABEL,1.0,Total Expected Loss
en,ASSMT_EXPPROFMAX_VLABEL,1.0,Max Expected Profit
en,ASSMT_EXPPROFMEAN_VLABEL,1.0,Mean Expected Profit
en,ASSMT_EXPPROFMIN_VLABEL,1.0,Min Expected Profit
en,ASSMT_GAIN_VLABEL,1.0,Gain
en,ASSMT_ICAVGC_VLABEL,1.0,Average Cumulative Investment Cost
en,ASSMT_ICBASE_VLABEL,1.0,Baseline Average Investment Cost
en,ASSMT_ICTOTC_VLABEL,1.0,Cumulative Total Investment Cost
en,ASSMT_ICTOT_VLABEL,1.0,Total Investment Cost
en,ASSMT_LIFTC_VLABEL,1.0,Cumulative Lift
en,ASSMT_LIFT_VLABEL,1.0,Lift
en,ASSMT_LOSSBASE_VLABEL,1.0,Baseline Average Loss
en,ASSMT_LOSSC_VLABEL,1.0,Cumulative Computed Loss
en,ASSMT_LOSSMAX_VLABEL,1.0,Max Computed Loss
en,ASSMT_LOSSMEAN_VLABEL,1.0,Mean Computed Loss
en,ASSMT_LOSSMIN_VLABEL,1.0,Min Computed Loss
en,ASSMT_LOSSTC_VLABEL,1.0,Cumulative Total Computed Loss
en,ASSMT_LOSST_VLABEL,1.0,Total Computed Loss
en,ASSMT_LOSS_VLABEL,1.0,Average Computed Loss
en,ASSMT_LOWACTUALPROFIT_VLABEL,1.0,Actual profit: lower bound
en,ASSMT_LOWBOUND_VLABEL,1.0,Lower Bound
en,ASSMT_LOWEXPPROFIT_VLABEL,1.0,Expected profit: lower bound
en,ASSMT_LOWPROB_VLABEL,1.0,Posterior probability: lower bound
en,ASSMT_MAXBL_VLABEL,1.0,Maximum Best Loss
en,ASSMT_MAXBP_VLABEL,1.0,Max Best Profit
en,ASSMT_MAXIC_VLABEL,1.0,Max Investment Cost
en,ASSMT_MAXPROB_VLABEL,1.0,Upper Bound Posterior Probability
en,ASSMT_MAXROI_VLABEL,1.0,Max ROI
en,ASSMT_MEANBL_VLABEL,1.0,Mean Best Loss
en,ASSMT_MEANBP_VLABEL,1.0,Mean Best Profit
en,ASSMT_MEANEXPPROFIT_VLABEL,1.0,Mean Expected Profit
en,ASSMT_MEANIC_VLABEL,1.0,Mean Investment Cost
en,ASSMT_MEANROI_VLABEL,1.0,Mean ROI
en,ASSMT_MINBL_VLABEL,1.0,Minimum Best Loss
en,ASSMT_MINBP_VLABEL,1.0,Min Best Profit
en,ASSMT_MINIC_VLABEL,1.0,Min Investment Cost
en,ASSMT_MINPROB_VLABEL,1.0,Lower Bound Posterior Probability
en,ASSMT_MINROI_VLABEL,1.0,Min ROI
en,ASSMT_NUMEVENT_VLABEL,1.0,Number of Events
en,ASSMT_NUMNEVENT_VLABEL,1.0,Number of Nonevents
en,ASSMT_NUMOBS_VLABEL,1.0,Number of Observations
en,ASSMT_OBSNUMBER_VLABEL,1.0,Observation Number
en,ASSMT_ONEMINUSSPECIFICITY_VLABEL,1.0,1 - Specificity
en,ASSMT_PCTEVENTC_VLABEL,1.0,Cumulative Percentage of Events
en,ASSMT_PCTEVENT_VLABEL,1.0,Percentage of Events
en,ASSMT_PCTNEVENTC_VLABEL,1.0,Cumulative Percentage of Nonevents
en,ASSMT_PCTNEVENT_VLABEL,1.0,Percentage of Nonevents
en,ASSMT_PERCENTC_VLABEL,1.0,Cumulative Percentage
en,ASSMT_PERCENT_VLABEL,1.0,Percentage
en,ASSMT_PREDMAX_VLABEL,1.0,Max Predicted
en,ASSMT_PREDMEAN_VLABEL,1.0,Mean Predicted
en,ASSMT_PREDMIN_VLABEL,1.0,Min Predicted
en,ASSMT_PREDRANGE_VLABEL,1.0,Range for Predicted
en,ASSMT_PROBMAX_VLABEL,1.0,Max Posterior Probability
en,ASSMT_PROBMEAN_VLABEL,1.0,Mean Posterior Probability
en,ASSMT_PROBMIN_VLABEL,1.0,Min Posterior Probability
en,ASSMT_PROFITBASE_VLABEL,1.0,Baseline Computed Average Profit
en,ASSMT_PROFITCBEST_VLABEL,1.0,Average Cumulative Best Profit
en,ASSMT_PROFITC_VLABEL,1.0,Cumulative Computed Profit
en,ASSMT_PROFITTBEST_VLABEL,1.0,Total Best Profit
en,ASSMT_PROFITTCBEST_VLABEL,1.0,Cumulative Total Best Profit
en,ASSMT_PROFITTC_VLABEL,1.0,Cumulative Total Computed Profit
en,ASSMT_PROFITT_VLABEL,1.0,Total Computed Profit
en,ASSMT_PROFIT_VLABEL,1.0,Average Computed Profit
en,ASSMT_PROFMAX_VLABEL,1.0,Max Computed Profit
en,ASSMT_PROFMEAN_VLABEL,1.0,Mean Computed Profit
en,ASSMT_PROFMIN_VLABEL,1.0,Min Computed Profit
en,ASSMT_RANGEPROB_VLABEL,1.0,Posterior Probability Range
en,ASSMT_RANKCORC_VLABEL,1.0,C
en,ASSMT_RANKCORD_VLABEL,1.0,Somers' D
en,ASSMT_RANKCORGAMMA_VLABEL,1.0,Gamma
en,ASSMT_RANKCORNC_VLABEL,1.0,Concordant
en,ASSMT_RANKCORND_VLABEL,1.0,Discordant
en,ASSMT_RANKCORTAU_VLABEL,1.0,Tau-a
en,ASSMT_RANKCORT_VLABEL,1.0,Pairs
en,ASSMT_RESPC_VLABEL,1.0,Cumulative %% Response
en,ASSMT_RESP_VLABEL,1.0,%% Response
en,ASSMT_ROCEVENT_VLABEL,1.0,Event Count
en,ASSMT_ROCFALSENEG_VLABEL,1.0,False Negative Count
en,ASSMT_ROCFALSEPOS_VLABEL,1.0,False Positive Count
en,ASSMT_ROCFIRST_VLABEL,1.0,First in Group
en,ASSMT_ROCLAST_VLABEL,1.0,Last in Group
en,ASSMT_ROCLOWBOUND_VLABEL,1.0,Lower Bound Probability
en,ASSMT_ROCNEG_VLABEL,1.0,True Negative Count
en,ASSMT_ROCPOS_VLABEL,1.0,True Positive Count
en,ASSMT_ROCUPBOUND_VLABEL,1.0,Upper Bound Probability
en,ASSMT_ROIBASE_VLABEL,1.0,Baseline Average ROI
en,ASSMT_ROIMODEL_VLABEL,1.0,Model ROI
en,ASSMT_ROI_VLABEL,1.0,Model ROI
en,ASSMT_RPRTVARLEVEL_VLABEL,1.0,"Report: Percent %#1s = ""%#2s"""
en,ASSMT_SCORE_VLABEL,1.0,Model Score
en,ASSMT_SENSITIVITY_VLABEL,1.0,Sensitivity
en,ASSMT_SPECIFICITY_VLABEL,1.0,Specificity
en,ASSMT_TEXPPROFIT_VLABEL,1.0,Total Expected Profit
en,ASSMT_TOTROI_VLABEL,1.0,Total ROI
en,ASSMT_TRGTMAX_VLABEL,1.0,Max Target
en,ASSMT_TRGTMEAN_VLABEL,1.0,Mean Target
en,ASSMT_TRGTMIN_VLABEL,1.0,Min Target
en,ASSMT_UNADJLOSSC_VLABEL,1.0,Unadjusted Cumulative Loss
en,ASSMT_UNADJLOSSTC_VLABEL,1.0,Unadjusted Cumulative Total Loss
en,ASSMT_UNADJLOSST_VLABEL,1.0,Unadjusted Total Loss
en,ASSMT_UNADJLOSS_VLABEL,1.0,Unadjusted Loss
en,ASSMT_UNADJPROFITC_VLABEL,1.0,Unadjusted Cumulative Profit
en,ASSMT_UNADJPROFITTC_VLABEL,1.0,Unadjusted Cumulative Total Profit
en,ASSMT_UNADJPROFITT_VLABEL,1.0,Unadjusted Total Profit
en,ASSMT_UNADJPROFIT_VLABEL,1.0,Unadjusted Profit
en,ASSMT_UPACTUALPROFIT_VLABEL,1.0,Actual profit: upper bound
en,ASSMT_UPBOUND_VLABEL,1.0,Upper Bound
en,ASSMT_UPEXPPROFIT_VLABEL,1.0,Expected profit: upper bound
en,ASSMT_UPPROB_VLABEL,1.0,Posterior probability: upper bound
en,ASSMT_VARMAX_VLABEL,1.0,Report: max %s
en,ASSMT_VARMEAN_VLABEL,1.0,Report: mean %s
en,ASSMT_VARMIN_VLABEL,1.0,Report: min %s
en,AUTONEURAL_NOTE,1.0,Autoneural
en,BINARYINPUTS_HEADER,1.0,Binary Inputs
en,BINARYNOMINALINPUTS_HEADER,1.0,Binary and Nominal Inputs
en,BINARYPRINTCLASS_NOTE,1.0,*BINARY: Print Classification;
en,BINARYTRAINCLASS_NOTE,1.0,* BINARY: Training Classification;
en,BINARYVALIDCLASS_NOTE,1.0,* BINARY: Validation Classification;
en,BINMODELNOTCREATED_NOTE,1.0,Binary model for %#1s = %#2s not created.
en,BINMODEL_NOTE,1.0,Binary model for %#1s = %#2s
en,CANNOTCREATEFOLDER_ERROR,1.0,Could not create the %#1s folder in %#2s.
en,CANNOTDELETEFOLDER_ERROR,1.0,Could not delete the project folder %s.
en,CCCINTERPRETATION_WARNING,1.0,WARNING: The number of clusters selected based on the CCC values may not be valid.  Please refer to the documentation on the Cubic Clustering Criterion.
en,CLEANUPPRINTCLASS_NOTE,1.0,* CLEANUP: Print Classification;
en,CLEANUPTRAINCLASS_NOTE,1.0,* CLEANUP: Training Classification;
en,CLEANUPVALIDCLASS_NOTE,1.0,* CLEANUP: Validation Classification;
en,CLEANUP_NOTE,1.0,Cleanup Model for %s
en,CLOSINGQUOTES_NOTE,1.0,Close any unbalanced quotes
en,CLOSINGSEMICOLON_NOTE,1.0,Close any missing semi colons
en,COMPUTEASSES_NOTE,1.0,Compute assessment statistics
en,COMPUTINGBUCKET_NOTE,1.0,%s: Computing bucket transformations
en,COMPUTINGCHISQUARESTATS_NOTE,1.0,%s: Computing Chi-Square Statistics
en,COMPUTINGCLASSTARGETSTATS_NOTE,1.0,%s: Computing statistics for class target variables
en,COMPUTINGCORRSTATS_NOTE,1.0,%s: Computing Correlation Statistics
en,COMPUTINGEQUALBINNING_NOTE,1.0,%#1s: Computing optimal binning for relationship to target using target %#2s
en,COMPUTINGEQUALSPREAD_NOTE,1.0,%#1s: Computing equalize spread transformations using target %#2s.
en,COMPUTINGINTERVALSTATS_NOTE,1.0,%s: Computing Statistics for Interval Variables
en,COMPUTINGINTTARGETSTATS_NOTE,1.0,%s: Computing statistics for interval target variables
en,COMPUTINGMAXCORRTRANSFORM_NOTE,1.0,%#1s: Computing maximum correlation transformations using target %#2s.
en,COMPUTINGMAXNORM,1.0,%s: Computing maximum normality transformations
en,COMPUTINGMAXNORM_NOTE,1.0,%s: Computing optimal maximize normality transformations
en,COMPUTINGMISSING_NOTE,1.0,%#1s: Counting missing for %#2s data
en,COMPUTINGQUANTILETRANSFORM_NOTE,1.0,%s: Computing quantile transformations
en,COMPUTINGSCALEVARS_NOTE,1.0,%s: Computing Scale Variables
en,COMPUTINGSUMMARYSTATS_NOTE,1.0,%s: Computing Summary Statistics
en,CONSTRAINTERROR_ERR,1.0,One or more variable meta data rules for this node have been violated.
en,COPYESTIMATES_NOTE,1.0,*SEARCH: copy estimates and fit to best buffer;
en,COPYGRAPHS_NOTE,1.0,%s: Copying graphs to node folder
en,COSTNOTVALIDWITHUSEDECISIONS_NOTE_ERR,1.0,A cost variable or value can not be specified when UseDecisions is set to Yes.
en,COULDNOTCOMPUTEPCTL_WARN,1.0,Could not compute the pseudo percentiles for the variable %s. The variable will not be transformed.
en,COULDNOTCOMPUTE_WARN,1.0,"Could not compute the %#1s statistic for variable %#2s, the %#3s will be used instead."
en,COUNTINGLEVELS_NOTE,1.0,%s: Counting Levels
en,CREATEBARTABLE_NOTE,1.0,%s: Creating Bar Chart Table
en,CREATECOUNTREPORT_NOTE,1.0,%s: Creating Count Report
en,CREATEFIXEDNAMES_NOTE,1.0,%s: Creating Fixed Names
en,CREATEHISTOGRAMTABLE_NOTE,1.0,%s: Creating Histogram Table
en,CREATEMODELFOLDER_ERROR,1.0,Cannot create the folder for model %s.
en,CREATENODEEXPORT_NOTE,1.0,%#1s: Creating %#2s data
en,CREATESCOREVARIABLETABLE_NOTE,1.0,%s: Creating Publish Score Variables Table
en,CREATESEGMENTMODEL_ERROR,1.0,Cannot create the model folder for segment %s.
en,CREATESTATTABLE_NOTE,1.0,%s: Creating Statistics Table
en,CREATETRAINFORBINARY_NOTE,1.0,* Create training data set with binary target for modeling;
en,CREATEVALIDFORBINARY_NOTE,1.0,* Create validation data set with binary target for modeling;
en,CREATINGBINFORMATS_NOTE,1.0,%s: Creating formats for binning interval variables
en,CREATINGCONSTELLATIONDATA_NOTE,1.0,%s: Creating Links and Nodes data sets
en,CREATINGITEMDATA_NOTE,1.0,%s: Creating Items data
en,CREATINGITEMSLABEL_NOTE,1.0,%s: Creating labels for ITEMS data set
en,CREATINGITEMSRULESDATA_NOTE,1.0,%s: Creating Items/Rules data sets
en,CREATINGLINKDATA_NOTE,1.0,%s: Creating Link data set
en,CREATINGOUTPUTDATASETS_NOTE,1.0,%s: Creating Output Data Sets
en,CREATINGRESULTSDATA_NOTE,1.0,%#1s: Creating %#2s
en,CREATINGRULEDATA_NOTE,1.0,%s: Creating RULES data set
en,CREATINGRULEMAPOUTPUTDATA_NOTE,1.0,%s: Creating RULEMAP and Output data sets
en,CREATINGRULEMAPTRAINDATA_NOTE,1.0,%s: Creating RULEMAP and TRAIN data sets
en,CREATINGRULESDATA_NOTE,1.0,%s: Creating Rules data set
en,CREATINGRULESUBSETDATA_NOTE,1.0,%s: Creating Rule subset data set
en,CREATINGSEQDATA_NOTE,1.0,%s: Creating Sequence plot data
en,CREATINGTEST_NOTE,1.0,%s: Preparing test data for training
en,CREATINGTRAININGMETA_NOTE,1.0,%s: Preparing metadata for training;
en,CREATINGTRAINING_NOTE,1.0,%s: Preparing data for training
en,CREATINGVALIDATION_NOTE,1.0,%s: Preparing validation data for training
en,CREATINGVARSELECTIONMACROS_NOTE,1.0,%s: Creating Macros for Variable Selection
en,CRITERIONNOTVALID_NOTE,1.0,Note: The specified value for Criterion is not valid.
en,CRITERIONRESET_NOTE,1.0,The value for Criterion has been reset to the default value for your target level.
en,CUTOFFOUTOFRANGE_ERROR,1.0,"Error:  The user-specified cutoff value must be in the range of the target values, [%#1s,%#2s)."
en,DATANOMATCHMETA_ERR,1.0,"The data set ""%s"" does not match the data source metadata."
en,DATANOTEXIST_ERR,1.0,"The data set ""%s"" does not exist."
en,DATASOURCE.CANNOTDELETEGLOBAL_ERR,1.0,Global data sources cannot be deleted.
en,DATASOURCE.LIBRARY.NOTASSIGNED_ERR,1.0,"Data source error _ERR =  library ""%s"" is not assigned."
en,DATASOURCESETUP_NOTE,1.0,Data Source Setup
en,DATASOURCE_NOTE,1.0,"%#1s: Using ""%#2s"" data source"
en,DECISIONSMUSTEQUAL_NOTE,1.0,Decisions must equal target values when using an ordinal target.
en,DELETEMODEL_ERROR,1.0,Cannot delete the folder for the %s model.
en,DETERMINEMAXC_NOTE,1.0,%s: Determining the number of clusters
en,DETERMINEVARTOSCALE_NOTE,1.0,%s: Determining Variables to Scale
en,DETERMININGANALYSISVAR_NOTE,1.0,%s: Determining Analysis Variables
en,DIRECTCONNECT_NOTE,1.0,* Direct connection;
en,DMDBFACTORY.EXCEDDMAXLEVEL_ERR,1.0,Maximum levels of %s exceeded
en,DMVQVARS_NOTE,1.0,%s: DMVQ Variables
en,DROPDUMMY_NOTE,1.0,%s: Dropping dummy variables used to created interactions
en,DROPPINGVARIABLES_NOTE,1.0,%s: Dropping Variables
en,DROPVARIABLESUMMARY_TITLE,1.0,Dropped Variables Summary
en,DROP_VLABEL,1.0,Drop
en,DSTODS2TRANSFORM_ERROR,1.0,Could not translate the user defined transformation code to DS2.
en,EM4SASCODE_HEADER,1.0,EM4 CodeNode Training Code
en,EM4_EM5_MAPPING_HEADER,1.0,Macro Mappings
en,EMTOOL.BINARYTARGET_ERR,1.0,Must use one binary target.
en,EMTOOL.BLANKPACKAGENAME_ERR,1.0,Java score code package is not specified.
en,EMTOOL.CANCREATENODE_ERR,1.0,"Cannot create node ""%s"""
en,EMTOOL.CANTCREATENODE_ERR,1.0,"Cannot create node ""%s"""
en,EMTOOL.CANTINSTANCECLASS_ERR,1.0,"Cannot instance class ""%s"" on the server"
en,EMTOOL.CLASSNAMENOTFOUND_ERR,1.0,"Class for component ""%s"" could not be loaded. No implementing class was found."
en,EMTOOL.CONSTPVAR_ERR,1.0,All predicted probability observations are constant.
en,EMTOOL.CONSTTARGET_ERR,1.0,All target observations are constant.
en,EMTOOL.DROPHIDDENFOUND_ERR,1.0,"The Ensemble node is preceded by at least one Drop node that dropped hidden variables.  In the drop node, ensure that both the Drop from Tables property or Hidden property is set to No."
en,EMTOOL.EXPORTNOOBSERVATIONS_ERR,1.0,"The exported data set, ""%s"", has no observations."
en,EMTOOL.GENERICRUNTIMEEXCEPTION_ERR,1.0,Run time error was encountered.  The system error returned was %s.
en,EMTOOL.HPNOBOOSTBAG_ERR,1.0,The Boosting and Bagging methods are not supported in a grid environment.
en,EMTOOL.INVALIDDECISIONS_ERR,1.0,Decisions must equal target values when using an ordinal target.
en,EMTOOL.INVALIDEXPORTDATAMODEL_ERR,1.0,Invalid export model defined for this component
en,EMTOOL.INVALIDIMPORTDATAMODEL_ERR,1.0,Invalid import model defined for this component
en,EMTOOL.INVALIDINSTANCE_ERR,1.0,"Invalid instance id for node ""%s"""
en,EMTOOL.INVALIDMETHOD_ERR,1.0,"The method ""%s"" is under development"
en,EMTOOL.INVALIDNODEINSTANCE_ERR,1.0,Invalid node instance
en,EMTOOL.INVALIDNODELABEL_ERR,1.0,"Node label ""%s"" is invalid"
en,EMTOOL.INVALIDREPORTDATAMODEL_ERR,1.0,Invalid report model defined for this component
en,EMTOOL.INVALIDTREEMODELDATASET_ERR,1.0,The specified Tree Model Data Set does not exist or is not in the appropriate form.
en,EMTOOL.INVALIDVARIABLEDATAMODEL_ERR,1.0,Invalid variable model defined for this component
en,EMTOOL.INVALIDVARNAME,1.0,The data set contains variables with invalid column names.  SAS Enterprise Miner does not support the SAS option VALIDVARNAME=ANY.\n Please consult your SAS Language Reference for more information.
en,EMTOOL.INVALIDVVNTARGET,1.0,The target variable %s is an invalid name.  The SAS option VALIDVARNAME=ANY is currently disabled.\n Please consult your SAS Language Reference for more information.
en,EMTOOL.KEYNOTUNIQUE_ERR,1.0,"The variable ""%s"" is an invalid Key variable.  It must have unique values for all observations."
en,EMTOOL.MISMATCH_ERR,1.0,From target and Into target variables do not match.
en,EMTOOL.MISSINGKEYVARS_ERR,1.0,"Target or predicted probability missing, possibly no previous modeling node."
en,EMTOOL.MISSINGPREDICTED_ERR,1.0,Predicted variables have not been defined.
en,EMTOOL.MISSINGVAR_ERR,1.0,The data set %#1s does not contain the variable %#2s.
en,EMTOOL.MISSPVAR_ERR,1.0,All predicted probability observations have missing values.
en,EMTOOL.MISSTARGET_ERR,1.0,All target observations have missing values.
en,EMTOOL.NEEDIGN_ERR,1.0,Reject Inference must have an Interactive Grouping node in the flow preceding it.
en,EMTOOL.NEEDSCORECARD_ERR,1.0,Reject Inference must have Score Card node in the flow preceding it.
en,EMTOOL.NEEDSCOREDATASET_ERR,1.0,"""%s"" requires a Score data set."
en,EMTOOL.NEEDTRAINDATASET_ERR,1.0,"""%s"" requires a Training data set."
en,EMTOOL.NOCOLUMNMETA_ERR,1.0,"No column metadata has been defined for the node ""%s"""
en,EMTOOL.NOCREDITSCORINGLICENSE_ERR,1.0,SAS Credit Scoring is either not licensed for your system or the product license has expired.
en,EMTOOL.NODATASETS_ERR,1.0,No data sets open for analysis.
en,EMTOOL.NOENSEMBLENONDATASTEPCODE_ERR,1.0,The Ensemble node only combines models that generate SAS DATA STEP score code.
en,EMTOOL.NOESTIMATES_ERR,1.0,An estimates data set must exist to apply the UseEstimates property.  This can be created by running the Neural node with UseEstimates set to No.
en,EMTOOL.NOFUNCTIONS_ERR,1.0,At least one Activation Function must be set to Yes.
en,EMTOOL.NOGAINSTABLE_ERR,1.0,A Scorecard node does not exist in this path and is required for the Credit Exchange node to run.
en,EMTOOL.NOIGNNODE_ERR,1.0,An IGN node does not exist in this path and is required for the Scorecard node to run.
en,EMTOOL.NOLOGISTICMODEL_ERR,1.0,A logistic regression model is required for the Scorecard node to run.
en,EMTOOL.NONDATASTEPCODE_ERR,1.0,This model is not supported.  The importing function of registered models requires SAS data step score code.
en,EMTOOL.NOPARAMETERESTIMATES_ERR,1.0,There are no estimates corresponding to your input variables in the imported Estimates data set.
en,EMTOOL.NOPORT_ERR,1.0,The %s port is not defined.
en,EMTOOL.NORULESDATASET_ERR,1.0,Need to specify a Rules data set.
en,EMTOOL.NORULESFOUND_ERR,1.0,There are no rules that match the specified constraints.
en,EMTOOL.NOSPLITVALSDATASET_ERR,1.0,Freeze=Yes requires predefined splitting rules which are not found.  Please reset the Freeze property to No and create these rules prior to running with Freeze=Yes.
en,EMTOOL.NOSTRATLEVEL_ERR,1.0,None of the levels of the stratification variable(s) meet the minimum requirement of 3 for the training set.
en,EMTOOL.NOTARGETINFO_ERR,1.0,Could not retrieve information about the target variable.
en,EMTOOL.NOTARGETMODELED_ERR,1.0,No target modelled by a preceding node
en,EMTOOL.NOTARGET_ERR,1.0,Target variable has not been specified.
en,EMTOOL.NOTENOUGHPARENTS_ERR,1.0,Must have at least %s preceding node(s)
en,EMTOOL.NOTRAININGCODECATALOG_ERR,1.0,"Training code catalog entry, ""%s"", does not exist."
en,EMTOOL.NOTRAININGCODEFILE_ERR,1.0,"Training code file, ""%s"",  does not exist."
en,EMTOOL.NOTREEDATASET_ERR,1.0,No tree data set exists.  Either run the tree node or create a tree data set in Interactive Training.
en,EMTOOL.NOTREEMODELDATASET_ERR,1.0,You must select a Tree Model Data Set when Import Tree Model is Yes.
