QtySold,Price,Advertised,Holiday,Date,Product
0.0,1.99,0.0,0.0,2002-03-13,Baked potato chips
0.0,1.99,0.0,0.0,2002-03-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-03-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-03-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-03-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-03-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-03-19,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-20,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-21,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-22,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-23,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-24,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-25,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-26,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-27,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-28,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-29,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-30,Baked potato chips
0.0,1.99,0.0,1.0,2002-03-31,Baked potato chips
0.0,1.99,0.0,1.0,2002-04-01,Baked potato chips
0.0,1.99,0.0,1.0,2002-04-02,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-03,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-04,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-07,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-08,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-11,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-12,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-13,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-21,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-22,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-23,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-24,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-25,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-26,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-27,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-28,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-29,Baked potato chips
0.0,1.99,0.0,0.0,2002-04-30,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-01,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-02,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-03,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-04,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-07,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-08,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-09,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-10,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-11,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-12,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-13,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-21,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-22,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-23,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-24,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-25,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-26,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-27,Baked potato chips
0.0,1.99,0.0,1.0,2002-05-28,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-29,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-30,Baked potato chips
0.0,1.99,0.0,0.0,2002-05-31,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-01,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-02,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-03,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-04,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-07,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-08,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-11,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-12,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-13,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-14,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-15,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-16,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-17,Baked potato chips
0.0,1.99,0.0,1.0,2002-06-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-21,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-22,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-23,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-24,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-25,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-26,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-27,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-28,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-29,Baked potato chips
0.0,1.99,0.0,0.0,2002-06-30,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-01,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-02,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-03,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-04,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-05,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-06,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-07,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-08,Baked potato chips
0.0,1.99,0.0,1.0,2002-07-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-11,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-12,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-13,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-21,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-22,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-23,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-24,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-25,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-26,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-27,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-28,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-29,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-30,Baked potato chips
0.0,1.99,0.0,0.0,2002-07-31,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-01,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-02,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-03,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-04,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-07,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-08,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-11,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-12,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-13,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-21,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-22,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-23,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-24,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-25,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-26,Baked potato chips
0.0,1.99,0.0,0.0,2002-08-27,Baked potato chips
0.0,1.99,0.0,1.0,2002-08-28,Baked potato chips
0.0,1.99,0.0,1.0,2002-08-29,Baked potato chips
0.0,1.99,0.0,1.0,2002-08-30,Baked potato chips
0.0,1.99,0.0,1.0,2002-08-31,Baked potato chips
0.0,1.99,0.0,1.0,2002-09-01,Baked potato chips
0.0,1.99,0.0,1.0,2002-09-02,Baked potato chips
0.0,1.99,0.0,1.0,2002-09-03,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-04,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-07,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-08,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-11,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-12,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-13,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-21,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-22,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-23,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-24,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-25,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-26,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-27,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-28,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-29,Baked potato chips
0.0,1.99,0.0,0.0,2002-09-30,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-01,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-02,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-03,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-04,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-07,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-08,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-11,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-12,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-13,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-14,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-19,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-20,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-21,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-22,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-23,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-24,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-25,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-26,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-27,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-28,Baked potato chips
0.0,1.99,0.0,0.0,2002-10-29,Baked potato chips
0.0,1.99,0.0,1.0,2002-10-30,Baked potato chips
0.0,1.99,0.0,1.0,2002-10-31,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-01,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-02,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-03,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-04,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-05,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-06,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-07,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-08,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-09,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-10,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-11,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-12,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-13,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-14,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-15,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-16,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-17,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-18,Baked potato chips
0.0,1.99,0.0,0.0,2002-11-19,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-20,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-21,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-22,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-23,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-24,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-25,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-26,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-27,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-28,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-29,Baked potato chips
0.0,1.99,0.0,1.0,2002-11-30,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-01,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-02,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-03,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-04,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-05,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-06,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-07,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-08,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-09,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-10,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-11,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-12,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-13,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-14,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-15,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-16,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-17,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-18,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-19,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-20,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-21,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-22,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-23,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-24,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-25,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-26,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-27,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-28,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-29,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-30,Baked potato chips
0.0,1.99,0.0,1.0,2002-12-31,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-01,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-02,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-03,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-04,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-05,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-06,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-07,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-08,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-09,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-10,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-11,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-12,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-13,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-14,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-15,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-16,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-17,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-18,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-19,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-20,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-21,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-22,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-23,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-24,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-25,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-26,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-27,Baked potato chips
0.0,1.99,0.0,1.0,2003-01-28,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-29,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-30,Baked potato chips
0.0,1.99,0.0,0.0,2003-01-31,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-01,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-02,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-03,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-04,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-05,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-06,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-07,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-08,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-09,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-10,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-11,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-12,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-13,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-14,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-15,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-16,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-17,Baked potato chips
0.0,1.99,0.0,1.0,2003-02-18,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-19,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-20,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-21,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-22,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-23,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-24,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-25,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-26,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-27,Baked potato chips
0.0,1.99,0.0,0.0,2003-02-28,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-01,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-02,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-03,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-04,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-05,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-06,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-07,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-08,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-09,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-10,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-11,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-12,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-13,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-14,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-15,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-16,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-17,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-18,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-19,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-20,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-21,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-22,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-23,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-24,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-25,Baked potato chips
0.0,1.99,0.0,0.0,2003-03-26,Baked potato chips
