DATE,SNYDJCM,SNYSECM,DSIUSWIL,DFXWCAN,DFXWUK90,DSIUKAS,DSIJPND,DCP07,DCD1M,DTBD3M
1988-02-10,733.009999275207,144.239999949932,2526.93999958038,1.2685999982059,174.929999947547,881.189999580383,23771.879989624,,6.45999999716878,5.60999999940395
1988-02-11,731.14999961853,143.989999949932,3524.84999942779,1.26399999856948,174.82999998331,887.329999923706,,,6.43999999761581,5.62999999895691
1988-02-12,736.639999389648,144.8599999547,2540.58999919891,1.26449999958276,173.099999964237,889.659999847412,23981.9399871826,,6.44999999925494,5.75
1988-02-15,,,,,,892.469999313354,24207.3999938964,,,
1988-02-16,744.759999275207,145.959999978542,2557.48999977111,1.26809999719262,173.82999998331,890.679999351501,24345.6599884033,,6.56999999657273,5.75
1988-02-17,744.669999122619,145.719999969005,2555.90999984741,1.26659999787807,174.439999997615,897.269999504089,24429.9499969482,,6.57999999821186,5.73999999836087
1988-02-18,741.219999313354,145.139999985694,2545.59999942779,1.2702999971807,173.1099999547,891.849999427795,24675.3599853515,,6.57999999821186,5.68999999761581
1988-02-19,753.04999923706,146.959999978542,2571.41999912262,1.2702999971807,174.009999990463,889.239999771118,24773.4099884033,,6.55999999865889,5.67999999970197
1988-02-22,760.989999771118,148.959999978542,2604.48999977111,1.27329999953508,175.009999990463,897.739999771118,24846.709991455,,6.57999999821186,5.65999999642372
1988-02-23,759.89999961853,148.729999959468,2601.64999961853,1.26679999753832,175.3599999547,903.739999771118,24949.4499969482,,6.57999999821186,5.62999999895691
1988-02-24,759.099999427795,148.539999961853,2601.56999969482,1.26459999755024,175.399999976158,904.469999313354,24968.6499938964,,6.50999999791383,5.61999999731779
1988-02-25,754.169999122619,147.299999952316,2583.89999961853,1.26499999687075,175.719999969005,914.39999961853,25100.6599884033,,6.53999999910593,5.62999999895691
1988-02-26,756.379999160766,147.699999988079,2590.77999973297,1.26299999654293,176.279999971389,907.469999313354,25165.1799926757,,6.53999999910593,5.58999999985098
1988-02-29,769.759999275207,150.459999978542,2635.72999954223,1.25899999961257,176.3599999547,908.079999923706,25242.8099975586,,6.51999999955296,5.61999999731779
1988-03-01,767.699999809265,150.179999947547,2632.03999996185,1.25699999928474,176.57999998331,914.239999771118,25435.8999938964,,6.53999999910593,5.61999999731779
1988-03-02,769.759999275207,150.679999947547,2642.31999969482,1.25679999962449,175.759999990463,925.979999542236,25682.8199920654,,6.53999999910593,5.60999999940395
1988-03-03,771.029999732971,150.699999988079,2644.78999996185,1.25359999760985,176.089999973773,928.759999275207,25596.3099975586,,6.51999999955296,5.59999999776482
1988-03-04,769.54999923706,150.429999947547,2642.66999912262,1.25349999964237,176.029999971389,939.339999198913,25615.6199951171,,6.55999999865889,5.70999999716878
1988-03-07,767.949999809265,150.529999971389,2645.14999961853,1.25359999760985,181.019999980926,932.909999847412,25616.5799865722,,6.54999999701976,5.7199999988079
1988-03-08,774.039999961853,151.619999945163,2664.27999973297,1.25349999964237,183.219999969005,931.169999122619,25463.7299957275,,6.54999999701976,5.73999999836087
1988-03-09,772.589999198913,151.479999959468,2664.96999931335,1.25349999964237,183.879999995231,932.209999084472,25605.3899993896,,6.53999999910593,5.72999999672174
1988-03-10,756.889999389648,148.919999957084,2625.01999950408,1.25679999962449,183.809999942779,940.179999351501,25617.8199920654,,6.54999999701976,5.75
1988-03-11,760.809999465942,149.449999988079,2630.93999958038,1.25659999996423,184.759999990463,930.109999656677,25543.7299957275,,6.54999999701976,5.72999999672174
1988-03-14,764.509999275207,150.059999942779,2639.20999908447,1.25689999759197,184.619999945163,934.079999923706,25433.5099945068,,6.54999999701976,5.69999999925494
1988-03-15,764.579999923706,149.989999949932,2638.36999988555,1.25369999930262,183.989999949932,941.25,25475.6699981689,,6.55999999865889,5.60999999940395
1988-03-16,774.959999084472,151.279999971389,2658.61999988555,1.25049999728798,183.969999969005,937.119999885559,25704.4299926757,,6.55999999865889,5.60999999940395
1988-03-17,781.139999389648,152.679999947547,2681.45999908447,1.24889999628067,184.129999995231,938.359999656677,25872.2899932861,,6.54999999701976,5.59999999776482
1988-03-18,782.229999542236,152.649999976158,2681.75,1.24849999696016,181.489999949932,951.459999084472,25966.2599945068,,6.5299999974668,5.65999999642372
1988-03-21,776.449999809265,151.469999969005,2661.5,1.24879999831318,182.209999978542,945.699999809265,,,6.57999999821186,5.73999999836087
1988-03-22,779.109999656677,151.519999980926,2663.52999973297,1.24599999934434,182.32999998331,944.069999694824,25842.75,,6.55999999865889,5.7799999974668
1988-03-23,781.39999961853,151.819999992847,2669.03999996185,,,941.709999084472,25895.2299957275,,6.56999999657273,5.82999999821186
1988-03-24,764.349999427795,149.0,2622.39999961853,1.24189999699592,183.669999957084,918.229999542236,25781.2799987793,,6.58999999985099,5.78999999910593
1988-03-25,749.349999427795,146.57999998331,2582.5799999237,1.24219999834895,183.429999947547,909.639999389648,25626.3499908447,,6.56999999657273,5.69999999925494
1988-03-28,748.0,146.1099999547,2572.55999946594,1.23719999939203,185.169999957084,898.609999656677,25622.709991455,,6.56999999657273,5.73999999836087
1988-03-29,754.179999351501,147.219999969005,2591.0799999237,1.23579999804496,185.969999969005,907.079999923706,25953.0899963378,,6.59999999776482,5.73999999836087
1988-03-30,747.709999084472,146.219999969005,2574.75,1.23549999669194,187.349999964237,904.129999160766,26320.0699920654,,6.59999999776482,5.75
1988-03-31,750.869999885559,146.599999964237,2583.94999980926,1.23529999703168,188.069999992847,896.75,26260.2599945068,,6.61999999731779,5.70999999716878
1988-04-01,,,,1.23429999873042,188.399999976158,,,,,
1988-04-04,747.129999160766,145.169999957084,2558.78999996185,1.23669999837875,188.239999949932,,,,6.66999999806285,5.84999999776482
1988-04-05,751.599999427795,146.289999961853,2578.44999980926,,,893.159999847412,26315.3499908447,,6.67999999970197,6.0
1988-04-06,771.839999198913,149.759999990463,2634.11299991607,1.24099999666214,186.559999942779,896.639999389648,26511.1699981689,,6.73999999836087,6.04999999701976
1988-04-07,771.619999885559,150.279999971389,2643.10999965667,1.2478999979794,187.009999990463,904.609999656677,26769.2199859619,,6.72999999672174,6.04999999701976
1988-04-08,781.39999961853,152.029999971389,2670.45999908447,1.24689999967813,187.059999942779,913.139999389648,26748.8899993896,,6.76999999955296,6.01999999955296
1988-04-11,780.959999084472,152.469999969005,2678.86999988555,1.23999999836087,185.199999988079,926.389999389648,26942.8699951171,,6.75,6.03999999910593
1988-04-12,785.279999732971,153.189999997615,2691.33999919891,1.23669999837875,184.25,925.159999847412,26930.8399963378,,6.75999999791383,5.92999999970197
1988-04-13,782.779999732971,153.199999988079,2691.26999950408,1.23719999939203,183.319999992847,928.129999160766,26985.5499877929,,6.73999999836087,5.85999999940395
1988-04-14,748.759999275207,147.139999985694,2591.5799999237,1.2364999987185,187.049999952316,919.309999465942,27111.3499908447,,6.7799999974668,5.73999999836087
1988-04-15,747.889999389648,147.0,2590.51999950408,1.23669999837875,188.569999992847,915.109999656677,26893.5699920654,,6.79999999701976,5.87999999895691
1988-04-18,746.949999809265,146.769999980926,2587.03999996185,1.23199999704957,189.669999957084,919.909999847412,26671.4499969482,,6.82999999821186,5.84999999776482
1988-04-19,745.239999771118,146.169999957084,2579.22999954223,1.23119999840855,188.969999969005,925.789999961853,26657.0,,6.87999999895692,5.80999999865889
1988-04-20,739.029999732971,145.129999995231,2561.26999950408,1.22869999706745,189.019999980926,920.879999160766,26864.0899963378,,6.88999999687075,5.83999999985098
1988-04-21,740.479999542236,145.239999949932,2563.0099992752,1.23429999873042,189.179999947547,923.669999122619,26828.1599884033,,6.88999999687075,5.82999999821186
1988-04-22,752.069999694824,147.029999971389,2589.54999923706,1.23209999874234,188.389999985694,914.54999923706,26837.1199951171,,6.84999999776482,5.82999999821186
1988-04-25,758.209999084472,148.209999978542,2608.53999996185,1.23109999671578,186.25,916.25,27213.4499969482,,6.82999999821186,5.84999999776482
1988-04-26,760.139999389648,148.929999947547,2622.23999977111,1.22849999740719,187.07999998331,926.119999885559,27246.7699890136,,6.83999999985099,5.89999999850988
1988-04-27,759.29999923706,148.939999997615,2624.26999950408,1.22799999639391,187.029999971389,929.139999389648,27191.9699859619,,6.82999999821186,5.86999999731779
1988-04-28,756.319999694824,148.32999998331,2615.0799999237,1.22999999672174,186.969999969005,928.279999732971,27434.1199951171,,6.82999999821186,5.95999999716878
1988-04-29,754.939999580383,147.869999945163,2608.51999950408,1.2288999967277,187.129999995231,,,,6.88999999687075,5.97999999672174
1988-05-02,759.629999160766,147.82999998331,2608.19999980926,1.23229999840259,186.799999952316,,27669.7199859619,,6.87999999895692,6.07999999821186
1988-05-03,763.949999809265,148.569999992847,2622.11999988555,1.23579999804496,186.519999980926,930.449999809265,,,6.89999999850988,6.12999999895692
1988-05-04,758.279999732971,147.299999952316,2602.5099992752,1.23549999669194,186.089999973773,925.469999313354,,,6.87999999895692,6.13999999687075
1988-05-05,752.909999847412,146.509999990463,2588.66999912262,1.23369999974966,185.8599999547,923.609999656677,,,6.87999999895692,6.17999999970197
1988-05-06,748.759999275207,145.879999995231,2578.30999946594,1.23699999973177,185.909999966621,929.119999885559,27534.3899993896,,6.90999999642372,6.28999999910593
1988-05-09,744.109999656677,145.279999971389,2566.40999984741,1.23849999904632,187.8599999547,927.479999542236,27264.2999877929,,6.92999999970197,6.30999999865889
1988-05-10,746.289999961853,145.75,2572.72999954223,1.23729999735951,188.069999992847,925.829999923706,27412.25,,6.98999999836087,6.33999999985099
1988-05-11,733.679999351501,143.479999959468,2531.98999977111,1.2313999980688,187.759999990463,907.129999160766,27161.0499877929,,7.06999999657273,6.25999999791383
1988-05-12,733.359999656677,143.779999971389,2537.63999938964,1.22999999672174,188.399999976158,914.699999809265,27212.5799865722,,7.05999999865889,6.20999999716878
1988-05-13,739.639999389648,145.299999952316,2563.36999988555,1.23319999873638,188.839999973773,919.009999275207,27468.3099975586,,7.00999999791383,6.17999999970197
1988-05-16,745.569999694824,146.209999978542,2576.48999977111,1.2330999970436,188.729999959468,916.75,27759.8699951171,,7.03999999910593,6.19999999925494
1988-05-17,,,,1.236899998039,185.939999997615,921.719999313354,27819.9799957275,,7.06999999657273,6.29999999701976
1988-05-18,723.589999198913,142.509999990463,2516.04999923706,1.24649999663233,186.599999964237,917.5,27767.5799865722,,7.07999999821186,6.20999999716878
1988-05-19,726.239999771118,143.009999990463,2522.51999950408,1.24279999732971,186.599999964237,909.689999580383,27373.2399902343,,7.04999999701976,6.14999999850988
1988-05-20,725.25,143.299999952316,2526.14999961853,1.24119999632239,186.459999978542,915.159999847412,27393.8499908447,,7.05999999865889,6.23999999836087
1988-05-23,719.29999923706,142.209999978542,2506.93999958038,1.24229999631643,186.879999995231,911.919999122619,27249.7599945068,,7.09999999776482,6.25
1988-05-24,727.289999961853,143.529999971389,2528.14999961853,1.24099999666214,186.819999992847,922.009999275207,27312.6599884033,,7.07999999821186,6.30999999865889
1988-05-25,727.179999351501,143.769999980926,2531.97999954223,1.24229999631643,186.319999992847,924.769999504089,27443.6499938964,,7.05999999865889,6.32999999821186
1988-05-26,730.169999122619,144.229999959468,2541.34999942779,1.23679999634623,186.159999966621,923.869999885559,27428.2399902343,,7.13999999687075,6.41999999806285
1988-05-27,729.409999847412,143.659999966621,2532.93999958038,1.2385999970138,185.589999973773,923.479999542236,27290.4899902343,,7.34999999776482,6.43999999761581
1988-05-30,,,,,,,27223.0999908447,,,
1988-05-31,754.279999732971,148.039999961853,2602.60999965667,1.23279999941587,183.719999969005,923.519999504089,27416.6999969482,,7.37999999895692,6.42999999970197
1988-06-01,766.389999389648,150.339999973773,2640.45999908447,1.22999999672174,181.209999978542,932.769999504089,27703.9099884033,,7.37999999895692,6.4699999988079
1988-06-02,764.949999809265,149.669999957084,2634.06999969482,1.2309999987483,179.889999985694,934.419999122619,27869.3599853515,,7.35999999940395,6.43999999761581
1988-06-03,771.119999885559,150.309999942779,2646.66999912262,1.23179999738931,179.519999980926,938.839999198913,27821.5399932861,,7.37999999895692,6.45999999716878
1988-06-06,772.739999771118,150.549999952316,2652.51999950408,1.23169999942183,179.57999998331,944.689999580383,27996.2399902343,,7.33999999985099,6.45999999716878
1988-06-07,766.79999923706,149.679999947547,2641.56999969482,1.2292999997735,180.909999966621,940.969999313354,27967.3199920654,,7.33999999985099,6.42999999970197
1988-06-08,783.949999809265,152.869999945163,2693.94999980926,1.22219999879598,180.629999995231,944.979999542236,27912.6499938964,,7.36999999731779,6.38999999687075
1988-06-09,780.879999160766,152.3599999547,2686.72999954223,1.21929999813437,181.75,951.869999885559,28072.0199890136,,7.34999999776482,6.43999999761581
1988-06-10,784.019999504089,152.889999985694,2697.97999954223,1.21949999779462,181.419999957084,955.969999313354,27920.3599853515,,7.34999999776482,6.44999999925494
1988-06-13,782.659999847412,153.019999980926,2698.71999931335,1.22069999948143,181.319999992847,950.569999694824,28036.5399932861,,7.33999999985099,6.43999999761581
1988-06-14,791.25,154.519999980926,2722.91999912262,1.21699999645352,178.229999959468,963.349999427795,28061.7999877929,,7.31999999657273,6.34999999776482
1988-06-15,792.199999809265,154.669999957084,2725.21999931335,1.21519999951124,178.159999966621,965.709999084472,28093.5199890136,,7.32999999821186,6.33999999985099
1988-06-16,779.75,152.439999997615,2689.37999916076,1.21299999952316,178.699999988079,962.259999275207,28147.3199920654,,7.34999999776482,6.28999999910593
1988-06-17,782.089999198913,152.839999973773,2696.23999977111,1.21359999850392,177.799999952316,,28342.459991455,,7.39999999850988,6.36999999731779
1988-06-20,775.769999504089,151.959999978542,2681.1799993515,1.20799999684095,177.869999945163,953.579999923706,28139.0299987793,,7.43999999761581,6.36999999731779
1988-06-21,785.199999809265,153.289999961853,2704.04999923706,1.20659999921917,178.399999976158,960.569999694824,27925.5699920654,,7.4699999988079,6.55999999865889
1988-06-22,799.04999923706,155.349999964237,2737.5099992752,1.21079999953508,176.349999964237,969.89999961853,27860.7799987793,,7.42999999970197,6.51999999955296
1988-06-23,799.079999923706,155.029999971389,2733.06999969482,1.20349999889731,175.159999966621,970.75,27732.9299926757,,7.43999999761581,6.51999999955296
1988-06-24,799.879999160766,154.559999942779,2727.66999912262,1.20249999687075,171.849999964237,967.609999656677,27750.3899993896,,7.43999999761581,6.50999999791383
1988-06-27,787.199999809265,152.219999969005,2689.44999980926,1.20759999752044,169.289999961853,954.219999313354,27435.0099945068,,7.47999999672174,6.55999999865889
1988-06-28,794.579999923706,153.769999980926,2716.8299999237,1.2077999971807,170.1099999547,961.0,27398.0899963378,,7.5299999974668,6.59999999776482
1988-06-29,791.359999656677,153.129999995231,2705.96999931335,1.21469999849796,170.599999964237,960.89999961853,27607.3299865722,,7.53999999910593,6.57999999821186
1988-06-30,801.579999923706,154.469999969005,2729.64999961853,1.2127999998629,170.399999976158,963.009999275207,27769.3999938964,,7.56999999657273,6.55999999865889
1988-07-01,796.779999732971,153.679999947547,2717.91999912262,1.2199999988079,168.919999957084,963.879999160766,27503.5299987793,,7.55999999865889,6.54999999701976
1988-07-04,,,,,,958.239999771118,27360.3899993896,,,
1988-07-05,805.929999351501,155.569999992847,2749.0,1.21239999681711,169.959999978542,962.349999427795,27577.1699981689,,7.58999999985099,6.55999999865889
1988-07-06,794.689999580383,153.759999990463,2720.3299999237,1.2064999975264,170.519999980926,969.429999351501,27766.5999908447,,7.61999999731779,6.5299999974668
1988-07-07,793.099999427795,153.619999945163,2717.96999931335,1.2064999975264,170.509999990463,963.199999809265,27728.129989624,,7.65999999642372,6.54999999701976
1988-07-08,787.579999923706,152.809999942779,2705.55999946594,1.20899999886751,169.199999988079,973.429999351501,27917.0799865722,,7.68999999761581,6.65999999642372
1988-07-11,789.169999122619,153.019999980926,2708.05999946594,1.20749999955296,167.959999978542,974.099999427795,27985.9899902343,,7.68999999761581,6.60999999940395
1988-07-12,782.699999809265,151.619999945163,2685.90999984741,1.21099999919533,168.889999985694,966.409999847412,28099.8399963378,,7.63999999687075,6.72999999672174
1988-07-13,787.009999275207,152.269999980926,2696.86999988555,1.2077999971807,168.549999952316,972.509999275207,28020.0999908447,,7.66999999806285,6.7199999988079
1988-07-14,789.239999771118,152.759999990463,2704.5,1.20839999988675,168.07999998331,969.469999313354,28084.0799865722,,7.68999999761581,6.72999999672174
1988-07-15,794.159999847412,153.649999976158,2715.75,1.20999999716877,165.159999966621,968.54999923706,27913.7899932861,,7.7799999974668,6.7199999988079
1988-07-18,789.169999122619,152.82999998331,2701.70999908447,1.20679999887943,166.349999964237,962.519999504089,27662.1199951171,,7.78999999910593,6.65999999642372
1988-07-19,782.319999694824,151.799999952316,2684.52999973297,1.19949999824166,169.369999945163,961.029999732971,27149.0299987793,,7.7799999974668,6.68999999761581
1988-07-20,787.129999160766,152.559999942779,2695.90999984741,1.19699999690055,169.82999998331,971.139999389648,27553.9799957275,,7.75,6.70999999716878
1988-07-21,777.739999771118,150.899999976158,2668.47999954223,1.19799999892711,171.029999971389,970.109999656677,27676.1399993896,,7.76999999955296,6.7799999974668
1988-07-22,767.979999542236,149.25,2641.94999980926,1.20119999721646,173.299999952316,962.009999275207,27285.0099945068,,7.79999999701976,6.73999999836087
1988-07-25,770.739999771118,149.739999949932,2648.56999969482,1.21649999916553,170.969999969005,957.989999771118,27183.5299987793,,7.79999999701976,6.79999999701976
1988-07-26,772.439999580383,150.029999971389,2651.59999942779,1.20869999751448,170.199999988079,958.199999809265,27303.7599945068,,7.81999999657273,6.88999999687075
1988-07-27,766.769999504089,148.739999949932,2629.22999954223,1.20509999990463,173.019999980926,958.989999771118,27738.5699920654,,7.81999999657273,7.0
1988-07-28,776.109999656677,150.399999976158,2654.52999973297,1.20849999785423,171.349999964237,960.099999427795,27796.0899963378,,7.83999999985099,6.98999999836087
1988-07-29,794.389999389648,153.349999964237,2702.22999954223,1.20999999716877,170.049999952316,965.179999351501,27911.629989624,,7.83999999985099,6.94999999925494
1988-08-01,795.789999961853,153.519999980926,2705.47999954223,1.20619999989867,171.099999964237,969.889999389648,28326.3099975586,,7.83999999985099,6.90999999642372
1988-08-02,795.979999542236,153.539999961853,2705.55999946594,1.20639999955892,169.839999973773,966.769999504089,28366.3299865722,,7.84999999776482,6.89999999850988
1988-08-03,796.319999694824,154.029999971389,2713.78999996185,1.20299999788403,170.179999947547,972.139999389648,28348.4499969482,,7.83999999985099,6.89999999850988
1988-08-04,793.75,153.549999952316,2706.29999923706,1.20539999753236,170.049999952316,975.199999809265,28292.6599884033,,7.84999999776482,6.83999999985099
1988-08-05,790.989999771118,153.089999973773,2698.43999958038,1.20599999651312,168.0,978.319999694824,28423.379989624,,7.87999999895692,6.91999999806285
1988-08-08,787.5,152.519999980926,2689.48999977111,1.21049999818205,168.989999949932,978.579999923706,28253.1199951171,,7.89999999850988,6.83999999985099
1988-08-09,776.639999389648,150.659999966621,2657.72999954223,1.21529999747872,167.489999949932,971.379999160766,28170.3599853515,,7.86999999731779,7.05999999865889
1988-08-10,761.239999771118,148.229999959468,2615.60999965667,1.22749999910593,168.779999971389,960.369999885559,27554.8699951171,,8.04999999701976,6.98999999836087
1988-08-11,762.489999771118,148.599999964237,2621.0,1.21929999813437,170.349999964237,957.689999580383,27784.9799957275,,8.07999999821186,7.00999999791383
1988-08-12,762.409999847412,148.529999971389,2619.96999931335,1.22069999948143,170.319999992847,961.689999580383,27833.5099945068,,8.13999999687075,7.00999999791383
1988-08-15,750.909999847412,146.57999998331,2585.69999980926,1.22429999709129,170.509999990463,949.459999084472,27901.2899932861,,8.19999999925494,6.98999999836087
1988-08-16,755.939999580383,147.489999949932,2599.66999912262,1.22649999707937,169.549999952316,952.809999465942,27896.5499877929,,8.23999999836087,7.05999999865889
1988-08-17,757.79999923706,147.639999985694,2602.15999984741,1.23119999840855,168.029999971389,955.259999275207,28178.8599853515,,8.19999999925494,7.0299999974668
1988-08-18,757.719999313354,147.809999942779,2606.2599992752,1.22919999808073,168.889999985694,956.779999732971,28178.3599853515,,8.18999999761581,7.01999999955296
1988-08-19,756.39999961853,147.539999961853,2602.98999977111,1.22699999809265,169.059999942779,961.619999885559,28209.4199981689,,8.19999999925494,7.05999999865889
1988-08-22,747.809999465942,145.939999997615,2576.08999919891,1.22799999639391,167.299999952316,955.849999427795,28079.1799926757,,8.15999999642372,7.05999999865889
1988-08-23,746.89999961853,145.939999997615,2573.84999942779,1.23079999908804,166.339999973773,948.849999427795,27919.9499969482,,8.19999999925494,7.15999999642372
1988-08-24,759.839999198913,147.929999947547,2606.22999954223,1.23329999670386,167.839999973773,950.339999198913,27799.6699981689,,8.14999999850988,7.17999999970197
1988-08-25,754.009999275207,146.939999997615,2589.69999980926,1.23609999939799,168.589999973773,928.909999847412,27870.4399871826,,8.2199999988079,7.25
1988-08-26,755.449999809265,147.239999949932,2594.86999988555,1.23899999633431,167.529999971389,921.679999351501,27565.4099884033,,8.18999999761581,7.32999999821186
1988-08-29,763.889999389648,148.549999952316,2615.45999908447,1.23899999633431,166.799999952316,,27379.0999908447,,8.16999999806285,7.31999999657273
1988-08-30,762.869999885559,148.659999966621,2617.36999988555,1.2364999987185,167.489999949932,911.069999694824,27511.6499938964,,8.16999999806285,7.29999999701976
1988-08-31,761.04999923706,148.289999961853,2613.44999980926,1.23899999633431,167.049999952316,911.169999122619,27365.9499969482,,8.16999999806285,7.29999999701976
1988-09-01,752.009999275207,146.679999947547,2586.40999984741,1.23609999939799,165.379999995231,898.419999122619,26934.2599945068,,8.2199999988079,7.2799999974668
1988-09-02,769.869999885559,149.659999966621,2634.0099992752,1.23599999770522,166.799999952316,906.739999771118,27116.5,,8.17999999970197,7.2199999988079
1988-09-05,,,,,,915.689999580383,27341.5799865722,,,
1988-09-06,775.089999198913,150.199999988079,2642.58999919891,1.23399999737739,168.799999952316,918.619999885559,27320.5099945068,,8.15999999642372,7.25999999791383
1988-09-07,774.29999923706,150.379999995231,2646.08999919891,1.23729999735951,169.299999952316,913.279999732971,27504.0099945068,,8.10999999940395,7.32999999821186
1988-09-08,773.689999580383,150.459999978542,2649.28999996185,1.23999999836087,168.049999952316,903.64999961853,27740.1099853515,,8.13999999687075,7.31999999657273
1988-09-09,776.639999389648,150.839999973773,2657.11999988555,1.23999999836087,168.25,901.25,27647.0999908447,,8.11999999731779,7.2799999974668
1988-09-12,774.939999580383,150.629999995231,2655.12999916076,1.23869999870657,168.019999980926,904.39999961853,27756.7399902343,,8.10999999940395,7.22999999672174
1988-09-13,778.349999427795,151.149999976158,2663.59999942779,1.22869999706745,168.07999998331,910.609999656677,27794.1599884033,,8.10999999940395,7.16999999806285
1988-09-14,783.719999313354,152.129999995231,2679.01999950408,1.22429999709129,166.439999997615,914.459999084472,27805.6699981689,,8.07999999821186,7.15999999642372
1988-09-15,780.199999809265,151.599999964237,2669.75,1.22269999980926,166.279999971389,916.629999160766,,,8.09999999776482,7.16999999806285
1988-09-16,783.869999885559,152.789999961853,2688.75,1.222999997437,166.199999988079,915.489999771118,27866.379989624,,8.08999999985099,7.14999999850988
1988-09-19,780.879999160766,151.919999957084,2674.59999942779,1.21849999949336,166.369999945163,912.589999198913,27901.0,,8.06999999657273,7.12999999895692
1988-09-20,784.059999465942,152.439999997615,2683.58999919891,1.21849999949336,166.639999985694,918.569999694824,27548.5799865722,,8.05999999865889,7.19999999925494
1988-09-21,785.79999923706,152.639999985694,2688.28999996185,1.21599999815225,165.879999995231,929.5,27712.6599884033,,8.04999999701976,7.18999999761581
1988-09-22,782.429999351501,152.07999998331,2680.28999996185,1.21849999949336,165.379999995231,925.919999122619,27428.3099975586,,8.03999999910593,7.19999999925494
