CLASNAME,OBJNAME,DEFCREDT,DEFMODDT,DELETED,EXPLABEL,ID,LDESC,MRACCESS,PRODFLAG,USEDFLAG,VERSION,PREDCLAS,PREDROLE,SUCCCLAS,SUCCROLE,VERB,PREDCARD,SUCCCARD
OMSassocmgr,PropertyGroup IS_RELATED_TO_0_N AbstractProperty,1357142922.638,1357142922.638,,,A0000001.A400007O,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSpropgrp,ASSOCIATEDPROPERTYGROUP,OMSabstrctp,GROUPEDPROPERTIES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,PropertyType IS_CONTAINED_IN_0_N AttributeProperty,1357142922.638,1357142922.638,,,A0000001.A400007P,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSproptype,OWNINGTYPE,OMSattprop,TYPEDATTPROPERTIES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,PrototypeProperty HAS Prototype,1357142922.638,1357142922.638,,,A0000001.A400007Q,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSprttyppr,PROTOTYPEPROPERTIES,OMSproto,OWNINGPROTOTYPE,HAS,1:1,0:m
OMSassocmgr,Root IS_RELATED_TO_0_1 PropertyGroup,1357142922.628,1357142922.628,,,A0000001.A400007R,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,ASSOCIATEDOBJECT,OMSpropgrp,PRIMARYPROPERTYGROUP,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,DELETED *** Root USES SoftwareComponent,1313334681.36322,,,,A0000001.A400007S,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSroot,CONSUMEDOBJECTS,OMSsoftcomp,CONSUMERS,DELETED,0:m,0:m
OMSassocmgr,Root IS_RELATED_TO_0_N Root,1357142922.628,1357142922.628,,,A0000001.A400007T,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,USINGPROTOTYPE,OMSroot,USEDBYPROTOTYPES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,Text IS_RELATED_TO_0_1 AbstractProperty,1357142922.638,1357142922.638,,,A0000001.A400007U,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStext,STOREDCONFIGURATION,OMSabstrctp,ASSOCIATEDPROPERTY,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,DELETED *** AbstractTransformation IS_RELATED_TO_0_N Option,1313334681.36106,,,,A0000001.A400007V,This association template has been deleted.,2.0,0.0,0.0,2.0,OMStransfm,ASSOCIATEDTRANSFORMATION,OMSoption,OPTIONS,DELETED,0:m,0:1
OMSassocmgr,DELETED *** SASLibrary IS_RELATED_TO_0_N Option,1313334681.36467,,,,A0000001.A400007W,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwlibrary,ASSOCIATEDSASLIBRARY,OMSoption,OPTIONS,DELETED,0:m,0:1
OMSassocmgr,AggregateAssociation HAS Aggregation,1357142922.628,1357142922.628,,,A0000001.A400007X,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaggrgtss,AGGREGATEASSOCIATIONS,OMSaggregat,OWNINGAGGREGATION,HAS,1:1,0:m
OMSassocmgr,ArchiveFile IS_CONTAINED_IN_0_N ArchiveEntry,1357142922.638,1357142922.638,,,A0000001.A400007Y,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSarchvfl,OWNINGARCHIVE,OMSarchvntr,ARCHIVEENTRIES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,DeployedComponent IS_CONTAINED_IN_0_N NamedService,1357142922.638,1357142922.638,,,A0000001.A400007Z,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdepcomp,NAMEDCOMPONENT,OMSnamdsrvc,SERVICENAMES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,DeployedComponent USES NamedService,1357142922.638,1357142922.638,,,A0000001.A4000080,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdepcomp,NAMINGSERVICES,OMSnamdsrvc,NAMEDSERVICES,USES,0:m,0:m
OMSassocmgr,Identity IS_RELATED_TO_0_N Login,1357142922.628,1357142922.628,,,A0000001.A4000081,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSidentity,ASSOCIATEDIDENTITY,OMSlogin,LOGINS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,DELETED *** Identity IS_CONTAINED_IN_0_N Change,1322573112.261,,,,A0000001.A4000082,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSidentity,CHANGEIDENTITY,OMSchange,CHANGESBYIDENTITY,DELETED,0:m,1:1
OMSassocmgr,Identity USES IdentityGroup,1357142922.628,1357142922.628,,,A0000001.A4000083,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSidentity,MEMBERIDENTITIES,OMSidnttygr,IDENTITYGROUPS,USES,0:m,0:m
OMSassocmgr,DELETED *** LogicalColumn IS_CONTAINED_IN_0_1 AggregateAssoc,1316012619.87486,,,,A0000001.A4000084,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSlcolumn,MEASUREORLEVEL,OMSaggrgtss,MLAGGREGATION,DELETED,0:1,1:1
OMSassocmgr,Root IS_CONTAINED_IN_0_N ExternalIdentity,1357142922.628,1357142922.628,,,A0000001.A4000085,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,OWNINGOBJECT,OMSextrnldn,EXTERNALIDENTITIES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,Transformation USES TransformationStep,1357142922.628,1357142922.628,,,A0000001.A4000086,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStrnsfrm,TRANSFORMATIONS,OMStrnsstep,STEPS,USES,0:m,0:m
OMSassocmgr,DELETED *** Column IS_CONTAINED_IN_0_1 AggregateAssociation,1320849349.704,,,,A0000001.A4000087,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,AGGREGATEDCOLUMN,OMSaggrgtss,USINGAGGREGATION,DELETED,0:1,1:1
OMSassocmgr,AccessControlEntry USES Identity,1357142922.628,1357142922.628,,,A0000001.A4000088,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaccentry,ACCESSCONTROLENTRIES,OMSidentity,IDENTITIES,USES,0:m,0:m
OMSassocmgr,AccessControlEntry USES Permission,1357142922.638,1357142922.638,,,A0000001.A4000089,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaccentry,ACCESSCONTROLENTRIES,OMSperm,PERMISSIONS,USES,0:m,0:m
OMSassocmgr,AccessControlEntry IS_CONTAINED_IN_0_1 PermissionCondition,1357142922.638,1357142922.638,,,A0000001.A400008A,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaccentry,OWNINGACCESSCONTROLENTRY,OMSpermcond,ASSOCIATEDCONDITION,IS_CONTAINED_IN_0_1,0:1,1:1
OMSassocmgr,AccessControl USES AccessControlTemplate,1357142922.638,1357142922.638,,,A0000001.A400008B,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaccsscnt,ACCESSCONTROLITEMS,OMSaccsscn0,ACCESSCONTROLTEMPLATES,USES,0:m,0:m
OMSassocmgr,SASCatalog USES SASLibrary,1357142922.638,1357142922.638,,,A0000001.A400008C,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScatalog,SASCATALOGS,OMSwlibrary,LIBRARIES,USES,0:m,0:m
OMSassocmgr,Directory IS_RELATED_TO_0_N Directory,1357142922.638,1357142922.638,,,A0000001.A400008D,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdirectry,PARENT,OMSdirectry,SUBDIRECTORIES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,DELETED *** MultidimensionalObject USES Cube,1320849349.694,,,,A0000001.A400008E,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSmddbobj,PHYSICALOBJECTS,OMScube,CUBES,DELETED,0:m,0:m
OMSassocmgr,DELETED *** Measure USES Level,1320849349.704,,,,A0000001.A400008F,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSomeasure,MEASURES,OMSlevel,LEVELS,DELETED,0:m,0:m
OMSassocmgr,Property CONTAINS PropertySet,1357142922.638,1357142922.638,,,A0000001.A400008G,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSprop,SETPROPERTIES,OMSprprtyst,ASSOCIATEDPROPERTYSET,CONTAINS,0:1,0:m
OMSassocmgr,Root USES SoftwareComponent,1357142922.628,1357142922.628,,,A0000001.A400008H,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,IMPLEMENTEDOBJECTS,OMSsoftcomp,IMPLEMENTORS,USES,0:m,0:m
OMSassocmgr,Root USES AccessControl,1357142922.628,1357142922.628,,,A0000001.A400008I,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,OBJECTS,OMSaccsscnt,ACCESSCONTROLS,USES,0:m,0:m
OMSassocmgr,Root USES Timestamp,1357142922.628,1357142922.628,,,A0000001.A400008J,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,OBJECTS,OMStimstmp,TIMESTAMPS,USES,0:m,0:m
OMSassocmgr,Root IS_CONTAINED_IN_0_N PropertySet,1357142922.628,1357142922.628,,,A0000001.A400008K,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,OWNINGOBJECT,OMSprprtyst,PROPERTYSETS,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,AbstractTransformation USES SoftwareComponent,1357142922.628,1357142922.628,,,A0000001.A400008L,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStransfm,CUSTOMIZEDTRANSFORMATIONS,OMSsoftcomp,CUSTOMIZERS,USES,0:m,0:m
OMSassocmgr,TextPage HAS CommonMetadata,1357142922.638,1357142922.638,,,A0000001.A400008M,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStextpage,OVERFLOWTEXTLIST,OMScommonmd,OBJECT,HAS,1:1,0:m
OMSassocmgr,AnalyticColumn IS_CONTAINED_IN_0_1 Target,1357142922.638,1357142922.638,,,A0000001.A400008N,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSanlytccl,OWNINGANALYTICCOLUMN,OMStarget,TARGETINFORMATION,IS_CONTAINED_IN_0_1,0:1,1:1
OMSassocmgr,ArchiveFile CONTAINS ITChannel,1357142922.638,1357142922.638,,,A0000001.A400008O,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSarchvfl,ARCHIVES,OMSitchnnl,OWNINGCHANNEL,CONTAINS,0:1,0:m
OMSassocmgr,ArchiveFile CONTAINS MiningResult,1357142922.638,1357142922.638,,,A0000001.A400008P,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSarchvfl,MININGREPORTS,OMSminngrsl,ASSOCIATEDMININGRESULT,CONTAINS,0:1,0:m
OMSassocmgr,ContentLocation USES SASFileRef,1357142922.638,1357142922.638,,,A0000001.A400008Q,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScontntlc,FILEREFLOCATIONS,OMSsasflrf,FILEREFS,USES,0:m,0:m
OMSassocmgr,ContentLocation IS_RELATED_TO_0_N Report,1357142922.638,1357142922.638,,,A0000001.A400008R,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScontntlc,REPORTLOCATION,OMSreport,REPORTS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,DeployedDataPackage CONTAINS DeployedDataPackage,1357142922.638,1357142922.638,,,A0000001.A400008S,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSddatapkg,ALIASES,OMSddatapkg,ALIASFOR,CONTAINS,0:1,0:m
OMSassocmgr,DeployedComponent USES Event,1357142922.628,1357142922.628,,,A0000001.A400008T,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdepcomp,EVENTBROKERS,OMSevent,REGISTEREDEVENTS,USES,0:m,0:m
OMSassocmgr,DELETED *** DeployedComponent IS_RELATED_TO_0_N ITChannel,1320849349.724,,,,A0000001.A400008U,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,HTTPSERVER,OMSitchnnl,CHANNELUSER,DELETED,0:m,0:1
OMSassocmgr,DELETED *** DeployedComponent IS_RELATED_TO_0_N ITSubscriber,1322573112.271,,,,A0000001.A400008V,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,HTTPSERVER,OMSitsbscrb,DAVSUBSCRIBER,DELETED,0:m,0:1
OMSassocmgr,DELETED *** Directory IS_RELATED_TO_0_N ITChannel,1322573112.271,,,,A0000001.A400008W,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdirectry,ARCHIVEPATH,OMSitchnnl,PATHCHANNEL,DELETED,0:m,0:1
OMSassocmgr,DELETED *** Email IS_RELATED_TO_0_1 ITSubscriber,1334139291.575,,,,A0000001.A400008X,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSemail,EMAILADDRESS,OMSitsbscrb,EMAILSUBSCRIBER,DELETED,0:1,0:1
OMSassocmgr,DELETED *** Feature IS_CONTAINED_IN_0_1 AggregateAssociation,1320849349.704,,,,A0000001.A400008Y,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSfeature,MEASUREORLEVEL,OMSaggrgtss,MLAGGREGATION,DELETED,0:1,1:1
OMSassocmgr,DELETED *** File USES DeployedComponent,1346944811.144,,,,A0000001.A400008Z,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSfile,FILES,OMSdepcomp,DEPLOYEDCOMPONENTS,DELETED,0:m,0:m
OMSassocmgr,DELETED *** FitStatistic CONTAINS Target,1320849349.724,,,,A0000001.A4000090,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSfitsttst,FITSTATISTICS,OMStarget,ASSOCIATEDTARGET,DELETED,0:1,0:m
OMSassocmgr,Group USES ITChannel,1357142922.638,1357142922.638,,,A0000001.A4000091,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSgroup,SUBSCRIBERGROUPS,OMSitchnnl,GROUPSUBSCRIPTIONS,USES,0:m,0:m
OMSassocmgr,ITChannel USES ITSubscriber,1357142922.638,1357142922.638,,,A0000001.A4000092,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSitchnnl,SUBSCRIBEDCHANNELS,OMSitsbscrb,CHANNELSUBSCRIPTIONS,USES,0:m,0:m
OMSassocmgr,DELETED *** ITContentSubscriber IS_CONTAINED_IN_0_N ITFilter,1322573112.281,,,,A0000001.A4000093,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSitcntnts,FILTERSUBSCRIBER,OMSitfilter,FILTERLIST,DELETED,0:m,1:1
OMSassocmgr,MiningResult IS_RELATED_TO_0_1 TextStore,1357142922.638,1357142922.638,,,A0000001.A4000094,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSminngrsl,OWNINGMININGRESULT,OMStxtstore,RESULTPMML,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,MiningResult CONTAINS PhysicalTable,1357142922.628,1357142922.628,,,A0000001.A4000095,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSminngrsl,TRAINEDMODELRESULTS,OMSptable,TRAININGTABLE,CONTAINS,0:1,0:m
OMSassocmgr,DELETED *** Person IS_CONTAINED_IN_0_N ITSubscriber,1322573112.271,,,,A0000001.A4000096,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSperson,PROFILEOWNER,OMSitsbscrb,SUBSCRIBERIDENTITYLIST,DELETED,0:m,1:1
OMSassocmgr,Report USES SASFileRef,1357142922.638,1357142922.638,,,A0000001.A4000097,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSreport,REPORTS,OMSsasflrf,FILEREFS,USES,0:m,0:m
OMSassocmgr,Target USES MiningResult,1357142922.638,1357142922.638,,,A0000001.A4000098,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStarget,TARGETS,OMSminngrsl,MODELS,USES,0:m,0:m
OMSassocmgr,TestCat IS_CONTAINED_IN_0_1 TestMouse,1357142922.638,1357142922.638,,,A0000001.A4000099,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestcat,OWNINGCAT,OMStestms,DINNER,IS_CONTAINED_IN_0_1,0:1,1:1
OMSassocmgr,TestFlea HAS TestCat,1357142922.638,1357142922.638,,,A0000001.A400009A,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestflea,FLEAS,OMStestcat,OWNINGCAT,HAS,1:1,0:m
OMSassocmgr,TestFlea HAS_1_N_OF TestLeg,1357142922.638,1357142922.638,,,A0000001.A400009B,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestflea,FLEAS,OMStestleg,ASSOCIATEDLEGS,HAS_1_N_OF,1:m,0:m
OMSassocmgr,TestFlea USES TestFlea,1357142922.638,1357142922.638,,,A0000001.A400009C,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestflea,MALEMATES,OMStestflea,FEMALEMATES,USES,0:m,0:m
OMSassocmgr,TestLeg IS_COMPOSED_OF_0_1 TestMouse,1357142922.638,1357142922.638,,,A0000001.A400009D,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestleg,ASSOCIATEDLEGS,OMStestms,ASSOCIATEDMOUSE,IS_COMPOSED_OF_0_1,0:1,1:m
OMSassocmgr,TestMouse IS_RELATED_TO_0_N TestFlea,1357142922.638,1357142922.638,,,A0000001.A400009E,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestms,ASSOCIATEDMOUSE,OMStestflea,FLEAS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,TestMouse IS_RELATED_TO_0_1 TestMouse,1357142922.638,1357142922.638,,,A0000001.A400009F,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStestms,HUSBAND,OMStestms,WIFE,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,DELETED *** Text USES Target,1322573112.271,,,,A0000001.A400009G,This association template has been deleted.,2.0,0.0,0.0,2.0,OMStext,TEXTUALINFORMATION,OMStarget,TARGETS,DELETED,0:m,0:m
OMSassocmgr,AbstractTransformation USES Event,1357142922.628,1357142922.628,,,A0000001.A400009H,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStransfm,TRIGGEREDTRANSFORMS,OMSevent,TRIGGERINGEVENTS,USES,0:m,0:m
OMSassocmgr,AbstractTransformation USES Event,1357142922.628,1357142922.628,,,A0000001.A400009I,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStransfm,TRIGGERINGTRANSFORMS,OMSevent,TRIGGEREDEVENTS,USES,0:m,0:m
OMSassocmgr,DELETED *** Column USES Key,1322573112.271,,,,A0000001.A400009J,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,DISPLAYCOLUMNS,OMSkey,DISPLAYFORKEY,DELETED,0:m,0:m
OMSassocmgr,Column IS_CONTAINED_IN_0_N AnalyticColumn,1357142922.628,1357142922.628,,,A0000001.A400009K,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSwcolumn,OWNINGCOLUMN,OMSanlytccl,ANALYTICCOLUMNS,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,DELETED *** SASLibrary USES DeployedDataPackage,1346944811.144,,,,A0000001.A400009L,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwlibrary,USEDBYPACKAGES,OMSddatapkg,USINGPACKAGES,DELETED,0:m,0:m
OMSassocmgr,RelationalTable IS_RELATED_TO_0_N AnalyticTable,1357142922.628,1357142922.628,,,A0000001.A400009M,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSwtable,ANALYTICTRAININGTABLE,OMSanlytctb,ANALYTICTABLES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,RelationalTable IS_RELATED_TO_0_N MiningResult,1357142922.628,1357142922.628,,,A0000001.A400009N,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSwtable,TARGETTABLE,OMSminngrsl,MODELRESULTS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,Aggregation HAS Cube,1357142922.628,1357142922.628,,,A0000001.A400009O,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaggregat,AGGREGATIONS,OMScube,OWNINGCUBE,HAS,1:1,0:m
OMSassocmgr,Aggregation USES PhysicalTable,1357142922.628,1357142922.628,,,A0000001.A400009P,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSaggregat,AGGREGATIONS,OMSptable,AGGREGATIONTABLES,USES,0:m,0:m
OMSassocmgr,Cube USES Cube,1357142922.628,1357142922.628,,,A0000001.A400009Q,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScube,PARENTCUBES,OMScube,SUBCUBES,USES,0:m,0:m
OMSassocmgr,DELETED *** DeployedComponent IS_RELATED_TO_0_N ITChannel,1349892778.599,,,,A0000001.A400009R,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,HTTPSERVER,OMSitchnnl,CHANNELUSERS,DELETED,0:m,0:1
OMSassocmgr,Feature IS_CONTAINED_IN_0_N AggregateAssociation,1357142922.628,1357142922.628,,,A0000001.A400009S,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSfeature,MEASUREORLEVEL,OMSaggrgtss,MLAGGREGATIONS,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,File IS_CONTAINED_IN_0_1 Cube,1357142922.628,1357142922.628,,,A0000001.A400009T,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSfile,ASSOCIATEDFILE,OMScube,ASSOCIATEDCUBE,IS_CONTAINED_IN_0_1,0:1,1:1
OMSassocmgr,FitStatistic HAS Target,1357142922.638,1357142922.638,,,A0000001.A400009U,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSfitsttst,FITSTATISTICS,OMStarget,OWNINGTARGET,HAS,1:1,0:m
OMSassocmgr,PhysicalTable USES Cube,1357142922.628,1357142922.628,,,A0000001.A400009V,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSptable,REACHTHRUTABLES,OMScube,REACHTHRUCUBES,USES,0:m,0:m
OMSassocmgr,SecurityRuleScheme IS_CONTAINED_IN_0_N SecurityRule,1357142922.638,1357142922.638,,,A0000001.A400009W,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSsecrtyrl,SECRULESCHEME,OMSsecrtyr0,SECRULES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,Column USES AggregateAssociation,1357142922.628,1357142922.628,,,A0000001.A400009X,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSwcolumn,AGGREGATEDCOLUMNS,OMSaggrgtss,USINGAGGREGATIONS,USES,0:m,0:m
OMSassocmgr,RelationalSchema IS_RELATED_TO_0_N DataTable,1357142922.628,1357142922.628,,,A0000001.A400009Y,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSreltnlsc,TABLEPACKAGE,OMSdtable,TABLES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,ContentLocation IS_RELATED_TO_0_N UnitofTime,1357142922.638,1357142922.638,,,A0000001.A400009Z,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScontntlc,ASSOCIATEDCONTENTLOCATION,OMSuntftm,UNITOFTIMES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,ContentType IS_RELATED_TO_0_N ContentLocation,1357142922.638,1357142922.638,,,A0000001.A40000A0,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScontntty,ASSOCIATEDCONTENTTYPE,OMScontntlc,CONTENTITEMS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,DELETED *** DeployedComponent IS_RELATED_TO_0_N ITSubscriber,1349892778.599,,,,A0000001.A40000A1,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,HTTPSERVER,OMSitsbscrb,DAVSUBSCRIBERS,DELETED,0:m,0:1
OMSassocmgr,DeviceType USES ContentType,1357142922.638,1357142922.638,,,A0000001.A40000A2,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdevctyp,DEVICEDESCRIPTORS,OMScontntty,CONTENTTYPES,USES,0:m,0:m
OMSassocmgr,Device CONTAINS DeviceType,1357142922.638,1357142922.638,,,A0000001.A40000A3,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdevice,DEPLOYEDDEVICES,OMSdevctyp,ASSOCIATEDDEVICETYPE,CONTAINS,0:1,0:m
OMSassocmgr,Directory USES ITChannel,1357142922.638,1357142922.638,,,A0000001.A40000A4,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdirectry,ARCHIVEPATHS,OMSitchnnl,PATHCHANNELS,USES,0:m,0:m
OMSassocmgr,Identity IS_CONTAINED_IN_0_N Change,1357142922.628,1357142922.628,,,A0000001.A40000A5,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSidentity,CHANGEIDENTITY,OMSchange,IDENTITYCHANGES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,ITContentSubscriber IS_CONTAINED_IN_0_N ITFilter,1357142922.638,1357142922.638,,,A0000001.A40000A6,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSitcntnts,FILTERSUBSCRIBER,OMSitfilter,FILTERS,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,JFJob CONTAINS Job,1357142922.628,1357142922.628,,,A0000001.A40000A7,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSjfjob,JFJOBS,OMSjob,ASSOCIATEDJOB,CONTAINS,0:1,0:m
OMSassocmgr,Measure IS_RELATED_TO_0_1 Dimension,1357142922.628,1357142922.628,,,A0000001.A40000A8,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSomeasure,DEFAULTMEASURE,OMSdim,DEFAULTFORDIMENSION,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,Person IS_CONTAINED_IN_0_N ITSubscriber,1357142922.638,1357142922.638,,,A0000001.A40000A9,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSperson,PROFILEOWNER,OMSitsbscrb,SUBSCRIBERIDENTITIES,IS_CONTAINED_IN_0_N,0:m,1:1
