DATE,AIRRPMD,AIRRPMT,CHEMICAL,COAL,DURABLES,HS1FAM,HSTOTAL,NONDUR,PETROL,TOBACCO,VEHICLES
1973-01-01,9.79999542236328,12.5,4885.0,49379.0,34409.0,,,28703.0,2649.0,475.0,6710.0
1973-02-01,8.79999542236328,11.0499954223632,5579.0,45893.0,38208.0,,,31349.0,2723.0,478.0,7134.0
1973-03-01,10.2599945068359,12.9399948120117,5741.0,50547.0,39586.0,,,32515.0,2675.0,486.0,7097.0
1973-04-01,10.4399948120117,13.2399978637695,5910.0,46999.0,39100.0,,,32072.0,2723.0,483.0,6741.0
1973-05-01,10.109992980957,13.1599960327148,5784.0,51420.0,39760.0,,,31884.0,2781.0,526.0,7006.0
1973-06-01,11.5499954223632,14.9499969482421,5962.0,46613.0,41799.0,,,33632.0,2953.0,555.0,7169.0
1973-07-01,12.0,16.0,5152.0,43801.0,35888.0,,,30714.0,2919.0,517.0,5419.0
1973-08-01,13.0,16.979995727539,5536.0,55874.0,36576.0,,,33536.0,3017.0,560.0,4667.0
1973-09-01,9.85999298095703,13.1499938964843,5769.0,48338.0,40163.0,,,34336.0,3121.0,516.0,6227.0
1973-10-01,10.1299972534179,12.8799972534179,5643.0,54380.0,41608.0,,,34796.0,3135.0,534.0,7314.0
1973-11-01,9.7699966430664,11.9899978637695,5610.0,49825.0,40474.0,,,35031.0,3425.0,532.0,6928.0
1973-12-01,10.5799942016601,13.1299972534179,5463.0,48668.0,37115.0,,,33524.0,3694.0,539.0,4866.0
1974-01-01,10.2599945068359,12.9899978637695,5685.0,53530.0,37088.0,,,34160.0,3742.0,549.0,5611.0
1974-02-01,9.44999694824218,11.6899948120117,6452.0,49851.0,40828.0,,,37244.0,4173.0,509.0,5762.0
1974-03-01,11.1599960327148,13.7799987792968,6729.0,51027.0,42829.0,,,38562.0,4374.0,530.0,5638.0
1974-04-01,11.0799942016601,13.6999969482421,7094.0,54181.0,42699.0,,,38124.0,4499.0,531.0,5891.0
1974-05-01,10.6699981689453,13.5699996948242,6987.0,57448.0,44000.0,,,38391.0,4725.0,588.0,6229.0
1974-06-01,12.0,15.1199951171875,7158.0,47884.0,46661.0,,,39866.0,4983.0,601.0,6485.0
1974-07-01,12.0699996948242,15.5499954223632,6580.0,49206.0,39682.0,,,37805.0,5068.0,597.0,5169.0
1974-08-01,13.1799926757812,16.729995727539,7026.0,51604.0,42282.0,,,41065.0,5104.0,624.0,5236.0
1974-09-01,9.85999298095703,12.6799926757812,7556.0,52472.0,46329.0,,,42620.0,5056.0,583.0,6921.0
1974-10-01,10.1899948120117,12.6499938964843,7201.0,60293.0,47165.0,,,42727.0,5042.0,637.0,7703.0
1974-11-01,9.04999542236328,11.1799926757812,6791.0,33524.0,43893.0,,,41251.0,5116.0,577.0,6985.0
1974-12-01,10.7599945068359,13.2699966430664,6118.0,39980.0,38158.0,,,37248.0,4970.0,600.0,4490.0
1975-01-01,10.0599975585937,12.6399993896484,6702.0,55167.0,39836.0,39.7999877929687,56.0999755859375,38568.0,5108.0,600.0,4816.0
1975-02-01,8.93999481201172,11.0099945068359,7376.0,51808.0,43169.0,40.0,54.6999816894531,41443.0,5266.0,622.0,5254.0
1975-03-01,10.9499969482421,13.2999954223632,7609.0,52603.0,43615.0,62.5,80.199951171875,41071.0,5166.0,630.0,5589.0
1975-04-01,10.0699996948242,12.1899948120117,7829.0,53776.0,44511.0,77.7999877929687,97.8999633789062,41849.0,5294.0,628.0,6004.0
1975-05-01,10.4199981689453,12.9099960327148,7558.0,55921.0,43672.0,92.7999877929687,116.099975585937,41138.0,5313.0,652.0,6037.0
1975-06-01,12.1499938964843,14.9099960327148,7620.0,56786.0,46224.0,90.2999877929687,110.299987792968,43351.0,5749.0,679.0,6439.0
1975-07-01,12.75,16.0999908447265,6923.0,45960.0,39601.0,92.7999877929687,119.299987792968,41273.0,5825.0,675.0,4820.0
1975-08-01,13.8099975585937,17.2999877929687,7607.0,51760.0,42688.0,90.699951171875,117.299987792968,44694.0,6317.0,706.0,5180.0
1975-09-01,10.2199935913085,12.8999938964843,8003.0,56066.0,47013.0,84.5,111.899963378906,46192.0,6213.0,639.0,6589.0
1975-10-01,10.9199981689453,13.359992980957,7838.0,60396.0,47081.0,93.7999877929687,123.599975585937,46843.0,6281.0,702.0,6886.0
1975-11-01,10.0599975585937,12.2599945068359,7375.0,53976.0,44225.0,71.5999755859375,96.8999633789062,45563.0,6426.0,801.0,6531.0
1975-12-01,11.359992980957,13.9299926757812,7282.0,54819.0,42501.0,55.5999755859375,76.0999755859375,43286.0,6526.0,724.0,5888.0
1976-01-01,11.2899932861328,13.9399948120117,7615.0,52568.0,42785.0,54.0,72.5,43845.0,6441.0,688.0,6765.0
1976-02-01,10.5399932861328,12.75,8530.0,53773.0,48118.0,72.5999755859375,89.8999633789062,47135.0,6757.0,677.0,7675.0
1976-03-01,11.7999954223632,14.1899948120117,9107.0,60918.0,51715.0,92.3999633789062,118.399963378906,48145.0,6422.0,742.0,8295.0
1976-04-01,12.109992980957,14.6699981689453,9358.0,59145.0,51148.0,107.799987792968,137.199951171875,48209.0,6647.0,705.0,8194.0
1976-05-01,11.7899932861328,14.6599960327148,8882.0,57934.0,52100.0,112.199951171875,147.89990234375,47434.0,6534.0,683.0,8256.0
1976-06-01,13.0699996948242,16.2099914550781,9011.0,59680.0,55138.0,119.599975585937,154.199951171875,49339.0,6925.0,749.0,9056.0
1976-07-01,14.0299987792968,17.719985961914,8003.0,44318.0,46565.0,112.799987792968,136.599975585937,45872.0,6957.0,706.0,6573.0
1976-08-01,14.479995727539,18.1499938964843,8621.0,53622.0,50413.0,112.799987792968,145.89990234375,48653.0,7057.0,712.0,7162.0
1976-09-01,11.1999969482421,14.1899948120117,9324.0,60634.0,53770.0,108.0,151.799926757812,50974.0,7054.0,743.0,7978.0
1976-10-01,11.6599960327148,14.3199996948242,8900.0,58999.0,52725.0,109.099975585937,148.39990234375,50436.0,7044.0,820.0,8005.0
1976-11-01,10.7399978637695,12.9899978637695,8650.0,58780.0,52513.0,89.3999633789062,127.099975585937,49542.0,7087.0,718.0,9185.0
1976-12-01,12.5599975585937,15.1899948120117,8141.0,58414.0,51373.0,71.5999755859375,107.399963378906,47769.0,7422.0,833.0,8236.0
1977-01-01,12.229995727539,15.0899963378906,8314.0,44679.0,49410.0,55.6999816894531,81.2999877929687,47731.0,7676.0,743.0,8726.0
1977-02-01,10.7199935913085,12.9399948120117,9509.0,49260.0,55087.0,87.199951171875,112.5,52120.0,7871.0,745.0,9364.0
1977-03-01,12.8299942016601,15.4599990844726,10264.0,66776.0,60887.0,125.799987792968,173.599975585937,53611.0,7608.0,793.0,10777.0
1977-04-01,12.5899963378906,15.3899993896484,10105.0,60549.0,58454.0,138.799926757812,182.199951171875,52872.0,7755.0,773.0,10081.0
1977-05-01,12.3099975585937,15.3399963378906,9844.0,62499.0,58760.0,152.199951171875,201.299926757812,51957.0,7757.0,803.0,10112.0
1977-06-01,13.6899948120117,17.0199890136718,9930.0,63095.0,62651.0,149.099975585937,197.599975585937,54024.0,7964.0,820.0,11035.0
1977-07-01,15.0,18.8499908447265,8669.0,49584.0,52591.0,138.199951171875,189.799926757812,49653.0,8087.0,765.0,8554.0
1977-08-01,15.6199951171875,19.489990234375,9465.0,57751.0,56045.0,140.5,194.0,53987.0,8083.0,832.0,7826.0
1977-09-01,12.3399963378906,15.609992980957,10055.0,69510.0,61709.0,131.599975585937,177.699951171875,55381.0,8077.0,806.0,10229.0
1977-10-01,13.0199966430664,16.1599884033203,9400.0,67660.0,63019.0,135.39990234375,193.099975585937,55461.0,8295.0,779.0,11419.0
1977-11-01,12.2399978637695,14.8399963378906,9175.0,68979.0,59605.0,109.299987792968,154.799926757812,54190.0,8137.0,841.0,10501.0
1977-12-01,14.0099945068359,17.0399932861328,9161.0,31002.0,57902.0,87.0999755859375,129.199951171875,52998.0,8346.0,889.0,9134.0
1978-01-01,13.4199981689453,16.6199951171875,9366.0,23115.0,54053.0,63.2999877929687,88.5999755859375,50885.0,8005.0,798.0,9070.0
1978-02-01,12.0299987792968,14.5099945068359,10309.0,23520.0,62372.0,72.7999877929687,101.299987792968,56428.0,8151.0,800.0,10600.0
1978-03-01,15.3199996948242,18.4499969482421,11010.0,38765.0,67083.0,121.399963378906,172.099975585937,57617.0,8019.0,876.0,11641.0
1978-04-01,14.3199996948242,17.5799865722656,11434.0,59530.0,67969.0,139.89990234375,197.5,58483.0,8207.0,903.0,11920.0
1978-05-01,14.4599990844726,17.9599914550781,10841.0,68760.0,67011.0,154.89990234375,211.0,57610.0,8273.0,835.0,11780.0
1978-06-01,16.5299987792968,20.5099945068359,11161.0,65565.0,71380.0,154.299926757812,216.0,59683.0,8721.0,1003.0,12035.0
1978-07-01,17.739990234375,22.479995727539,9605.0,53640.0,58902.0,139.299926757812,192.199951171875,54911.0,8719.0,821.0,8645.0
1978-08-01,18.9299926757812,23.6999969482421,10241.0,64395.0,65653.0,140.0,190.89990234375,59912.0,8925.0,968.0,9141.0
1978-09-01,14.7799987792968,19.0299987792968,10914.0,57775.0,71345.0,124.599975585937,180.5,61282.0,9110.0,939.0,11290.0
1978-10-01,15.0299987792968,18.8099975585937,10704.0,69860.0,73238.0,131.099975585937,192.099975585937,62276.0,8899.0,1043.0,12987.0
1978-11-01,14.4399948120117,17.75,10435.0,69245.0,70662.0,110.399963378906,158.599975585937,60837.0,9074.0,1014.0,12532.0
1978-12-01,15.6599960327148,19.3899993896484,10425.0,59630.0,68389.0,81.3999633789062,119.5,58591.0,9464.0,941.0,10566.0
1979-01-01,15.5099945068359,19.4099884033203,11117.0,57451.0,67099.0,57.5,88.199951171875,59255.0,9736.0,879.0,11891.0
1979-02-01,14.9199981689453,17.9599914550781,11701.0,54525.0,75298.0,59.2999877929687,84.5,63573.0,10320.0,776.0,12956.0
1979-03-01,18.8199920654296,22.5799865722656,13268.0,66379.0,82915.0,109.799987792968,152.89990234375,68120.0,10790.0,864.0,13669.0
1979-04-01,16.7999877929687,20.7899932861328,12370.0,63531.0,75325.0,121.199951171875,161.0,64409.0,10675.0,830.0,11881.0
1979-05-01,16.2899932861328,20.6299896240234,12952.0,69058.0,80000.0,131.199951171875,189.099975585937,67059.0,11403.0,904.0,13167.0
1979-06-01,18.8699951171875,24.0499877929687,13059.0,70287.0,81123.0,134.5,191.799926757812,69023.0,12041.0,766.0,11738.0
1979-07-01,20.2799987792968,26.0599975585937,11540.0,53252.0,68893.0,117.799987792968,164.199951171875,64987.0,12375.0,975.0,8484.0
1979-08-01,22.1599884033203,27.9599914550781,11954.0,71181.0,73079.0,119.399963378906,170.299926757812,69691.0,13378.0,907.0,7283.0
1979-09-01,16.219985961914,21.1399993896484,12840.0,64189.0,79554.0,105.699951171875,163.699951171875,72829.0,14004.0,896.0,10483.0
1979-10-01,16.6899871826171,21.7999877929687,12429.0,78070.0,81295.0,107.899963378906,169.0,72847.0,13881.0,951.0,11644.0
1979-11-01,16.0699920654296,19.8099975585937,12205.0,68037.0,75178.0,72.0,118.699951171875,71810.0,14469.0,937.0,10048.0
1979-12-01,16.5199890136718,20.5199890136718,12241.0,60339.0,72966.0,57.7999877929687,91.5999755859375,70906.0,15296.0,917.0,8134.0
1980-01-01,15.8799972534179,20.0,12948.0,69105.0,72042.0,49.2999877929687,73.0999755859375,71116.0,15696.0,877.0,8808.0
1980-02-01,15.1399993896484,18.5799865722656,13641.0,65180.0,81147.0,49.8999938964843,79.8999633789062,76297.0,16522.0,932.0,10054.0
1980-03-01,18.0899963378906,22.1699981689453,14682.0,70473.0,83253.0,51.6999816894531,85.0999755859375,78153.0,16554.0,899.0,9921.0
1980-04-01,16.6799926757812,20.7599945068359,13982.0,69135.0,76933.0,61.5,96.199951171875,74222.0,16039.0,1039.0,8850.0
1980-05-01,16.3399963378906,20.9099884033203,13213.0,70531.0,73656.0,64.8999633789062,91.699951171875,74192.0,16394.0,1014.0,7780.0
1980-06-01,18.4399871826171,23.6299896240234,13338.0,70830.0,77091.0,76.8999633789062,116.399963378906,76787.0,16693.0,945.0,7856.0
1980-07-01,18.9299926757812,24.9199981689453,11830.0,60656.0,66719.0,85.5999755859375,120.099975585937,71088.0,15875.0,1054.0,6102.0
1980-08-01,20.0499877929687,26.3899993896484,12802.0,67890.0,71584.0,92.0,129.89990234375,77133.0,16218.0,1080.0,6416.0
1980-09-01,14.8399963378906,19.6199951171875,14276.0,68344.0,82807.0,95.0,138.299926757812,81130.0,16254.0,1009.0,9469.0
1980-10-01,15.8399963378906,20.0899963378906,13986.0,71723.0,85376.0,97.5,152.699951171875,81708.0,16818.0,1144.0,11073.0
1980-11-01,14.2699966430664,17.8899993896484,13362.0,68130.0,81155.0,71.199951171875,112.899963378906,80616.0,17647.0,1068.0,9935.0
1980-12-01,16.3699951171875,20.25,14457.0,71647.0,78834.0,56.5999755859375,95.8999633789062,79647.0,17963.0,1133.0,8296.0
1981-01-01,15.729995727539,19.3299865722656,14415.0,65622.0,74198.0,48.0,84.5,79597.0,19128.0,1009.0,8340.0
1981-02-01,14.0599975585937,16.979995727539,15125.0,70446.0,83436.0,48.0,71.8999633789062,84931.0,19425.0,1027.0,9406.0
1981-03-01,16.4599914550781,19.8199920654296,16638.0,77718.0,90060.0,70.5,107.799987792968,86512.0,18351.0,1028.0,10862.0
1981-04-01,16.4199981689453,20.2599945068359,15765.0,35816.0,87728.0,83.5999755859375,123.0,84206.0,18024.0,1064.0,11119.0
1981-05-01,17.4599914550781,21.8699951171875,15565.0,37829.0,87369.0,73.7999877929687,109.899963378906,83778.0,18629.0,1009.0,11430.0
1981-06-01,17.8999938964843,22.6999969482421,16140.0,61083.0,93453.0,72.5,105.799987792968,87951.0,19015.0,1107.0,12158.0
1981-07-01,19.0399932861328,24.5599975585937,14063.0,73510.0,77190.0,69.5,99.8999633789062,80755.0,18306.0,1141.0,8390.0
1981-08-01,18.75,24.6199951171875,14738.0,78248.0,82221.0,57.0,86.2999877929687,86097.0,18988.0,1170.0,8530.0
1981-09-01,15.1699981689453,19.75,15743.0,81303.0,87873.0,58.2999877929687,84.0999755859375,88193.0,18577.0,1142.0,9579.0
1981-10-01,16.0499877929687,20.25,14310.0,84784.0,85603.0,49.8999938964843,87.199951171875,86326.0,18853.0,1117.0,10511.0
1981-11-01,14.9199981689453,18.2999877929687,13822.0,76027.0,80085.0,40.0999755859375,64.5999755859375,82788.0,18366.0,1149.0,9140.0
1981-12-01,16.739990234375,20.4199981689453,14133.0,75966.0,77249.0,34.0999755859375,59.0999755859375,79946.0,18470.0,1167.0,7516.0
1982-01-01,16.0699920654296,19.7799987792968,13833.0,66443.0,69160.0,29.2999877929687,47.1999816894531,77489.0,17685.0,1088.0,7148.0
1982-02-01,15.0499954223632,17.989990234375,14861.0,70344.0,79345.0,32.5,51.2999877929687,83272.0,16917.0,1074.0,8727.0
1982-03-01,18.2899932861328,21.7099914550781,15806.0,82932.0,84289.0,51.7999877929687,78.199951171875,83971.0,15878.0,1066.0,10142.0
1982-04-01,17.7599945068359,21.5799865722656,15132.0,73155.0,79594.0,55.7999877929687,84.0999755859375,80860.0,16553.0,1158.0,10538.0
1982-05-01,17.2599945068359,21.5199890136718,15237.0,70656.0,80869.0,58.8999938964843,98.7999877929687,82989.0,17669.0,1145.0,10931.0
1982-06-01,18.969985961914,23.6699981689453,15514.0,71231.0,84664.0,63.5,91.0999755859375,86483.0,18161.0,1394.0,11624.0
1982-07-01,19.7899932861328,25.1599884033203,13098.0,59868.0,70639.0,61.3999938964843,106.799987792968,78719.0,17721.0,1028.0,8605.0
1982-08-01,20.229995727539,25.8199920654296,14102.0,72091.0,73669.0,62.0,96.0,83376.0,17377.0,1284.0,8690.0
1982-09-01,15.609992980957,20.1199951171875,14948.0,67203.0,80160.0,63.2999877929687,106.399963378906,87388.0,17824.0,1498.0,10024.0
1982-10-01,16.75,20.9399871826171,13269.0,70068.0,75894.0,66.2999877929687,110.5,83593.0,17473.0,1265.0,9432.0
1982-11-01,15.9499969482421,19.1999969482421,13284.0,63043.0,72461.0,66.0,108.899963378906,81167.0,16793.0,1108.0,8622.0
1982-12-01,17.3399963378906,20.9199981689453,13719.0,62177.0,71371.0,51.7999877929687,82.8999633789062,78697.0,16379.0,1347.0,7694.0
1983-01-01,17.5599975585937,21.1999969482421,13516.0,62454.0,71099.0,56.2999877929687,91.2999877929687,77631.0,15468.0,1040.0,9703.0
1983-02-01,16.7899932861328,19.719985961914,14640.0,60394.0,79103.0,60.3999938964843,96.2999877929687,82062.0,14425.0,1058.0,11560.0
1983-03-01,21.5599975585937,25.1999969482421,15590.0,68553.0,85854.0,86.199951171875,134.599975585937,85209.0,15026.0,1351.0,12127.0
1983-04-01,18.489990234375,22.3399963378906,14763.0,61552.0,82169.0,93.199951171875,135.799926757812,82774.0,15659.0,1111.0,11729.0
1983-05-01,18.5299987792968,23.0799865722656,15501.0,62916.0,83703.0,114.899963378906,174.89990234375,85174.0,16073.0,1276.0,12571.0
1983-06-01,20.6799926757812,26.1299896240234,16344.0,61445.0,92283.0,114.199951171875,173.199951171875,90312.0,17092.0,1594.0,13710.0
1983-07-01,20.8299865722656,27.0699920654296,13935.0,54904.0,76445.0,100.399963378906,161.599975585937,82528.0,16829.0,1162.0,9897.0
1983-08-01,21.219985961914,27.5999908447265,15188.0,72891.0,82851.0,109.899963378906,176.799926757812,89030.0,16896.0,1371.0,11304.0
1983-09-01,17.0499877929687,22.3399963378906,16894.0,69927.0,92437.0,97.199951171875,154.89990234375,93406.0,16987.0,1595.0,13493.0
1983-10-01,18.4299926757812,23.4099884033203,15551.0,71340.0,91767.0,91.8999633789062,159.299926757812,90877.0,16200.0,1402.0,14372.0
1983-11-01,17.2099914550781,21.0,15360.0,68272.0,90337.0,81.8999633789062,136.0,88705.0,15864.0,1474.0,14226.0
1983-12-01,18.5699920654296,22.739990234375,15927.0,63354.0,91423.0,61.0,108.299987792968,87723.0,16051.0,1818.0,12593.0
1984-01-01,17.6499938964843,21.7799987792968,15563.0,67622.0,84937.0,67.699951171875,109.099975585937,84247.0,15166.0,1109.0,14620.0
1984-02-01,17.0599975585937,20.5299987792968,16485.0,73408.0,95447.0,81.0,130.0,89781.0,15294.0,1307.0,16005.0
1984-03-01,20.8199920654296,25.1899871826171,17592.0,81232.0,101930.0,87.7999877929687,137.5,94280.0,16176.0,1549.0,16683.0
1984-04-01,19.9499969482421,24.6599884033203,17036.0,72511.0,96194.0,106.399963378906,172.699951171875,91421.0,16291.0,1380.0,15487.0
1984-05-01,20.3699951171875,25.6999969482421,17091.0,80676.0,97872.0,115.199951171875,180.699951171875,91442.0,15918.0,1488.0,15684.0
1984-06-01,22.0999908447265,28.25,17861.0,76094.0,104820.0,111.0,184.0,95644.0,16349.0,1682.0,15962.0
1984-07-01,22.2799987792968,28.8999938964843,15408.0,74381.0,87024.0,97.8999633789062,162.099975585937,87613.0,15730.0,1362.0,12000.0
1984-08-01,23.8799896240234,30.8499908447265,16329.0,90365.0,94555.0,91.8999633789062,147.39990234375,92121.0,15551.0,1539.0,13769.0
1984-09-01,19.1299896240234,25.0799865722656,17277.0,78538.0,101081.0,90.5,148.5,96332.0,16322.0,1541.0,14031.0
1984-10-01,20.3499908447265,25.4599914550781,15855.0,69419.0,101139.0,91.8999633789062,152.299926757812,92563.0,15427.0,1444.0,16078.0
1984-11-01,19.5,23.6299896240234,15434.0,64039.0,97814.0,80.0,126.199951171875,89978.0,15418.0,1339.0,15827.0
1984-12-01,20.5899963378906,25.0799865722656,16299.0,63475.0,96667.0,62.7999877929687,98.8999633789062,89528.0,15371.0,1699.0,13149.0
1985-01-01,20.0399932861328,24.3699951171875,15911.0,67921.0,88458.0,59.2999877929687,105.399963378906,84150.0,13610.0,1153.0,15969.0
1985-02-01,18.6599884033203,22.219985961914,16618.0,66897.0,97974.0,63.3999938964843,95.3999633789062,90800.0,14160.0,1439.0,16628.0
1985-03-01,24.5499877929687,28.8799896240234,17756.0,77347.0,104959.0,92.5999755859375,145.0,94607.0,14792.0,1620.0,16670.0
1985-04-01,23.1199951171875,27.8199920654296,17138.0,76241.0,99301.0,108.699951171875,175.799926757812,90229.0,15252.0,1382.0,16487.0
1985-05-01,23.2799987792968,29.1699981689453,16739.0,77979.0,100519.0,107.5,170.199951171875,91499.0,15221.0,1624.0,16883.0
1985-06-01,23.8599853515625,30.9199981689453,17663.0,72731.0,106660.0,101.699951171875,163.199951171875,94806.0,15651.0,1926.0,16201.0
1985-07-01,25.5,32.8999938964843,14980.0,68821.0,88344.0,105.599975585937,160.699951171875,85937.0,14884.0,1258.0,12168.0
1985-08-01,26.3299865722656,34.0799865722656,15933.0,79212.0,96490.0,99.5,160.699951171875,91527.0,15253.0,1466.0,14010.0
1985-09-01,19.8799896240234,26.0599975585937,17163.0,73596.0,103793.0,89.8999633789062,147.699951171875,95138.0,14825.0,1708.0,16556.0
1985-10-01,21.5599975585937,27.0,15903.0,79711.0,103922.0,104.699951171875,173.0,92064.0,14776.0,1364.0,17404.0
1985-11-01,20.1399993896484,24.5,15314.0,68881.0,99829.0,73.3999633789062,124.099975585937,91758.0,15449.0,1502.0,16435.0
1985-12-01,23.6699981689453,28.469985961914,16194.0,69593.0,96916.0,66.0,120.5,89440.0,15262.0,2065.0,13123.0
1986-01-01,22.0499877929687,26.8399963378906,16246.0,77804.0,89596.0,72.0,115.599975585937,85836.0,13937.0,873.0,16744.0
1986-02-01,21.1499938964843,24.9299926757812,16943.0,72209.0,99911.0,65.0999755859375,107.199951171875,89401.0,12002.0,1438.0,17410.0
1986-03-01,26.5199890136718,31.3899993896484,17069.0,77078.0,103879.0,97.0,151.0,89652.0,10834.0,1838.0,16484.0
1986-04-01,24.6099853515625,29.1499938964843,17320.0,74333.0,102465.0,118.399963378906,188.199951171875,86915.0,10568.0,1375.0,17103.0
1986-05-01,25.3399963378906,30.3699951171875,16421.0,72568.0,100547.0,126.099975585937,186.599975585937,87429.0,11049.0,1677.0,17301.0
1986-06-01,26.6999969482421,32.6799926757812,16979.0,72071.0,108060.0,124.899963378906,183.599975585937,91813.0,10246.0,2222.0,17301.0
1986-07-01,28.729995727539,35.6599731445312,14749.0,67253.0,90221.0,113.5,172.0,81818.0,9413.0,1240.0,12843.0
1986-08-01,30.719985961914,38.47998046875,16141.0,75912.0,95026.0,109.399963378906,163.799926757812,88796.0,9682.0,1509.0,13748.0
1986-09-01,23.1299896240234,29.0,17461.0,74407.0,105774.0,102.5,154.0,93955.0,9671.0,1747.0,16904.0
1986-10-01,24.3999938964843,29.5999908447265,15934.0,79412.0,104244.0,100.899963378906,154.799926757812,89732.0,8991.0,1263.0,17342.0
1986-11-01,23.0699920654296,27.7099914550781,15581.0,69774.0,99314.0,77.5,115.699951171875,88261.0,9224.0,1653.0,15476.0
1986-12-01,25.6699981689453,30.739990234375,16246.0,73201.0,102667.0,72.199951171875,113.0,86842.0,9261.0,2243.0,15424.0
1987-01-01,23.4299926757812,28.6999969482421,16394.0,74473.0,89987.0,69.199951171875,105.099975585937,83410.0,9289.0,837.0,15988.0
1987-02-01,23.8199920654296,28.0199890136718,17353.0,71447.0,104593.0,71.7999877929687,102.799987792968,91283.0,9333.0,1396.0,19244.0
1987-03-01,29.6699981689453,35.0799865722656,17887.0,75609.0,111427.0,100.399963378906,141.199951171875,93980.0,9663.0,1851.0,18715.0
1987-04-01,28.469985961914,34.2099914550781,17784.0,70768.0,104379.0,118.299987792968,159.299926757812,90976.0,9907.0,1238.0,17780.0
1987-05-01,28.239990234375,34.8299865722656,17959.0,70436.0,103747.0,114.099975585937,158.0,92521.0,10318.0,1788.0,17160.0
1987-06-01,28.489990234375,36.2699890136718,18705.0,76780.0,113047.0,114.099975585937,162.89990234375,97948.0,10772.0,2206.0,17349.0
1987-07-01,30.7999877929687,39.9399719238281,16474.0,69427.0,93309.0,111.5,152.39990234375,90396.0,11194.0,1225.0,11171.0
1987-08-01,31.7899932861328,41.5599975585937,17652.0,80348.0,100132.0,100.699951171875,143.599975585937,95658.0,11176.0,1591.0,13438.0
1987-09-01,24.239990234375,31.6299896240234,19064.0,82118.0,114346.0,109.099975585937,152.0,101244.0,10952.0,2092.0,16713.0
1987-10-01,25.7599945068359,32.6699829101562,17780.0,85630.0,112009.0,96.5999755859375,139.099975585937,98588.0,10984.0,1382.0,18369.0
1987-11-01,24.2999877929687,29.8999938964843,17600.0,78919.0,107526.0,79.2999877929687,118.799987792968,96678.0,10699.0,2007.0,17067.0
1987-12-01,25.6299896240234,31.6599884033203,18053.0,79246.0,108990.0,61.1999816894531,85.3999633789062,93871.0,10241.0,2322.0,14055.0
1988-01-01,24.0899963378906,30.4499969482421,19957.0,75364.0,97328.0,55.7999877929687,78.199951171875,95132.0,10257.0,1090.0,15500.0
