T,S004,S013,S022,S031,S040,S049,S058,S067,S076,S085,S094,S103,S112,S121,S130,S139,S148,S157,S166,S175,S193,S202,S211,S220,S247,S256,S265,S274,S283,S310,S319,S346,S355,S373,S400,S517,S535,S553,S679,S724,S778,S805,S814,S823,S832,S886,S895,S922,S949,S967,S976
11.0,170673.0,1085.0,2.70743942260742,101.5,8095.0,45495.0,608.099609375,194210.0,36.5,238.5,48.5199890136718,326528.0,524.19970703125,6.29999923706054,20.1699981689453,30283.0,750.0,405.0,,329757.0,300.0,118389.0,759.0,5820.0,170.799926757812,,2597.0,33.5999755859375,85.7999877929687,3167.0,64.25,23.0,137.0,107.0,167.0,6615.0,6.39999771118164,546.0,185.0,1510.0,116.0,83254.0,120.399963378906,193.799926757812,120.109985351562,99.3999633789062,101.599975585937,1622.0,2165.0,2.39999961853027,569.0
12.0,161909.0,358.0,2.71395874023437,102.399963378906,8156.0,45044.0,639.19970703125,205420.0,39.0,279.5,50.4599914550781,336577.0,537.69970703125,6.69999694824218,23.2799987792968,28647.0,829.0,466.0,,315461.0,326.0,122469.0,743.0,5963.0,164.199951171875,,2433.0,34.5999755859375,85.5999755859375,3206.0,65.8799438476562,22.0,120.0,74.0,182.0,6630.0,9.89999389648437,643.0,178.0,1489.0,117.399963378906,83965.0,121.899963378906,195.39990234375,120.909973144531,88.3999633789062,88.2999877929687,1564.0,1868.0,2.39999961853027,569.0
13.0,199636.0,611.0,2.72535896301269,96.0,8245.0,47903.0,697.39990234375,212140.0,38.1999816894531,295.099853515625,52.5199890136718,356556.0,547.7998046875,7.0,25.6299896240234,32460.0,891.0,409.0,,333594.0,307.0,121742.0,664.0,6547.0,,,2398.0,31.2999877929687,88.199951171875,3259.0,67.93994140625,22.0,106.0,,187.0,4924.0,11.1999969482421,467.0,125.0,1637.0,117.5,84827.0,122.5,196.099975585937,121.759948730468,90.5,93.2999877929687,1244.0,2349.0,2.39999961853027,563.0
14.0,233006.0,184.0,2.74030876159668,94.5999755859375,8472.0,41512.0,664.39990234375,,,298.39990234375,,,557.19970703125,7.29999923706054,,,,462.0,,,312.0,119507.0,1221.0,5778.0,,,2406.0,,89.3999633789062,3301.0,69.5599975585937,22.0,110.0,,172.0,9605.0,10.1999969482421,362.0,148.0,1828.0,120.299987792968,85383.0,123.699951171875,198.0,123.239990234375,90.2999877929687,94.3999633789062,1456.0,2239.0,2.39999961853027,565.0
15.0,214539.0,137.0,,99.199951171875,9285.0,33061.0,761.69970703125,,,316.0,,,564.39990234375,7.69999694824218,,,,415.0,,,203.0,123400.0,1338.0,5102.0,,,2483.0,,88.2999877929687,3340.0,71.6699829101562,23.0,116.0,,161.0,12459.0,8.19999694824218,497.0,163.0,2011.0,118.899963378906,87179.0,123.899963378906,199.5,124.419982910156,90.0,95.0,1534.0,2443.0,2.5,566.0
16.0,208055.0,260.0,,101.599975585937,9855.0,58243.0,838.0,,,340.5,,,572.0,,,,,377.0,,,160.0,122027.0,192.0,5374.0,,,2469.0,,87.8999633789062,3348.0,71.3699951171875,37.0,121.0,,130.0,5853.0,9.0,905.0,195.0,2062.0,125.899963378906,86731.0,124.599975585937,201.099975585937,125.43994140625,85.699951171875,90.3999633789062,1689.0,2480.0,2.39999961853027,567.0
17.0,251314.0,297.0,,95.3999633789062,10791.0,43464.0,1044.8994140625,,,363.5,,,577.39990234375,,,,,425.0,,,218.0,117781.0,1060.0,6742.0,,,2459.0,,87.3999633789062,3439.0,75.3999633789062,47.0,131.0,,117.0,11685.0,8.59999847412109,970.0,173.0,1636.0,125.299987792968,86295.0,124.899963378906,201.599975585937,127.019958496093,86.199951171875,89.8999633789062,1641.0,2384.0,2.29999923706054,570.0
18.0,273587.0,682.0,,92.2999877929687,10573.0,65667.0,1191.0,,,361.199951171875,,,584.19970703125,,,,,411.0,,,274.0,122794.0,768.0,8400.0,,,2708.0,,86.699951171875,3499.0,76.0499877929687,62.0,141.0,,122.0,8960.0,6.79999923706054,1288.0,202.0,1629.0,126.0,87367.0,124.399963378906,203.599975585937,128.719970703125,81.2999877929687,84.2999877929687,1588.0,2608.0,2.29999923706054,574.0
19.0,276606.0,893.0,,77.199951171875,10721.0,80389.0,,,,365.699951171875,,,594.69970703125,,,,,386.0,,,211.0,126610.0,601.0,12085.0,,,2847.0,,86.8999633789062,3571.0,76.93994140625,68.0,147.0,,120.0,12406.0,5.89999771118164,1033.0,214.0,2137.0,123.899963378906,87022.0,124.799987792968,203.89990234375,130.059936523437,74.699951171875,79.5,1614.0,3431.0,2.09999847412109,579.0
20.0,237456.0,463.0,,88.0,11710.0,,,,,371.699951171875,,,605.7998046875,,,,,406.0,,,288.0,127598.0,591.0,10568.0,,,3145.0,,87.0,3653.0,79.4599609375,75.0,148.0,,123.0,5802.0,5.89999771118164,1592.0,199.0,2034.0,125.799987792968,88190.0,125.5,204.699951171875,131.489990234375,72.7999877929687,78.3999633789062,1639.0,3780.0,2.09999847412109,583.0
21.0,327433.0,575.0,,100.0,11626.0,,,,,,,,617.69970703125,,,,,404.0,,,,125112.0,450.0,12203.0,,,3606.0,,86.7999877929687,3748.0,82.7699584960937,75.0,143.0,,125.0,5395.0,8.39999389648437,1840.0,195.0,2259.0,126.0,88085.0,127.599975585937,205.099975585937,132.639892578125,62.8999938964843,71.0,1763.0,4062.0,2.09999847412109,591.0
22.0,275882.0,593.0,,100.799987792968,,,,,,,,,628.0,,,,,417.0,,,,125328.0,1396.0,10882.0,,,3598.0,,88.0999755859375,3809.0,82.9099731445312,73.0,143.0,,111.0,10760.0,9.19999694824218,961.0,212.0,1963.0,127.699951171875,88348.0,128.89990234375,205.39990234375,134.18994140625,56.8999938964843,67.5999755859375,1779.0,5396.0,2.09999847412109,597.0
23.0,350083.0,645.0,,,,,,,,,,,638.89990234375,,,,,400.0,,,,114609.0,1014.0,11246.0,,,3948.0,,88.0,3855.0,81.739990234375,75.0,148.0,,106.0,8189.0,10.0,860.0,220.0,1415.0,129.699951171875,88038.0,130.599975585937,205.699951171875,135.599975585937,56.7999877929687,63.6999816894531,1622.0,4993.0,2.19999885559082,601.0
24.0,,644.0,,,,,,,,,,,645.099609375,,,,,384.0,,,,115452.0,933.0,9756.0,,,4238.0,,89.2999877929687,3908.0,80.4199829101562,76.0,155.0,,115.0,8644.0,9.5,824.0,218.0,2217.0,135.0,88275.0,128.39990234375,205.599975585937,136.789916992187,59.8999938964843,63.0,1491.0,4129.0,2.19999885559082,605.0
25.0,,634.0,,,,,,,,,,,662.7998046875,,,,,370.0,,,,,719.0,9617.0,,,4739.0,,89.3999633789062,3927.0,78.3399658203125,86.0,167.0,,124.0,8105.0,10.8999938964843,673.0,160.0,2287.0,136.0,88362.0,130.699951171875,206.89990234375,138.22998046875,71.2999877929687,68.699951171875,1603.0,3344.0,2.29999923706054,604.0
26.0,,124.0,,,,,,,,,,,675.69970703125,,,,,411.0,,,,,853.0,7076.0,,,4939.0,,89.0,3960.0,79.699951171875,91.0,185.0,,126.0,9243.0,12.0,563.0,201.0,1365.0,137.799926757812,87900.0,130.5,204.89990234375,138.89990234375,76.199951171875,72.699951171875,1820.0,2883.0,2.39999961853027,604.0
27.0,,32.0,,,,,,,,,,,691.099609375,,,,,425.0,,,,,885.0,12625.0,,,5180.0,,88.8999633789062,4035.0,82.0299682617187,95.0,197.0,,116.0,12580.0,11.7999954223632,744.0,217.0,1786.0,140.39990234375,88639.0,130.299926757812,205.39990234375,139.559936523437,81.0999755859375,70.5,1517.0,2634.0,2.39999961853027,606.0
28.0,,208.0,,,,,,,,,,,710.0,,,,,420.0,,,,,1173.0,14519.0,,,5343.0,,88.8999633789062,4102.0,83.0599975585937,90.0,223.0,,108.0,10728.0,10.6999969482421,1166.0,167.0,1870.0,140.5,88663.0,130.599975585937,205.099975585937,140.139892578125,87.0,72.0999755859375,1448.0,1866.0,2.5,610.0
29.0,,457.0,,,,,,,,,,,729.5,,,,,488.0,,,,,965.0,7190.0,,,5222.0,,89.5999755859375,4187.0,85.5099487304687,90.0,245.0,,112.0,9074.0,10.6999969482421,1367.0,182.0,1659.0,141.599975585937,89034.0,131.699951171875,204.39990234375,140.509887695312,88.8999633789062,72.0,1467.0,1951.0,2.19999885559082,610.0
30.0,,508.0,,,,,,,,,,,743.2998046875,,,,,382.0,,,,,724.0,7912.0,,,5357.0,,89.7999877929687,4299.0,86.0499877929687,99.0,256.0,,108.0,9199.0,11.8999938964843,1586.0,197.0,1925.0,141.799926757812,89620.0,131.39990234375,205.0,140.719970703125,85.5999755859375,71.5,1550.0,1450.0,2.59999847412109,611.0
31.0,,1832.0,,,,,,,,,,,755.89990234375,,,,,398.0,,,,,,9118.0,,,5338.0,,89.8999633789062,4378.0,85.4199829101562,115.0,268.0,,106.0,,6.09999847412109,1661.0,226.0,1733.0,142.39990234375,89502.0,132.5,205.699951171875,141.409912109375,88.0999755859375,70.3999633789062,1562.0,1050.0,2.59999847412109,
32.0,,4037.0,,,,,,,,,,,770.69970703125,,,,,406.0,,,,,,7766.0,,,5354.0,,90.3999633789062,4439.0,89.8799438476562,157.0,249.0,,110.0,,5.89999771118164,1674.0,226.0,1537.0,134.0,90618.0,133.599975585937,207.39990234375,142.359985351562,97.699951171875,71.0999755859375,1569.0,623.0,2.59999847412109,
33.0,,4589.0,,,,,,,,,,,774.39990234375,,,,,397.0,,,,,,8531.0,,,5305.0,,91.0999755859375,4521.0,90.0199584960937,175.0,238.0,,110.0,,10.3999938964843,,189.0,1854.0,138.199951171875,90641.0,133.39990234375,206.0,142.779907226562,99.0999755859375,71.699951171875,1455.0,522.0,2.79999923706054,
34.0,,6250.0,,,,,,,,,,,784.5,,,,,498.0,,,,,,10736.0,,,5580.0,,90.7999877929687,4589.0,89.5799560546875,177.0,227.0,,96.0,,7.5,,228.0,1705.0,139.099975585937,89522.0,134.5,205.599975585937,142.969970703125,101.299987792968,73.7999877929687,1524.0,429.0,2.89999961853027,
35.0,,11721.0,,,,,,,,,,,800.89990234375,,,,,487.0,,,,,,,,,5756.0,,91.3999633789062,4665.0,90.5699462890625,177.0,218.0,,94.0,,4.89999771118164,,223.0,1756.0,140.299926757812,91492.0,134.39990234375,208.5,144.099975585937,101.899963378906,81.8999633789062,1486.0,124.0,3.29999923706054,
36.0,,14148.0,,,,,,,,,,,815.89990234375,,,,,425.0,,,,,,,,,6272.0,,91.5,4682.0,88.219970703125,191.0,211.0,,96.0,,8.19999694824218,,214.0,1601.0,134.599975585937,93659.0,132.799926757812,210.099975585937,145.359985351562,103.799987792968,81.5,1484.0,286.0,3.69999885559082,
37.0,,15488.0,,,,,,,,,,,834.89990234375,,,,,428.0,,,,,,,,,6622.0,,92.0,4725.0,83.1299438476562,164.0,226.0,,97.0,,7.69999694824218,,167.0,1628.0,128.199951171875,94305.0,133.0,209.299926757812,146.029907226562,104.399963378906,83.0,1361.0,177.0,4.5,
38.0,,13450.0,,,,,,,,,,,858.099609375,,,,,432.0,,,,,,,,,6847.0,,92.0999755859375,4773.0,83.5299682617187,162.0,250.0,,99.0,,7.19999694824218,,160.0,1544.0,126.399963378906,94370.0,133.0,212.699951171875,146.889892578125,106.399963378906,85.5999755859375,1433.0,203.0,4.69999694824218,
39.0,,18689.0,,,,,,,,,,,,,,,,492.0,,,,,,,,,7162.0,,92.3999633789062,4837.0,81.8299560546875,142.0,271.0,,94.0,,5.0,,210.0,1538.0,128.5,95292.0,133.099975585937,212.89990234375,147.329956054687,107.899963378906,83.699951171875,1423.0,189.0,5.19999694824218,
40.0,,17130.0,,,,,,,,,,,,,,,,,,,,,,,,,7237.0,,93.0,4841.0,79.0299682617187,99.0,289.0,,97.0,,5.39999771118164,,208.0,1569.0,130.799926757812,95275.0,133.199951171875,212.89990234375,148.5,103.099975585937,82.8999633789062,1438.0,177.0,5.59999847412109,
41.0,,22637.0,,,,,,,,,,,,,,,,,,,,,,,,,7109.0,,92.699951171875,5012.0,86.6599731445312,,309.0,,93.0,,3.89999961853027,,179.0,1506.0,,96256.0,,216.199951171875,149.829956054687,99.2999877929687,82.699951171875,1478.0,203.0,5.79999923706054,
42.0,,28413.0,,,,,,,,,,,,,,,,,,,,,,,,,6872.0,,94.2999877929687,5107.0,84.6699829101562,,324.0,,107.0,,4.0,,201.0,1846.0,,96796.0,,216.0,150.539916992187,99.199951171875,84.5,1488.0,176.0,5.69999694824218,
43.0,,30468.0,,,,,,,,,,,,,,,,,,,,,,,,,6875.0,,95.0999755859375,5172.0,85.1199951171875,,342.0,,103.0,,2.89999961853027,,154.0,1424.0,,98232.0,,216.299926757812,151.059936523437,,,1529.0,178.0,5.39999771118164,
44.0,,32233.0,,,,,,,,,,,,,,,,,,,,,,,,,6761.0,,95.699951171875,5249.0,87.9099731445312,,358.0,,108.0,,2.89999961853027,,140.0,1527.0,,96796.0,,216.299926757812,152.1298828125,,,1432.0,115.0,5.0,
45.0,,38038.0,,,,,,,,,,,,,,,,,,,,,,,,,6954.0,,98.0999755859375,5412.0,92.489990234375,,369.0,,96.0,,6.5,,124.0,1605.0,,98241.0,,218.0,152.859985351562,,,1482.0,151.0,5.29999923706054,
46.0,,36343.0,,,,,,,,,,,,,,,,,,,,,,,,,7515.0,,99.0,5544.0,94.75,,383.0,,99.0,,6.39999771118164,,94.0,1399.0,,99449.0,,218.699951171875,154.089965820312,,,1452.0,175.0,5.19999694824218,
47.0,,44401.0,,,,,,,,,,,,,,,,,,,,,,,,,7901.0,,99.3999633789062,5651.0,97.8199462890625,,383.0,,98.0,,5.19999694824218,,69.0,1426.0,,99884.0,,219.39990234375,154.7099609375,,,1460.0,207.0,4.89999771118164,
48.0,,47154.0,,,,,,,,,,,,,,,,,,,,,,,,,8093.0,,100.199951171875,5820.0,103.019958496093,,382.0,,120.0,,4.19999694824218,,63.0,1323.0,,99445.0,,220.5,155.359985351562,,,1656.0,197.0,4.69999694824218,
49.0,,45339.0,,,,,,,,,,,,,,,,,,,,,,,,,8733.0,,99.2999877929687,6029.0,110.159973144531,,368.0,,125.0,,6.59999847412109,,67.0,1450.0,,100206.0,,220.699951171875,156.279907226562,,,1370.0,183.0,4.09999847412109,
50.0,,52735.0,,,,,,,,,,,,,,,,,,,,,,,,,9119.0,,99.0999755859375,6129.0,108.769958496093,,378.0,,123.0,,6.19999694824218,,73.0,1210.0,,101015.0,,220.599975585937,157.669921875,,,1378.0,217.0,4.09999847412109,
51.0,,50558.0,,,,,,,,,,,,,,,,,,,,,,,,,9589.0,,100.399963378906,6255.0,106.769958496093,,408.0,,119.0,,7.69999694824218,,72.0,1354.0,,101557.0,,222.199951171875,158.769897460937,,,1394.0,188.0,4.09999847412109,
52.0,,50423.0,,,,,,,,,,,,,,,,,,,,,,,,,10335.0,,101.099975585937,6421.0,107.089965820312,,,,104.0,,6.5,,73.0,1443.0,,102270.0,,222.5,159.789916992187,,,1352.0,174.0,3.89999961853027,
53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11192.0,,101.899963378906,,,,,,107.0,,6.69999694824218,,109.0,918.0,,102341.0,,222.89990234375,160.929931640625,,,1265.0,188.0,4.0,
54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11470.0,,103.099975585937,,,,,,105.0,,8.89999389648437,,113.0,1551.0,,102714.0,,223.699951171875,161.909912109375,,,1194.0,,4.39999771118164,
55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11766.0,,103.899963378906,,,,,,105.0,,,,129.0,1678.0,,103431.0,,224.299926757812,163.049926757812,,,1086.0,,,
56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12754.0,,105.599975585937,,,,,,108.0,,,,135.0,1302.0,,103816.0,,224.299926757812,164.069946289062,,,1119.0,,,
57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12620.0,,106.0,,,,,,116.0,,,,153.0,1890.0,,104616.0,,224.699951171875,165.369995117187,,,1046.0,,,
58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13866.0,,107.699951171875,,,,,,103.0,,,,161.0,2069.0,,105795.0,,224.099975585937,166.599975585937,,,843.0,,,
59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14691.0,,109.899963378906,,,,,,110.0,,,,102.0,1827.0,,104770.0,,222.0,167.219970703125,,,961.0,,,
60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15203.0,,112.099975585937,,,,,,114.0,,,,107.0,1311.0,,104870.0,,222.5,168.299926757812,,,990.0,,,
61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,124.0,,,,108.0,1643.0,,104247.0,,220.39990234375,168.199951171875,,,1067.0,,,
62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.899963378906,,,,,,124.0,,,,106.0,1503.0,,104780.0,,219.299926757812,169.269897460937,,,1123.0,,,
63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.299987792968,,,,,,108.0,,,,130.0,,,104059.0,,219.89990234375,169.75,,,1056.0,,,
64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.899963378906,,,,,,103.0,,,,136.0,,,103582.0,,217.199951171875,170.929931640625,,,1091.0,,,
65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.099975585937,,,,,,106.0,,,,147.0,,,104757.0,,214.299926757812,170.859985351562,,,1304.0,,,
66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,,,,,,113.0,,,,168.0,,,105293.0,,214.699951171875,171.759887695312,,,1248.0,,,
67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.199951171875,,,,,,125.0,,,,,,,105681.0,,214.89990234375,172.949951171875,,,1364.0,,,
68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.099975585937,,,,,,139.0,,,,,,,105355.0,,214.0,173.869995117187,,,1407.0,,,
69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.699951171875,,,,,,149.0,,,,,,,105887.0,,212.0,174.339965820312,,,1421.0,,,
70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.699951171875,,,,,,140.0,,,,,,,104131.0,,206.099975585937,174.4599609375,,,1491.0,,,
71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.099975585937,,,,,,117.0,,,,,,,102759.0,,205.0,175.169921875,,,1538.0,,,
72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,135.0,,,,,,,105810.0,,208.199951171875,175.419921875,,,1308.0,,,
73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.39990234375,,,,,,127.0,,,,,,,107199.0,,210.199951171875,176.18994140625,,,1380.0,,,
74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.199951171875,,,,,,130.0,,,,,,,108828.0,,209.299926757812,177.139892578125,,,1520.0,,,
75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.599975585937,,,,,,134.0,,,,,,,109990.0,,209.599975585937,178.339965820312,,,1466.0,,,
76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5,,,,,,158.0,,,,,,,110680.0,,210.599975585937,179.179931640625,,,1554.0,,,
77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,111980.0,,211.299926757812,180.259887695312,,,1408.0,,,
78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,113113.0,,210.799926757812,180.549926757812,,,1405.0,,,
79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,112705.0,,210.099975585937,181.339965820312,,,1512.0,,,
80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,113066.0,,209.699951171875,182.449951171875,,,1495.0,,,
81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,113910.0,,210.0,183.409912109375,,,1556.0,,,
82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,113490.0,,210.39990234375,183.779907226562,,,1569.0,,,
83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,115703.0,,210.799926757812,183.599975585937,,,1630.0,,,
84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,116503.0,,214.099975585937,184.759887695312,,,1548.0,,,
85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,118463.0,,215.799926757812,185.269897460937,,,1769.0,,,
86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,118688.0,,217.799926757812,185.89990234375,,,1705.0,,,
87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,120699.0,,220.0,186.739990234375,,,1561.0,,,
88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,121681.0,,221.299926757812,187.719970703125,,,1524.0,,,
89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,123005.0,,221.39990234375,189.359985351562,,,1583.0,,,
90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,123334.0,,222.0,189.89990234375,,,1528.0,,,
91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124098.0,,220.599975585937,190.619995117187,,,1368.0,,,
92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126866.0,,222.89990234375,192.569946289062,,,1358.0,,,
93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127807.0,,224.5,194.029907226562,,,1507.0,,,
